event,value,description
RecomputeWeight,385,Number of weight recomputes triggered at all FairPolicyNodes
FairPolicyDequeue,10938,Number of dequeues invoked at all FairPolicyNodes
Query,843,"Number of queries to be interpreted and potentially executed. Does not include queries that failed to parse or were rejected due to AST size limits, quota limits or limits on the number of simultaneously running queries. May include internal queries initiated by ClickHouse itself. Does not count subqueries."
SelectQuery,843,"Same as Query, but only for SELECT queries."
InitialQuery,843,"Same as Query, but only counts initial queries (see is_initial_query)."
QueriesWithSubqueries,2075,Count queries with all subqueries
SelectQueriesWithSubqueries,2075,Count SELECT queries with all subqueries
QueryTimeMicroseconds,62605277101,Total time of all queries.
SelectQueryTimeMicroseconds,62605277101,Total time of SELECT queries.
FileOpen,283649,Number of files opened.
Seek,121310,Number of times the 'lseek' function was called.
ReadBufferFromFileDescriptorRead,2541806,Number of reads (read/pread) from a file descriptor. Does not include sockets.
ReadBufferFromFileDescriptorReadBytes,7323118180037,"Number of bytes read from file descriptors. If the file is compressed, this will show the compressed data size."
WriteBufferFromFileDescriptorWrite,231821,Number of writes (write/pwrite) to a file descriptor. Does not include sockets.
WriteBufferFromFileDescriptorWriteBytes,515766024,"Number of bytes written to file descriptors. If the file is compressed, this will show compressed data size."
ReadCompressedBytes,7245739767307,"Number of bytes (the number of bytes before decompression) read from compressed sources (files, network)."
CompressedReadBufferBlocks,362790714,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,23811386401444,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
OpenedFileCacheHits,375965,"Number of times a file has been found in the opened file cache, so we didn't have to open it again."
OpenedFileCacheMisses,98483,"Number of times a file has been found in the opened file cache, so we had to open it again."
OpenedFileCacheMicroseconds,543193,Amount of time spent executing OpenedFileCache methods.
IOBufferAllocs,1642421,Number of allocations of IO buffers (for ReadBuffer/WriteBuffer).
IOBufferAllocBytes,281514746204,Number of bytes allocated for IO buffers (for ReadBuffer/WriteBuffer).
ArenaAllocChunks,26229,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocBytes,108007424,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
FunctionExecute,122270748,"Number of SQL ordinary function calls (SQL functions are called on per-block basis, so this number represents the number of blocks)."
TableFunctionExecute,2,Number of table function calls.
MarkCacheHits,378766,"Number of times an entry has been found in the mark cache, so we didn't have to load a mark file."
MarkCacheMisses,742,"Number of times an entry has not been found in the mark cache, so we had to load a mark file in memory, which is a costly operation, adding to query latency."
