timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5009.41,8192,2,47129,3105104168,2,10,54,27,402486,3,12707,5,7455504,56,1,4,6945,582,2,15,27,8834458,450,912965020,27,4,2,1,2,2,291,1,909549980,907858726,10409824,70546718,70563102,2,1,3104055592,73389,73389,2,2,2,70546718,3,3,10819,754150,119670,7960,6941,909549980,394526,8714869,95
10013.48,8192,2,90373,5954539168,2,10,54,27,765081,3,24538,5,7455504,56,1,4,13302,1195,2,15,27,16305046,671,1749313925,27,4,2,1,2,2,291,1,1742774684,1740832553,19311098,135318520,135318520,2,1,5953293984,73389,73389,2,2,2,135302136,3,3,18601,1443388,217616,14813,13298,1742774684,750268,16087594,95
15017.97,8192,2,140502,9257844048,2,10,54,27,1191787,3,38162,5,7455504,56,1,4,20666,1528,2,15,27,26534197,920,2718113876,27,4,2,1,2,2,291,1,2707988892,2706413038,31402124,210390652,210407036,2,1,9257188688,73389,73389,2,2,2,210390652,3,3,25136,2231227,330963,22643,20662,2707988892,1169144,26203451,95
20021.68,8192,2,193455,12747018948,2,10,54,27,1616773,3,52598,5,7455504,56,1,4,28449,1901,2,15,27,35696911,1186,3742106274,27,4,2,1,2,2,291,1,3728122268,3726343541,41987387,289691571,289707955,2,1,12746429124,73389,73389,2,2,2,289691571,3,3,29945,3030925,424784,31271,28445,3728122268,1585502,35271484,95
25024.86,8192,2,247064,16279716368,2,10,55,27,2046833,3,67327,5,7720956,56,1,4,36327,2022,2,15,27,44411478,1403,4778670872,27,4,2,1,2,2,291,1,4760707484,4759104474,52121030,369979404,369979404,2,1,16279093776,73389,73389,2,2,2,369979404,3,3,30138,3825420,526467,40246,36323,4760707484,2006587,43884211,95
30047.80,8192,2,290627,19150298672,2,10,55,27,2404655,3,79207,5,7720956,56,1,4,42729,8472,2,15,27,48523805,279233,5620933673,27,4,2,1,2,2,291,1,5599830428,5598244163,57542018,435193574,435215991,2,1,19148517256,73389,73389,2,2,2,435193574,3,3,30138,4753780,616578,48117,42725,5599830428,2356538,47905903,95
35058.82,8192,2,299906,19761616772,2,10,55,27,2538006,3,81739,5,7720956,56,1,4,44094,137058,2,15,27,56265757,4517408,5800618776,27,4,2,1,2,2,291,1,5778743708,5776963389,72551898,449100099,449116483,2,1,19760404356,73389,73389,2,2,2,449100099,3,3,31471,7574229,735823,54208,44090,5778743708,2483798,55527560,95
40071.39,8192,2,307398,20255267004,2,10,55,27,2645838,3,83780,5,7720956,56,1,4,45193,333400,2,15,27,59071658,9654197,5945310436,27,4,2,1,2,2,291,1,5922791836,5921239136,83215867,460334317,460334317,2,1,20253989052,73389,73389,2,2,2,460317933,3,3,31875,10573805,822404,59215,45189,5922791836,2586623,58246396,95
45083.51,8192,2,318700,20999936656,2,10,55,27,2812287,3,86866,5,7720956,56,1,4,46853,465784,2,15,27,62939013,14016557,6163931100,27,4,2,1,2,2,291,1,6140502428,6138871555,93446138,477251180,477267564,2,1,20999051920,73389,73389,2,2,2,477251180,3,3,32404,13236637,936247,77853,46850,6140502428,2734434,62000077,95
50094.48,8192,2,332380,21901512724,2,10,55,27,3015505,3,90589,5,7720956,56,1,4,48865,595026,2,15,27,64809467,16965281,6428600083,27,4,2,1,2,2,291,1,6404088220,6402486050,98710295,497747503,497747503,2,1,21900169236,73389,73389,2,2,2,497731119,3,3,32906,16046893,1055542,103445,48861,6404088220,2912060,63751026,95
55098.97,8192,2,370440,24409350936,2,10,55,27,3350980,3,100975,5,7720956,56,1,4,54458,609474,2,15,27,68623424,17683738,7164453819,27,4,2,1,2,2,291,1,7137173916,7135574967,104143977,554743826,554743826,2,1,24408007448,73389,73389,2,2,2,554727442,3,3,34128,17208321,1180944,113575,54454,7137173916,3237405,67439621,95
