timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5042.75,1,8192,2,10342,681224188,2,7,54,27,152497,10,2701,5,7455504,56,1,4,1539,208209,2,3906,27,3158577,4120801,201946612,27,37,2,1,2,2,636,1,201105820,199225735,10016986,15463005,15479389,2,1,680372220,73389,73389,2,2,2,15463005,11,3,9337,2808932,174639,6761,1536,201105820,145736,2983352,336
10063.00,1,8192,2,17073,1124736072,2,7,54,27,267178,10,4549,5,7455504,56,1,4,2529,301924,2,3906,27,5451838,9048100,332151310,27,37,2,1,2,2,636,1,330736028,328855318,20081381,25544310,25560694,2,1,1123949640,73389,73389,2,2,2,25544310,11,3,13336,5715850,275955,28719,2525,330736028,238459,5174408,336
15085.50,1,8192,2,23773,1566216340,2,7,54,27,367164,10,6372,5,7455504,56,1,4,3513,492249,2,3906,27,7235129,13642843,461829653,27,37,2,1,2,2,636,1,459841948,457958341,28531447,35576463,35592847,2,1,1565364372,73389,73389,2,2,2,35576463,11,3,17178,8812255,363602,38224,3510,459841948,328940,6870140,336
20103.88,1,8192,2,30411,2003633376,2,7,54,27,460683,10,8187,5,7455504,56,1,4,4488,769547,2,3906,27,9501589,18975228,590191081,27,37,2,1,2,2,636,1,587637148,585839464,38548178,45526696,45526696,2,1,2003174624,73389,73389,2,2,2,45526696,11,3,22173,11968437,476909,42669,4485,587637148,418014,9022052,336
25122.84,1,8192,2,39177,2581041924,2,7,54,27,581365,10,10534,5,7455504,56,1,4,5777,933600,2,3906,27,12800226,23949781,759734484,27,37,2,1,2,2,636,1,756457884,754685354,50283585,58634723,58651107,2,1,2579927812,73389,73389,2,2,2,58634723,11,3,28843,14729512,616740,50064,5773,756457884,531301,12182389,336
30142.20,1,8192,2,48076,3167432212,2,7,54,27,700252,10,13001,5,7455504,56,1,4,7085,1039221,2,3906,27,15572822,28666577,931906154,27,37,2,1,2,2,636,1,927900060,926065531,60191567,71978159,71978159,2,1,3166318100,73389,73389,2,2,2,71961775,11,3,33162,17574624,708959,57634,7081,927900060,642618,14861778,336
35147.57,1,8192,2,85634,5642371352,2,7,54,27,1032428,10,23248,5,7455504,56,1,4,12605,1070502,2,3906,27,22094408,30152697,1658132572,27,37,2,1,2,2,636,1,1651417500,1649546455,70120656,128220818,128237202,2,1,5641715992,73389,73389,2,2,2,128220818,11,3,45067,18983306,850643,65638,12601,1651417500,966790,21241775,336
40152.97,1,8192,2,135620,8936039132,2,7,54,27,1458780,10,36836,5,7455504,56,1,4,19948,1071246,2,3906,27,32144829,30152920,2624122032,27,37,2,1,2,2,636,1,2613879196,2612328377,81744331,203073925,203090309,2,1,8935252700,73389,73389,2,2,2,203073925,11,3,52671,19782128,954292,73723,19944,2613879196,1385057,31188519,336
45166.68,1,8192,2,181683,11971281924,2,7,54,27,1860227,10,49441,5,7455504,56,1,4,26719,1075725,2,3906,27,38665020,30323590,3514861721,27,37,2,1,2,2,636,1,3501367708,3499584814,89727228,272047779,272064163,2,1,11970102276,73389,73389,2,2,2,272047779,11,3,56189,20643310,1052221,81301,26715,3501367708,1778926,37610206,336
50176.95,1,8192,2,197588,13019471948,2,7,54,27,2049560,10,53779,5,7455504,56,1,4,29058,1180656,2,3906,27,46044280,33768167,3822668857,27,37,2,1,2,2,636,1,3807945116,3805986100,102661188,295888153,295888153,2,1,13018357836,73389,73389,2,2,2,295871769,11,3,58465,23136603,1217900,90342,29054,3807945116,1959218,44824782,336
55181.47,1,8192,2,245568,16181143608,2,7,55,27,2499335,10,66865,5,7720956,56,1,4,36105,1201933,2,3906,27,54149652,34633641,4749836191,27,37,2,1,2,2,636,1,4731609500,4730290507,113397232,367739114,367739114,2,1,16179800120,73389,73389,2,2,2,367722730,11,3,64341,24469474,1355412,101266,36101,4731609500,2398069,52792433,336
60185.56,1,8192,2,295617,19478940156,2,7,55,27,2932257,10,80569,5,7720956,56,1,4,43462,1202720,2,3906,27,62403895,34633840,5717779213,27,37,2,1,2,2,636,1,5695906204,5694326058,123124355,442690525,442690525,2,1,19477662204,73389,73389,2,2,2,442674141,11,3,66322,25295690,1473447,110798,43458,5695906204,2821459,60929402,336
65197.42,1,8192,2,313599,20663779356,2,7,55,27,3145780,10,85474,5,7720956,56,1,4,46104,1238372,2,3906,27,65752520,37284225,6065441534,27,37,2,1,2,2,636,1,6042198428,6040664754,129844552,469606773,469623157,2,1,20662698012,73389,73389,2,2,2,469606773,11,3,67651,27659535,1600589,120016,46100,6042198428,3025764,64151288,336
70202.41,1,8192,2,349477,23028087112,2,7,55,27,3463753,10,95206,5,7720956,56,1,4,51377,1271358,2,3906,27,75994504,39170111,6759048247,27,37,2,1,2,2,636,1,6733210012,6731726599,144649854,523346998,523363382,2,1,23027267912,73389,73389,2,2,2,523346998,11,3,81193,29031257,1775588,128393,51373,6733210012,3335360,74218696,336
