timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5030.00,1,8192,2,14459,952363160,2,9,54,27,188390,2,3835,5,7455504,56,1,4,2143,144970,2,5752,27,4578858,3540334,281301930,27,47,2,1,2,2,598,1,280142236,278511516,9955153,21620786,21637170,2,1,951314584,73389,73389,2,2,2,21620786,12,3,18333,2612607,257141,8475,2139,280142236,179915,4322268,389
10044.36,1,8192,2,29877,1968371700,2,9,54,27,382807,2,8039,5,7455504,56,1,4,4411,207445,2,5752,27,9033762,7027773,579793910,27,47,2,1,2,2,598,1,577413532,575491680,19581442,44717847,44734231,2,1,1967585268,73389,73389,2,2,2,44717847,12,3,23328,5136432,419137,20305,4407,577413532,362502,8616192,389
15053.80,1,8192,2,75032,4943842352,2,9,54,27,765145,2,20356,5,7455504,56,1,4,11045,212141,2,5752,27,16301063,7584659,1452661110,27,47,2,1,2,2,598,1,1446945180,1445314816,28807032,112342180,112358564,2,1,4943055920,73389,73389,2,2,2,112342180,12,3,30776,6098463,531027,28301,11041,1446945180,736844,15770701,389
20070.46,1,8192,2,89791,5916397216,2,9,54,27,953208,2,24380,5,7455504,56,1,4,13214,308902,2,5752,27,22439485,10895452,1738130895,27,47,2,1,2,2,598,1,1731240348,1729639939,39929775,134450168,134466552,2,1,5915807392,73389,73389,2,2,2,134450168,12,3,33554,8611222,684665,37951,13210,1731240348,915257,21754826,389
25079.34,1,8192,2,100563,6626067336,2,9,54,27,1096039,2,27317,5,7455504,56,1,4,14799,422223,2,5752,27,26261097,15495118,1946634024,27,47,2,1,2,2,598,1,1938858396,1937076552,51229150,150574566,150590950,2,1,6625280904,73389,73389,2,2,2,150574566,12,3,38083,11286365,811814,46131,14795,1938858396,1049908,25448799,389
30089.76,1,8192,2,111338,7336199516,2,9,54,27,1241811,2,30252,5,7455504,56,1,4,16381,519856,2,5752,27,29482556,19614227,2155006028,27,47,2,1,2,2,598,1,2146345372,2144709456,60896374,166721381,166721381,2,1,7335019868,73389,73389,2,2,2,166704997,12,3,42387,13919265,946968,53397,16377,2146345372,1188414,28535599,389
35097.98,1,8192,2,142988,9421562900,2,9,54,27,1545908,2,38848,5,7455504,56,1,4,21032,556797,2,5752,27,36588875,21871662,2767004791,27,47,2,1,2,2,598,1,2755961244,2754270213,72050995,214111535,214127919,2,1,9420907540,73389,73389,2,2,2,214111535,12,3,49272,15819856,1109692,63524,21028,2755961244,1482384,35478750,389
40114.23,1,8192,2,158110,10418172784,2,9,54,27,1741413,2,43012,5,7455504,56,1,4,23254,663839,2,5752,27,41504638,25266384,3059441533,27,47,2,1,2,2,598,1,3047203228,3045594589,82007349,236766228,236766228,2,1,10416993136,73389,73389,2,2,2,236749844,12,3,53184,18280730,1265745,71718,23250,3047203228,1669695,40238336,389
45126.57,1,8192,2,169704,11181978948,2,9,54,27,1891579,2,46172,5,7455504,56,1,4,24958,757048,2,5752,27,44367768,29100016,3283729744,27,47,2,1,2,2,598,1,3270549916,3268883342,90828950,254109075,254125459,2,1,11180799300,73389,73389,2,2,2,254109075,12,3,57179,20929073,1401005,78389,24954,3270549916,1813190,42966729,389
50130.25,1,8192,2,205132,13516530052,2,9,55,27,2197242,2,55891,5,7720956,56,1,4,30165,786664,2,5752,27,52839090,30308865,3968826568,27,47,2,1,2,2,598,1,3953041820,3951355991,102667563,307179715,307179715,2,1,13515186564,73389,73389,2,2,2,307163331,12,3,62389,22144476,1538590,89049,30161,3953041820,2108193,51300133,389
55147.08,1,8192,2,233787,15404816760,2,9,55,27,2488375,2,63706,5,7720956,56,1,4,34375,802926,2,5752,27,56055567,31712396,4522776260,27,47,2,1,2,2,598,1,4504854940,4503379866,108042268,350095322,350111706,2,1,15404194168,73389,73389,2,2,2,350095322,12,3,62395,23838005,1649885,101018,34371,4504854940,2387357,54405063,389
60165.27,1,8192,2,263727,17377582680,2,9,55,27,2810150,2,71872,5,7720956,56,1,4,38776,840013,2,5752,27,59356064,32993788,5101847985,27,47,2,1,2,2,598,1,5081702812,5079984972,113447985,394933890,394933890,2,1,17376370264,73389,73389,2,2,2,394917506,12,3,62561,25442668,1789511,111797,38772,5081702812,2698353,57565509,389
65178.78,1,8192,2,281696,18561581978,2,9,55,27,3043964,2,76768,5,7720956,56,1,4,41414,894116,2,5752,27,71880509,36283097,5449018410,27,47,2,1,2,2,598,1,5427470748,5426078576,131916085,421833754,421850138,2,1,18560685176,73389,73389,2,2,2,421833754,12,3,66778,27822132,2005313,124293,41410,5427470748,2919671,69873899,389
70183.13,1,8192,2,322495,21249973036,2,9,55,27,3376891,2,87901,5,7720956,56,1,4,47411,902986,2,5752,27,75948884,36693187,6238026407,27,47,2,1,2,2,598,1,6213509532,6211984112,137330934,482933825,482950209,2,1,21249088300,73389,73389,2,2,2,482933825,12,3,69304,28756438,2098538,132645,47407,6213509532,3244246,73848962,389
75188.05,1,8192,2,367938,24244583508,2,9,55,27,3712436,2,100294,5,7720956,56,1,4,54090,903120,2,5752,27,80390251,36693244,7116613705,27,47,2,1,2,2,598,1,7088808348,7087375098,142745468,550990175,551006559,2,1,24243567700,73389,73389,2,2,2,550990175,12,3,69635,29371549,2164276,139417,54086,7088808348,3573019,78224828,389
