timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5008.30,8192,2,51894,3419241372,2,15,54,27,444225,4,13988,5,7455504,56,1,4,7646,251,2,12,27,9117740,219,1005287611,27,9,2,1,2,2,266,1,1001431452,999688568,10525530,77683221,77699605,2,1,3418061724,73389,73389,2,2,2,77683221,4,3,16072,784400,132792,8822,7642,1001431452,435403,8985791,101
10016.63,8192,2,90058,5933895328,2,15,54,27,802648,4,24450,5,7455504,56,1,4,13253,25991,2,12,27,16606549,1123818,1743059431,27,9,2,1,2,2,266,1,1736352156,1734735032,20419292,134843384,134859768,2,1,5933108896,73389,73389,2,2,2,134843384,4,3,16980,2186784,258380,18120,13249,1736352156,784528,16346308,101
15020.75,8192,2,114447,7541012748,2,15,54,27,1071991,4,31051,5,7455504,56,1,4,16837,100272,2,12,27,23005387,3841277,2214529651,27,9,2,1,2,2,266,1,2205983132,2204559940,31316979,171365801,171382185,2,1,7540095244,73389,73389,2,2,2,171365801,4,3,24115,4409405,427707,28359,16833,2205983132,1043632,22576117,101
20025.42,8192,2,172995,11398985184,2,15,54,27,1590671,4,47020,5,7455504,56,1,4,25443,100713,2,12,27,31942923,3841561,3346971834,27,9,2,1,2,2,266,1,3334119836,3332279558,41933552,259054440,259070824,2,1,11398395360,73389,73389,2,2,2,259054440,4,3,25995,5319755,547358,38172,25439,3334119836,1552499,31393656,101
25030.06,8192,2,226118,14899566656,2,15,55,27,2034708,4,61615,5,7720956,56,1,4,33249,101321,2,12,27,40515305,3841687,4374028666,27,9,2,1,2,2,266,1,4357267868,4355657540,51999247,338598960,338615344,2,1,14898354240,73389,73389,2,2,2,338598960,4,3,27619,6140465,641384,47370,33245,4357267868,1987338,39871033,101
30046.89,8192,2,258535,17035461604,2,15,55,27,2358061,4,70458,5,7720956,56,1,4,38013,139760,2,12,27,46312395,5454235,5000867843,27,9,2,1,2,2,266,1,4981694876,4979980091,60468906,387158411,387158411,2,1,17034970084,73389,73389,2,2,2,387158411,4,3,27862,7998925,752887,56369,38009,4981694876,2301692,45555874,101
35051.32,8192,2,283310,18668141372,2,15,55,27,2615190,4,77163,5,7720956,56,1,4,41652,206447,2,12,27,53758330,8429674,5479704640,27,9,2,1,2,2,266,1,5458665884,5457269624,73164085,424260301,424276685,2,1,18667453244,73389,73389,2,2,2,424260301,4,3,40327,10072472,928770,66048,41648,5458665884,2549142,52826462,101
40063.54,8192,2,306524,20197723088,2,15,55,27,2868550,4,83545,5,7720956,56,1,4,45065,251857,2,12,27,59816642,11050954,5928819060,27,9,2,1,2,2,266,1,5906014620,5904410540,83456214,459017564,459033948,2,1,20196772816,73389,73389,2,2,2,459017564,4,3,43057,12235849,1086015,77531,45061,5906014620,2791019,58728023,101
45067.93,8192,2,341454,22499371812,2,15,55,27,3195323,4,93016,5,7720956,56,1,4,50199,292011,2,12,27,67195729,12744184,6604342464,27,9,2,1,2,2,266,1,6578938268,6577221740,94005102,511336699,511336699,2,1,22498093860,73389,73389,2,2,2,511320315,4,3,55573,13901038,1236524,86461,50195,6578938268,3108862,65955951,101
50071.68,8192,2,391818,25818077652,2,15,55,27,3621060,4,106807,5,7720956,56,1,4,57601,292258,2,12,27,74618228,12744380,7578096510,27,9,2,1,2,2,266,1,7549002140,7547316112,102765707,586752895,586769279,2,1,25817127380,73389,73389,2,2,2,586752895,4,3,56355,14671795,1328913,94897,57597,7549002140,3526163,73286216,101
