timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5013.71,8192,2,17789,1171925300,2,25,54,27,216881,5,4744,5,7455504,56,1,4,2634,94495,2,15,27,4823534,3176937,346011084,27,4,2,1,2,2,298,1,344629660,342692438,9525625,26615303,26631687,2,1,1171073332,73389,73389,2,2,2,26615303,5,3,17312,2477384,219225,10241,2631,344629660,206640,4603724,72
10018.35,8192,2,56832,3744450852,2,25,54,27,553658,5,15391,5,7455504,56,1,4,8372,112092,2,15,27,10712740,4187676,1100788950,27,4,2,1,2,2,298,1,1096589724,1094735992,17886019,85092219,85092219,2,1,3743336740,73389,73389,2,2,2,85075835,5,3,24223,3702369,366214,18393,8368,1096589724,535265,10346081,72
15023.36,8192,2,114319,7532624140,2,25,54,27,1014366,5,31015,5,7455504,56,1,4,16819,112319,2,15,27,22259827,4187982,2212106455,27,4,2,1,2,2,298,1,2203754908,2202110374,31271831,171185577,171185577,2,1,7532165388,73389,73389,2,2,2,171185577,5,3,29848,4558427,507492,27582,16815,2203754908,986784,21751146,72
20031.31,8192,2,135522,8929616604,2,25,54,27,1267291,5,36853,5,7455504,56,1,4,19936,157721,2,15,27,25145441,6425496,2622274867,27,4,2,1,2,2,298,1,2612306332,2610454610,37016059,202926469,202942853,2,1,8928764636,73389,73389,2,2,2,202926469,5,3,29884,6752354,657417,37533,19932,2612306332,1229758,24486289,72
25036.02,8192,2,181650,11969119236,2,25,54,27,1656275,5,49378,5,7455504,56,1,4,26713,167316,2,15,27,36685643,7506539,3513928640,27,4,2,1,2,2,298,1,3500581276,3498971001,52096448,272015011,272015011,2,1,11967939588,73389,73389,2,2,2,271998627,5,3,37018,7955596,819057,47776,26709,3500581276,1608499,35866079,72
30040.53,8192,2,246414,16236852516,2,25,55,27,2175009,5,67098,5,7720956,56,1,4,36232,167572,2,15,27,45565911,7506837,4766207607,27,4,2,1,2,2,298,1,4748124572,4746548537,62731124,369006715,369006715,2,1,16236295460,73389,73389,2,2,2,369006715,5,3,37200,8922472,917071,58106,36228,4748124572,2116903,44648477,72
35050.90,8192,2,291755,19224512864,2,25,55,27,2576350,5,79514,5,7720956,56,1,4,42894,172465,2,15,27,51754127,8248002,5642879290,27,4,2,1,2,2,298,1,5621457308,5619909438,70893822,436909576,436909576,2,1,19223300448,73389,73389,2,2,2,436893192,5,3,38438,10248615,1072973,70086,42890,5621457308,2506264,50680216,72
40064.95,8192,2,303459,19995793440,2,25,55,27,2738132,5,82710,5,7720956,56,1,4,44614,277440,2,15,27,57533612,11961899,5869262193,27,4,2,1,2,2,298,1,5846901148,5845369880,82438905,454438680,454438680,2,1,19995301920,73389,73389,2,2,2,454438680,5,3,40171,12713519,1191378,77554,44610,5846901148,2660578,56341356,72
45068.84,8192,2,325909,21475040200,2,25,55,27,2996134,5,88831,5,7720956,56,1,4,47912,341555,2,15,27,61827223,14348490,6303225507,27,4,2,1,2,2,298,1,6279176604,6277829473,90804517,488043030,488059414,2,1,21473893320,73389,73389,2,2,2,488043030,5,3,44978,14749072,1359982,89197,47908,6279176604,2906937,60465980,72
50073.68,8192,2,371351,24469319684,2,25,55,27,3348099,5,101224,5,7720956,56,1,4,54592,341604,2,15,27,66250668,14348680,7182038778,27,4,2,1,2,2,298,1,7154737564,7153073313,96231979,556109731,556109731,2,1,24468107268,73389,73389,2,2,2,556093347,5,3,45050,15378851,1439342,96104,54588,7154737564,3251995,64810227,72
