timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5039.44,1,8192,2,7438,489845836,2,8,54,27,235880,12,1917,5,7455504,56,1,4,1110,147885,2,21206,27,2380624,4945644,145507811,27,45,2,1,2,2,904,1,144875932,143277208,9781378,11113497,11129881,2,1,488993868,73389,73389,2,2,2,11113497,15,3,7850,3311444,99045,15703,1107,144875932,220177,2281967,382
10061.88,1,8192,2,15407,1014756740,2,8,54,27,361994,12,4093,5,7455504,56,1,4,2284,242818,2,21206,27,4843698,9340264,299922970,27,45,2,1,2,2,904,1,298623388,296762861,18998444,23052227,23052227,2,1,1013577092,73389,73389,2,2,2,23035843,15,3,9010,6004005,187146,37369,2280,298623388,324625,4656369,382
15072.50,1,8192,2,26710,1759757380,2,8,54,27,507375,12,7177,5,7455504,56,1,4,3945,308414,2,21206,27,8473561,13430453,518536930,27,45,2,1,2,2,904,1,516333980,514517857,29697741,39975123,39991507,2,1,1758905412,73389,73389,2,2,2,39975123,15,3,11798,8605346,310986,44633,3941,516333980,462742,8162655,382
20076.73,1,8192,2,75204,4955114544,2,8,54,27,920229,12,20348,5,7455504,56,1,4,11070,309090,2,21206,27,17873360,13563527,1455923360,27,45,2,1,2,2,904,1,1450221980,1448687858,40913268,112604324,112620708,2,1,4954590256,73389,73389,2,2,2,112604324,15,3,20851,9383784,427731,53295,11066,1450221980,866934,17445627,382
25081.32,1,8192,2,123481,8136250396,2,8,54,27,1326927,12,33568,5,7455504,56,1,4,18165,309585,2,21206,27,22856097,13563733,2389299195,27,45,2,1,2,2,904,1,2380177820,2378582453,47115684,184889461,184905845,2,1,8135136284,73389,73389,2,2,2,184889461,15,3,21723,10150928,506674,60998,18161,2380177820,1265929,22349594,382
30093.89,1,8192,2,157380,10370066052,2,8,54,27,1632834,12,42798,5,7455504,56,1,4,23146,353130,2,21206,27,32869135,14715712,3044622213,27,45,2,1,2,2,904,1,3033047452,3031516458,59762868,235662467,235678851,2,1,10369148548,73389,73389,2,2,2,235662467,15,3,28549,11641281,658249,69009,23143,3033047452,1563825,32210003,382
35098.72,1,8192,2,177084,11668289148,2,8,54,27,1850216,12,48133,5,7455504,56,1,4,26041,422934,2,21206,27,39770348,18116731,3425574982,27,45,2,1,2,2,904,1,3412500892,3410993762,72119915,265179453,265179453,2,1,11667895932,73389,73389,2,2,2,265179453,15,3,38796,13934209,811416,80845,26037,3412500892,1769371,38956775,382
40102.53,1,8192,2,226855,14948132140,2,8,55,27,2263052,12,61816,5,7720956,56,1,4,33358,423820,2,21206,27,48087566,18117099,4388253335,27,45,2,1,2,2,904,1,4371554716,4369808262,81916331,339719105,339719105,2,1,14946919724,73389,73389,2,2,2,339702721,15,3,41730,14725277,911480,90031,33354,4371554716,2173021,47174224,382
45120.93,1,8192,2,266644,17569813000,2,8,55,27,2614617,12,72665,5,7720956,56,1,4,39205,444189,2,21206,27,55698755,18971799,5157560489,27,45,2,1,2,2,904,1,5137932700,5136221577,91707776,399299782,399299782,2,1,17568469512,73389,73389,2,2,2,399283398,15,3,43633,15996931,1036416,98933,39201,5137932700,2515684,54660952,382
50128.01,1,8192,2,282394,18607579492,2,8,55,27,2808959,12,76961,5,7720956,56,1,4,41518,539113,2,21206,27,59795391,22308069,5461816337,27,45,2,1,2,2,904,1,5440971164,5439612774,100525018,422871979,422888363,2,1,18606367076,73389,73389,2,2,2,422871979,15,3,43906,18574131,1196005,108813,41514,5440971164,2700146,58597755,382
