timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5020.29,8192,2,6387,420436596,2,7,54,27,102633,8,1633,5,7455504,56,1,4,958,167915,2,11694,27,1771212,6023130,125392096,27,54,2,1,2,2,713,1,124821916,123018319,8685823,9544951,9544951,2,1,419977844,73389,73389,2,2,2,9544951,15,3,11838,3379896,114593,5203,954,124821916,97430,1655817,372
10035.34,8192,2,13580,894491564,2,7,54,27,205782,8,3597,5,7455504,56,1,4,2016,298496,2,11694,27,4465755,11512939,264687450,27,54,2,1,2,2,713,1,263496092,261591369,19521888,20320417,20320417,2,1,894098348,73389,73389,2,2,2,20320417,15,3,12705,6318514,202095,10564,2012,263496092,195218,4261869,372
15055.91,8192,2,20609,1357533176,2,7,54,27,318605,8,5498,5,7455504,56,1,4,3049,434917,2,11694,27,6455961,15870493,400692768,27,54,2,1,2,2,713,1,398893468,396983058,28313095,30827706,30844090,2,1,1356419064,73389,73389,2,2,2,30827706,15,3,14901,9381144,290762,28650,3045,398893468,289955,6162752,372
20059.88,8192,2,37863,2494662168,2,7,54,27,520753,8,10219,5,7455504,56,1,4,5585,562788,2,11694,27,9598040,19631666,734294852,27,54,2,1,2,2,713,1,731160988,729368818,36634298,56678994,56695378,2,1,2493875736,73389,73389,2,2,2,56678994,15,3,16513,11775812,400551,37860,5581,731160988,482893,9194652,372
25064.70,8192,2,81898,5396201596,2,7,54,27,859507,8,22228,5,7455504,56,1,4,12056,562996,2,11694,27,14031722,19631876,1585640578,27,54,2,1,2,2,713,1,1579327900,1577593489,42052471,122620093,122636477,2,1,5395284092,73389,73389,2,2,2,122620093,15,3,16585,12393870,474013,44651,12052,1579327900,814856,13554954,372
30069.26,8192,2,125638,8278407904,2,7,54,27,1225197,8,34156,5,7455504,56,1,4,18483,563106,2,11694,27,18430344,19632063,2431333122,27,54,2,1,2,2,713,1,2421858716,2420129081,47494095,188118824,188135208,2,1,8277228256,73389,73389,2,2,2,188118824,15,3,16798,13050028,556598,51458,18479,2421858716,1173739,17870640,372
35074.76,8192,2,169622,11176604996,2,7,54,27,1587695,8,46153,5,7455504,56,1,4,24946,563296,2,11694,27,22830845,19632227,3281629758,27,54,2,1,2,2,713,1,3268977052,3267256448,52926746,253994387,254010771,2,1,11175753028,73389,73389,2,2,2,253994387,15,3,17155,13704302,628284,58345,24942,3268977052,1529350,22199104,372
40079.64,8192,2,215536,14202082924,2,7,55,27,1969032,8,58729,5,7720956,56,1,4,31694,563473,2,11694,27,45263512,20076115,4169287166,27,54,2,1,2,2,713,1,4153319836,4151748437,80993129,322747057,322763441,2,1,14200870508,73389,73389,2,2,2,322747057,15,3,23058,14390944,754889,65460,31690,4153319836,1903572,44505239,372
45084.79,8192,2,268567,17696635084,2,7,55,27,2412951,8,73138,5,7720956,56,1,4,39487,563649,2,11694,27,55776953,20076472,5194764024,27,54,2,1,2,2,713,1,5174895004,5173247793,93006384,402185081,402185081,2,1,17695422668,73389,73389,2,2,2,402168697,15,3,29604,15199837,863958,74188,39483,5174895004,2338763,54909746,372
50103.83,8192,2,293329,19328197432,2,7,55,27,2684182,8,79947,5,7720956,56,1,4,43126,601466,2,11694,27,61644021,22339004,5673633458,27,54,2,1,2,2,713,1,5651866012,5650255257,102416318,439264554,439264554,2,1,19327640376,73389,73389,2,2,2,439264554,15,3,30422,17244930,1020004,83808,43122,5651866012,2600374,60621431,372
55121.41,8192,2,305844,20152893156,2,7,55,27,2846202,8,83359,5,7720956,56,1,4,44967,700609,2,11694,27,65239086,26127490,5915815490,27,54,2,1,2,2,713,1,5893169564,5891336083,111634669,457995723,458012107,2,1,20151811812,73389,73389,2,2,2,457995723,15,3,33721,19815642,1173053,91387,44963,5893169564,2754815,64063118,372
60125.83,8192,2,334468,22039148248,2,7,55,27,3118097,8,91165,5,7720956,56,1,4,49172,745536,2,11694,27,71323466,28519557,6469233965,27,54,2,1,2,2,713,1,6444327324,6442703225,122076548,500862178,500878562,2,1,22037935832,73389,73389,2,2,2,500862178,15,3,36497,21645804,1329875,100311,49168,6444327324,3017786,69989399,372
65142.40,8192,2,367431,24211091304,2,7,55,27,3428192,8,100152,5,7720956,56,1,4,54017,766961,2,11694,27,74657148,29749169,7106706884,27,54,2,1,2,2,713,1,7079371164,7077576276,127471325,550230478,550246862,2,1,24210141032,73389,73389,2,2,2,550230478,15,3,37273,23225881,1446147,108520,54013,7079371164,3319672,73206309,372
70163.18,8192,2,378821,24961528124,2,7,55,27,3588093,8,103257,5,7720956,56,1,4,55687,896838,2,11694,27,84111068,34358240,7326526126,27,54,2,1,2,2,713,1,7298261404,7296985165,144564425,567294797,567294797,2,1,24960971068,73389,73389,2,2,2,567294797,15,3,40759,25896982,1587685,121062,55683,7298261404,3467031,82518381,372
75184.61,8192,2,389561,25669366544,2,7,55,27,3726778,8,106188,5,7720956,56,1,4,57268,1023588,2,11694,27,87439461,38369473,7534632465,27,54,2,1,2,2,713,1,7505486236,7503802658,154274068,583376076,583392460,2,1,25668547344,73389,73389,2,2,2,583376076,15,3,41548,28458726,1681141,127171,57264,7505486236,3599607,85752111,372
