timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5017.63,8192,2,14240,938010776,2,8,54,27,192240,16,3775,5,7455504,56,1,4,2110,145089,2,9514,27,2384038,3500968,276940405,27,71,2,1,2,2,779,1,275816860,274311541,7148172,21309490,21309490,2,1,937617560,73389,73389,2,2,2,21309490,11,3,10336,2762475,172638,8326,2107,275816860,183914,2211423,440
10021.28,8192,2,49330,3250145260,2,8,54,27,518243,16,13345,5,7455504,56,1,4,7270,167792,2,9514,27,8197563,4853221,955669259,27,71,2,1,2,2,779,1,952017308,950250356,15662567,73841617,73858001,2,1,3249031148,73389,73389,2,2,2,73841617,11,3,11923,4031303,290408,17058,7266,952017308,501185,7907633,440
15025.56,8192,2,97066,6395560684,2,8,54,27,914473,16,26365,5,7455504,56,1,4,14285,167900,2,9514,27,18145342,5049650,1878515680,27,71,2,1,2,2,779,1,1871487388,1869701221,28021812,145334289,145350673,2,1,6394708716,73389,73389,2,2,2,145334289,11,3,17806,4710089,389037,24254,14281,1871487388,890219,17757775,440
20029.72,8192,2,145143,9563589336,2,8,54,27,1333397,16,39478,5,7455504,56,1,4,21349,168002,2,9514,27,22497420,5049886,2807937291,27,71,2,1,2,2,779,1,2797511068,2795775779,33518132,217340898,217357282,2,1,9562999512,73389,73389,2,2,2,217340898,11,3,17834,5421486,457193,31477,21345,2797511068,1301920,22041686,440
25038.22,8192,2,176771,11647776380,2,8,54,27,1661601,16,48103,5,7455504,56,1,4,25997,194103,2,9514,27,25897789,6185794,3419457439,27,71,2,1,2,2,779,1,3406733724,3404969691,38933580,264704317,264720701,2,1,11646989948,73389,73389,2,2,2,264704317,11,3,17835,6974569,594737,41317,25993,3406733724,1620284,25304363,440
30041.95,8192,2,209123,13779676940,2,8,55,27,1960316,16,56980,5,7720956,56,1,4,30749,232893,2,9514,27,44430521,7704885,4044662161,27,71,2,1,2,2,779,1,4029587868,4028229587,61728088,313163305,313163305,2,1,13778464524,73389,73389,2,2,2,313146921,11,3,21316,8438453,784865,51758,30745,4029587868,1908558,43647163,440
35054.66,8192,2,224731,14808137320,2,8,55,27,2146584,16,61237,5,7720956,56,1,4,33045,285633,2,9514,27,49262408,10784652,4346804525,27,71,2,1,2,2,779,1,4330529180,4328924429,71280383,336522510,336538894,2,1,14806990440,73389,73389,2,2,2,336522510,11,3,22545,10834397,920737,59841,33041,4330529180,2086743,48343182,440
40063.33,8192,2,232851,15343209612,2,8,55,27,2263155,16,63451,5,7720956,56,1,4,34239,442486,2,9514,27,52403777,15298881,4504119713,27,71,2,1,2,2,779,1,4487160220,4485351746,82388161,348680265,348696649,2,1,15341931660,73389,73389,2,2,2,348680265,11,3,25392,13487303,1015308,65242,34236,4487160220,2197913,51390203,440
45074.16,8192,2,244279,16096136800,2,8,55,27,2421815,16,66570,5,7720956,56,1,4,35917,566271,2,9514,27,56222872,19436885,4724969734,27,71,2,1,2,2,779,1,4707099036,4705409286,92817380,365810120,365810120,2,1,16095645280,73389,73389,2,2,2,365810120,11,3,28976,16196971,1139035,72429,35914,4707099036,2349386,55084635,440
50084.57,8192,2,268054,17662749664,2,8,55,27,2689213,16,73054,5,7720956,56,1,4,39410,587930,2,9514,27,59055073,21286137,5184437870,27,71,2,1,2,2,779,1,5164802460,5163347264,98155302,401409000,401425384,2,1,17661996000,73389,73389,2,2,2,401409000,11,3,29113,18083071,1291432,82345,39406,5164802460,2606868,57765818,440
55103.37,8192,2,285526,18814165504,2,8,55,27,2918749,16,77818,5,7720956,56,1,4,41981,660550,2,9514,27,68018308,24495065,5522633955,27,71,2,1,2,2,779,1,5501657500,5499960902,112611610,427571584,427587968,2,1,18813149696,73389,73389,2,2,2,427571584,11,3,32773,20426565,1466865,94739,41977,5501657500,2824010,66554321,440
60113.57,8192,2,303032,19967544116,2,8,55,27,3148960,16,82591,5,7720956,56,1,4,44552,732261,2,9514,27,73448149,27522647,5861094742,27,71,2,1,2,2,779,1,5838774684,5837156473,122896387,453793671,453793671,2,1,19966200628,73389,73389,2,2,2,453777287,11,3,36528,22686256,1643854,110562,44548,5838774684,3038398,71806949,440
65118.41,8192,2,355577,23429980328,2,8,55,27,3580213,16,96868,5,7720956,56,1,4,52274,741338,2,9514,27,82525684,28303831,6877069639,27,71,2,1,2,2,779,1,6850912668,6849270670,134615404,532471998,532488382,2,1,23428767912,73389,73389,2,2,2,532471998,11,3,43718,23953323,1794154,121297,52270,6850912668,3458916,80734567,440
