timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5029.88,1,8192,2,8465,557416760,2,7,54,27,127295,12,2200,5,7455504,56,1,4,1264,223053,2,8181,27,2077487,4179823,165634301,27,63,2,1,2,2,657,1,164929948,163083373,7746959,12643242,12659626,2,1,556302648,73389,73389,2,2,2,12643242,9,3,1324,2871137,101677,5849,1260,164929948,121446,1976278,454
10047.25,1,8192,2,15617,1028784752,2,7,54,27,231325,12,4142,5,7455504,56,1,4,2315,398092,2,8181,27,4888477,9661207,303993548,27,63,2,1,2,2,657,1,302686620,300882832,19229942,23369556,23369556,2,1,1028260464,73389,73389,2,2,2,23369556,9,3,1925,5993267,195582,11105,2311,302686620,220220,4693513,454
15069.11,1,8192,2,22940,1511359400,2,7,54,27,340091,12,6148,5,7455504,56,1,4,3392,533869,2,8181,27,7467395,15607218,445774350,27,63,2,1,2,2,657,1,443851164,441949347,29825032,34325246,34341630,2,1,1510310824,73389,73389,2,2,2,34325246,9,3,2750,9124980,290805,18754,3388,443851164,321337,7177830,454
20095.88,1,8192,2,30510,2010121440,2,7,54,27,447473,12,8212,5,7455504,56,1,4,4505,777501,2,8181,27,8764175,19687000,592289810,27,63,2,1,2,2,657,1,589734300,587754549,36076205,45674152,45674152,2,1,2009662688,73389,73389,2,2,2,45674152,9,3,3063,12149596,370145,26124,4501,589734300,421349,8395111,454
25117.81,1,8192,2,38546,2539688708,2,7,54,27,556073,12,10403,5,7455504,56,1,4,5685,945663,2,8181,27,12699119,25898460,747624197,27,63,2,1,2,2,657,1,744399260,742543018,50313137,57700835,57717219,2,1,2538836740,73389,73389,2,2,2,57700835,9,3,7863,14941667,521680,31574,5681,744399260,524499,12179220,454
30128.08,1,8192,2,49711,3275379928,2,7,54,27,694172,12,13450,5,7455504,56,1,4,7325,1029885,2,8181,27,15706774,30311391,963605440,27,63,2,1,2,2,657,1,959488412,957603252,59788551,74421090,74437474,2,1,3274527960,73389,73389,2,2,2,74421090,9,3,10379,17756246,659518,37977,7322,959488412,656195,15048625,454
35132.43,1,8192,2,99139,6532213168,2,7,54,27,1133549,12,26875,5,7455504,56,1,4,14588,1042063,2,8181,27,24775822,31017648,1919052330,27,63,2,1,2,2,657,1,1911333276,1909673975,71546499,148448964,148448964,2,1,6531033520,73389,73389,2,2,2,148432580,9,3,21354,18881907,810266,47549,14584,1911333276,1086000,23966915,454
40137.57,1,8192,2,149446,9847183456,2,7,54,27,1570497,12,40597,5,7455504,56,1,4,21981,1042650,2,8181,27,33846253,31017900,2891658780,27,63,2,1,2,2,657,1,2880348572,2878607614,82088154,223783240,223799624,2,1,9846462560,73389,73389,2,2,2,223783240,9,3,30464,19694406,899077,55856,21977,2880348572,1514641,32948066,454
45153.27,1,8192,2,193692,12762816432,2,7,54,27,1941551,12,52717,5,7455504,56,1,4,28484,1052966,2,8181,27,41508656,31893305,3747264366,27,63,2,1,2,2,657,1,3732709788,3730957298,92059332,290041668,290058052,2,1,12761833392,73389,73389,2,2,2,290041668,9,3,32216,20985175,1022043,64743,28480,3732709788,1876808,40487542,454
50167.53,1,8192,2,209695,13817428984,2,7,55,27,2130022,12,57138,5,7720956,56,1,4,30834,1124500,2,8181,27,44508845,34858069,4056646933,27,63,2,1,2,2,657,1,4040860060,4039267046,99019910,314021306,314021306,2,1,13816937464,73389,73389,2,2,2,314021306,9,3,32220,23445301,1146103,75043,30831,4040860060,2054979,43363118,454
