timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5010.39,1,8192,2,29622,1951660020,2,7,54,27,342879,4,7972,5,7455504,56,1,4,4372,33838,2,3207,27,3800186,1173427,574507559,27,39,2,1,2,2,581,1,572301724,570656548,5834166,44341015,44357399,2,1,1951004660,73389,73389,2,2,2,44341015,8,3,23973,1489173,248856,13081,4368,572301724,329798,3551420,399
10014.53,1,8192,2,75079,4946922544,2,7,54,27,722400,4,20368,5,7455504,56,1,4,11051,33896,2,3207,27,14821096,1309126,1453208652,27,39,2,1,2,2,581,1,1447731612,1446262881,18893504,112407716,112424100,2,1,4945939504,73389,73389,2,2,2,112407716,8,3,26014,2152780,343355,19965,11047,1447731612,702435,14477781,399
15018.69,1,8192,2,119409,7868060544,2,7,54,27,1067334,4,32455,5,7455504,56,1,4,17569,33966,2,3207,27,19248368,1309248,2310733571,27,39,2,1,2,2,581,1,2302058908,2300207281,24311306,178797216,178797216,2,1,7866091156,73389,73389,2,2,2,178774799,8,3,26421,2770967,417715,26590,17565,2302058908,1040744,18830543,399
20031.17,1,8192,2,140574,9262562640,2,7,54,27,1320000,4,38230,5,7455504,56,1,4,20677,85979,2,3207,27,31152121,3842741,2719842968,27,39,2,1,2,2,581,1,2709561756,2707812638,41515110,210488956,210505340,2,1,9261514064,73389,73389,2,2,2,210488956,8,3,30972,4732707,566588,36350,20674,2709561756,1283650,30585439,399
25040.65,1,8192,2,149393,9843710048,2,7,54,27,1446993,4,40634,5,7455504,56,1,4,21973,198167,2,3207,27,34199829,8301142,2890322889,27,39,2,1,2,2,581,1,2879299996,2877641225,51774682,223701320,223717704,2,1,9842858080,73389,73389,2,2,2,223701320,8,3,34653,7348161,678492,42316,21969,2879299996,1404677,33520959,399
30054.29,1,8192,2,170952,11264298780,2,7,54,27,1714526,4,46516,5,7455504,56,1,4,25143,237461,2,3207,27,37025012,10196788,3307461823,27,39,2,1,2,2,581,1,3294798236,3292884472,57138106,255988917,256005301,2,1,11263512348,73389,73389,2,2,2,255988917,8,3,36436,9330233,850144,54010,25139,3294798236,1660516,36173495,399
35070.37,1,8192,2,189088,12459230524,2,7,54,27,1939066,4,51462,5,7455504,56,1,4,27806,298161,2,3207,27,46081373,13193560,3657912141,27,39,2,1,2,2,581,1,3643842972,3642202529,71117929,283150925,283167309,2,1,12458640700,73389,73389,2,2,2,283150925,8,3,40615,11547349,1048526,64011,27802,3643842972,1875055,45030853,399
40074.36,1,8192,2,211126,13911476452,2,7,55,27,2192102,4,57526,5,7720956,56,1,4,31045,361265,2,3207,27,52896684,15606362,4084130995,27,39,2,1,2,2,581,1,4068385180,4066781841,81972398,316157259,316157259,2,1,13910198500,73389,73389,2,2,2,316140875,8,3,44062,13522894,1230489,76033,31041,4068385180,2116069,51664088,399
45078.45,1,8192,2,256391,16894156064,2,7,55,27,2532312,4,69871,5,7720956,56,1,4,37698,361407,2,3207,27,57325341,15606496,4959413293,27,39,2,1,2,2,581,1,4940407196,4938714282,87389779,383929048,383945432,2,1,16892878112,73389,73389,2,2,2,383929048,8,3,44078,14146319,1313167,82928,37694,4940407196,2449384,56009924,399
50083.16,1,8192,2,302038,19902135880,2,7,55,27,2863826,4,82321,5,7720956,56,1,4,44406,361657,2,3207,27,61750850,15606611,5841930163,27,39,2,1,2,2,581,1,5819638172,5818020034,92799614,452296694,452313078,2,1,19901054536,73389,73389,2,2,2,452296694,8,3,44144,14772773,1385092,89785,44402,5819638172,2774041,60363559,399
55088.56,1,8192,2,346896,22857876888,2,7,55,27,3191267,4,94555,5,7720956,56,1,4,50998,361899,2,3207,27,66175061,15606740,6709188982,27,39,2,1,2,2,581,1,6683664796,6682060835,98197133,519472626,519489010,2,1,22856795544,73389,73389,2,2,2,519472626,8,3,44312,15395472,1443379,96607,50994,6683664796,3094660,64729604,399
