timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5025.63,1,8192,2,11133,733328616,2,7,54,27,153649,19,2929,5,7455504,56,1,4,1656,156059,2,21291,27,1684783,3730378,217217990,27,49,2,1,2,2,688,1,216310172,214437372,5785816,16648686,16665070,2,1,732542184,73389,73389,2,2,2,16648686,14,3,3266,2875628,116277,8017,1652,216310172,145632,1567730,361
10040.60,1,8192,2,19706,1298088716,2,7,54,27,270364,19,5266,5,7455504,56,1,4,2915,288089,2,21291,27,6519328,8801156,382949552,27,49,2,1,2,2,688,1,381329820,379612238,20237070,29478185,29494569,2,1,1297040140,73389,73389,2,2,2,29478185,14,3,4419,5537023,217928,13517,2911,381329820,256847,6300868,361
15053.38,1,8192,2,27088,1784529988,2,7,54,27,374967,19,7279,5,7455504,56,1,4,4000,572150,2,21291,27,8914187,13391252,525921300,27,49,2,1,2,2,688,1,523674012,521782605,29802314,40548563,40548563,2,1,1784136772,73389,73389,2,2,2,40548563,14,3,6713,8432743,307802,20450,3997,523674012,354517,8605603,361
20062.66,1,8192,2,34116,2247771516,2,7,54,27,476080,19,9196,5,7455504,56,1,4,5033,807128,2,21291,27,11097040,18614448,661786595,27,49,2,1,2,2,688,1,658940316,657250009,38713572,51061885,51078269,2,1,2246722940,73389,73389,2,2,2,51061885,14,3,8959,11583668,392254,25306,5029,658940316,450774,10704708,361
25071.25,1,8192,2,41642,2743649972,2,7,54,27,579610,19,11250,5,7455504,56,1,4,6138,1010061,2,21291,27,14143592,24593631,807257350,27,49,2,1,2,2,688,1,803774876,802202280,50669653,62345255,62345255,2,1,2743191220,73389,73389,2,2,2,62345255,14,3,12105,14628093,513700,30270,6134,803774876,549340,13629948,361
30089.35,1,8192,2,52631,3467806856,2,7,54,27,734369,19,14241,5,7455504,56,1,4,7755,1122859,2,21291,27,17628990,28542491,1020091210,27,49,2,1,2,2,688,1,1015718300,1013867012,60600200,78803366,78803366,2,1,3467348104,73389,73389,2,2,2,78803366,14,3,13242,17203576,627343,48376,7751,1015718300,685993,17000913,361
35094.73,1,8192,2,107256,7067088852,2,7,54,27,1185098,19,29089,5,7455504,56,1,4,15782,1124555,2,21291,27,26754018,28822961,2076045881,27,49,2,1,2,2,688,1,2067702172,2066019414,71562889,160606719,160606719,2,1,7066695636,73389,73389,2,2,2,160606719,14,3,22570,18177314,758152,57980,15778,2067702172,1127118,25995044,361
40100.06,1,8192,2,152260,10032663568,2,7,54,27,1556936,19,41419,5,7455504,56,1,4,22396,1124723,2,21291,27,32455318,28823126,2946330653,27,49,2,1,2,2,688,1,2934743452,2932865917,78349861,228001676,228018060,2,1,10032073744,73389,73389,2,2,2,228001676,14,3,23139,18851749,839474,65065,22392,2934743452,1491871,31614817,361
45104.31,1,8192,2,194627,12824358044,2,7,54,27,1899007,19,52972,5,7455504,56,1,4,28624,1124858,2,21291,27,36887802,28823298,3765673331,27,49,2,1,2,2,688,1,3751059868,3748969409,83765514,291440341,291456725,2,1,12823375004,73389,73389,2,2,2,291440341,14,3,23139,19474883,922026,71455,28620,3751059868,1827552,35965138,361
50110.15,1,8192,2,237476,15647906324,2,7,55,27,2263887,19,64714,5,7720956,56,1,4,34917,1125030,2,21291,27,48963272,28823688,4593566605,27,49,2,1,2,2,688,1,4575895964,4574344555,98569815,355614127,355630511,2,1,15647021588,73389,73389,2,2,2,355614127,14,3,23527,20125966,1020441,77978,34913,4575895964,2185909,47941892,361
