timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5016.07,8192,2,31774,2093236462,2,6,54,27,310096,4,8557,5,7455504,56,1,4,4689,44419,2,27,27,6558156,1820716,616203105,27,3,2,1,2,2,352,1,613851548,612050863,9855323,47547961,47564345,2,1,2092110284,73389,73389,2,2,2,47547961,4,3,9080,1646831,157886,10432,4685,613851548,299664,6400590,75
10068.84,8192,2,45149,2974667192,2,6,54,27,495226,4,12205,5,7455504,56,1,4,6653,167336,2,27,27,11053426,5757336,874805288,27,3,2,1,2,2,352,1,871408028,869684660,20447547,67579499,67601916,2,1,2973497956,73389,73389,2,2,2,67579499,4,3,10978,4233856,344208,23133,6650,871408028,472093,10709009,75
15088.07,8192,2,52290,3445193628,2,6,54,27,606033,4,14130,5,7455504,56,1,4,7705,358678,2,27,27,13111850,10426642,1013164491,27,3,2,1,2,2,352,1,1009164700,1007279909,29114871,78289429,78289429,2,1,3444013980,73389,73389,2,2,2,78273045,4,3,14060,7307883,450172,34074,7701,1009164700,571959,12661815,75
20201.04,8192,2,58768,3872124904,2,6,54,27,700898,4,15911,5,7455504,56,1,4,8655,505213,2,27,27,15755457,16168333,1138237270,27,3,2,1,2,2,352,1,1133683100,1132052198,40879078,87993902,87993902,2,1,3871010792,73389,73389,2,2,2,87977518,4,3,18308,10312009,554151,38476,8651,1133683100,662422,15200737,75
25210.23,8192,2,65146,4292237128,2,6,54,27,796750,4,17647,5,7455504,56,1,4,9592,859286,2,27,27,17323690,21153668,1261595037,27,3,2,1,2,2,352,1,1256497564,1254871342,48602351,97528502,97544886,2,1,4291254088,73389,73389,2,2,2,97528502,4,3,23300,13500343,642816,48265,9588,1256497564,748485,16679465,75
30226.36,8192,2,73305,4829865324,2,6,54,27,907026,4,19883,5,7455504,56,1,4,10790,1066925,2,27,27,20697521,26865549,1419165083,27,3,2,1,2,2,352,1,1413390748,1411992019,61435241,109751793,109768177,2,1,4829078892,73389,73389,2,2,2,109751793,4,3,28118,16272348,769021,53942,10786,1413390748,853084,19927581,75
35243.95,8192,2,81732,5385322620,2,6,54,27,1025037,4,22177,5,7455504,56,1,4,12031,1208411,2,27,27,23521998,31300272,1582658262,27,3,2,1,2,2,352,1,1576182172,1574385303,71662185,122374333,122390717,2,1,5384470652,73389,73389,2,2,2,122374333,4,3,31397,19023556,887134,60084,12027,1576182172,964953,22633737,75
40248.68,8192,2,106155,6994668264,2,6,54,27,1267561,4,28839,5,7455504,56,1,4,15619,1283896,2,27,27,27953854,33967771,2054743041,27,3,2,1,2,2,352,1,2046468508,2044841671,80763016,158945902,158962286,2,1,6993619688,73389,73389,2,2,2,158945902,4,3,38916,21080987,1013167,67203,15615,2046468508,1200358,26939772,75
45252.99,8192,2,163654,10783362532,2,6,54,27,1763798,4,44470,5,7455504,56,1,4,24068,1284567,2,27,27,38168601,33968003,3166313517,27,3,2,1,2,2,352,1,3153895836,3152345800,92676816,245065995,245065995,2,1,10782182884,73389,73389,2,2,2,245049611,4,3,43411,22003173,1135566,76885,24064,3153895836,1686913,37031940,75
50257.40,8192,2,218089,14370458140,2,6,55,27,2222988,4,59417,5,7720956,56,1,4,32068,1285102,2,27,27,46813334,33968261,4218828272,27,3,2,1,2,2,352,1,4202471836,4200967875,102861485,326588661,326588661,2,1,14369180188,73389,73389,2,2,2,326572277,4,3,46031,22866438,1243332,86081,32064,4202471836,2136907,45569092,75
