timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5036.99,2,8192,2,6245,411130484,2,6,54,27,103067,12,1594,5,7455504,56,1,4,937,210618,2,9650,27,1758649,5500054,122624884,27,62,2,1,2,2,818,1,122069404,120324232,8704932,9331959,9331959,2,1,410606196,73389,73389,2,2,2,9331959,9,3,20828,3567296,176001,4542,933,122069404,98525,1582624,473
10052.14,2,8192,2,14051,925624472,2,6,54,27,219828,12,3724,5,7455504,56,1,4,2084,410961,2,9650,27,4685223,11044928,273754071,27,62,2,1,2,2,818,1,272540060,270716710,19754470,21014578,21030962,2,1,924641432,73389,73389,2,2,2,21014578,9,3,25972,6441847,288668,14514,2081,272540060,205314,4396191,473
15061.07,2,8192,2,21802,1436248528,2,6,54,27,339160,12,5839,5,7455504,56,1,4,3223,555358,2,9650,27,7533726,15812346,423571358,27,62,2,1,2,2,818,1,421699996,419917508,30389802,32625628,32642012,2,1,1435527632,73389,73389,2,2,2,32625628,9,3,32150,9236746,394876,28141,3219,421699996,311019,7138691,473
20068.96,2,8192,2,36114,2379243348,2,6,54,27,518821,12,9742,5,7455504,56,1,4,5328,638513,2,9650,27,12039983,19332850,700474209,27,62,2,1,2,2,818,1,697475484,695643458,40353284,54055839,54072223,2,1,2378456916,73389,73389,2,2,2,54055839,9,3,33969,11698851,542592,36605,5324,697475484,482216,11497277,473
25073.66,2,8192,2,78181,5151277024,2,6,54,27,877405,12,21214,5,7455504,56,1,4,11511,643167,2,9650,27,16238483,19565211,1514042645,27,62,2,1,2,2,818,1,1508024732,1506006379,45788451,117052136,117068520,2,1,5150293984,73389,73389,2,2,2,117052136,9,3,34797,12508668,631136,43534,11507,1508024732,833871,15606592,473
30078.47,2,8192,2,122151,8048556612,2,6,54,27,1231792,12,33205,5,7455504,56,1,4,17972,643317,2,9650,27,20655817,19565407,2364045548,27,62,2,1,2,2,818,1,2354880924,2352934207,51212974,182911315,182911315,2,1,8047376964,73389,73389,2,2,2,182894931,9,3,34797,13138515,709232,50266,17968,2354880924,1181526,19945744,473
35083.07,2,8192,2,166497,10970743188,2,6,54,27,1570961,12,45301,5,7455504,56,1,4,24486,643455,2,9650,27,25091835,19565614,3221019937,27,62,2,1,2,2,818,1,3208683932,3207054276,56624977,249317199,249333583,2,1,10969956756,73389,73389,2,2,2,249317199,9,3,34970,13750850,772133,57367,24482,3208683932,1513594,24318724,473
40087.20,2,8192,2,214863,14157723810,2,6,55,27,1955255,12,58492,5,7720956,56,1,4,31596,643714,2,9650,27,46747880,19672602,4156430858,27,62,2,1,2,2,818,1,4140605852,4138757278,82465623,321741600,321757984,2,1,14156630400,73389,73389,2,2,2,321741600,9,3,41470,14453362,906395,65117,31592,4140605852,1890138,45840331,473
45099.10,2,8192,2,241130,15888702128,2,6,55,27,2238914,12,65710,5,7720956,56,1,4,35454,734333,2,9650,27,52049219,22016937,4664083842,27,62,2,1,2,2,818,1,4646281628,4644773061,91398807,361083780,361100164,2,1,15887686320,73389,73389,2,2,2,361083780,9,3,41496,16609670,1045231,75963,35450,4646281628,2162951,51002967,473
50102.30,2,8192,2,275972,18184583684,2,6,55,27,2555520,12,75209,5,7720956,56,1,4,40575,780826,2,9650,27,56399469,23409440,5337830482,27,62,2,1,2,2,818,1,5317501340,5315929849,98330288,413271843,413271843,2,1,18183240196,73389,73389,2,2,2,413255459,9,3,42800,18050145,1169541,85181,40571,5317501340,2470339,55229591,473
55106.31,2,8192,2,326251,21497453512,2,6,55,27,2954312,12,88870,5,7720956,56,1,4,47964,781188,2,9650,27,69486776,23623063,6309915070,27,62,2,1,2,2,818,1,6285992348,6284345294,113741066,488567318,488567318,2,1,21496961992,73389,73389,2,2,2,488567318,9,3,56580,18790734,1295534,93024,47960,6285992348,2861288,68190990,473
60110.21,2,8192,2,379734,25021893396,2,6,55,27,3412775,12,103456,5,7720956,56,1,4,55825,781760,2,9650,27,78570664,23623265,7344216473,27,62,2,1,2,2,818,1,7316349340,7314597794,124306379,568666735,568666735,2,1,25021336340,73389,73389,2,2,2,568666735,9,3,60132,19631586,1401477,102253,55821,7316349340,3310522,77168964,473
65127.02,2,8192,2,396840,26149057608,2,6,55,27,3618568,12,108175,5,7720956,56,1,4,58338,879816,2,9650,27,82814525,26863339,7674931103,27,62,2,1,2,2,818,1,7645733276,7644122713,133028251,594282614,594282614,2,1,26148435016,73389,73389,2,2,2,594282614,9,3,60678,22144027,1542449,113936,58334,7645733276,3504632,81272725,473
