timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5017.36,1,8192,2,42674,2811548576,2,5,54,27,395610,3,11476,5,7455504,56,1,4,6291,13691,2,5479,27,8513967,644781,827000478,27,33,2,1,2,2,670,1,823828892,822065722,10439258,63875000,63891384,2,1,2810500000,73389,73389,2,2,2,63875000,14,3,21276,1152628,212937,8668,6287,823828892,386942,8301478,281
10022.75,1,8192,2,87104,5739240176,2,5,54,27,767667,3,23647,5,7455504,56,1,4,12820,13859,2,5479,27,13690228,644987,1685971300,27,33,2,1,2,2,670,1,1679597980,1677850044,16685134,130428340,130428340,2,1,5738126064,73389,73389,2,2,2,130411956,14,3,21823,1805233,294397,15534,12816,1679597980,752133,13396438,281
15027.35,1,8192,2,129983,8564754536,2,5,54,27,1131997,3,35341,5,7455504,56,1,4,19123,13971,2,5479,27,18107233,645259,2515191191,27,33,2,1,2,2,670,1,2505744796,2503822528,22114616,194643086,194643086,2,1,8563574888,73389,73389,2,2,2,194626702,14,3,21823,2433321,363173,22099,19119,2505744796,1109898,17744965,281
20032.08,1,8192,2,172922,11394201056,2,5,54,27,1473732,3,47051,5,7455504,56,1,4,25432,14156,2,5479,27,22540104,645373,3345201149,27,33,2,1,2,2,670,1,3332678044,3330858555,27538592,258939752,258956136,2,1,11393349088,73389,73389,2,2,2,258939752,14,3,21856,3054880,432473,28630,25429,3332678044,1445103,22108298,281
25046.49,1,8192,2,198600,13086059832,2,5,54,27,1714195,3,54055,5,7455504,56,1,4,29204,75377,2,5479,27,39995491,2630998,3841508644,27,33,2,1,2,2,670,1,3827081628,3825458061,50934100,297401514,297401514,2,1,13084945720,73389,73389,2,2,2,297385130,14,3,33104,4897350,606376,36377,29200,3827081628,1677818,39390251,281
30051.62,1,8192,2,233329,15374535820,2,5,55,27,2051250,3,63529,5,7720956,56,1,4,34309,102946,2,5479,27,47977480,4506361,4513213953,27,33,2,1,2,2,670,1,4496204188,4494458943,62524604,349401161,349417545,2,1,15373651084,73389,73389,2,2,2,349401161,14,3,39626,6613225,749639,46696,34305,4496204188,2004554,47229541,281
35057.07,1,8192,2,283202,18661063484,2,5,55,27,2439679,3,77128,5,7720956,56,1,4,41638,103394,2,5479,27,56770244,4506682,5477451521,27,33,2,1,2,2,670,1,5456830876,5455188966,73004842,424096461,424096461,2,1,18660244284,73389,73389,2,2,2,424096461,14,3,45650,7338573,850748,54720,41634,5456830876,2384959,55921661,281
40063.19,1,8192,2,333794,21994711532,2,5,55,27,2837601,3,90928,5,7720956,56,1,4,49073,103842,2,5479,27,65900656,4506824,6455737468,27,33,2,1,2,2,670,1,6431351196,6429691954,83512846,499856721,499873105,2,1,21993695724,73389,73389,2,2,2,499856721,14,3,48319,8096492,945734,63270,49069,6431351196,2774331,64956835,281
45074.17,1,8192,2,355197,23404811196,2,5,55,27,3061759,3,96818,5,7720956,56,1,4,52214,172361,2,5479,27,70616810,7177339,6869193356,27,33,2,1,2,2,670,1,6843179420,6841857674,92039534,531908909,531925293,2,1,23403991996,73389,73389,2,2,2,531908909,14,3,49465,10325155,1066156,71962,52211,6843179420,2989797,69553220,281
50086.19,1,8192,2,385366,25392850312,2,5,55,27,3339727,3,105046,5,7720956,56,1,4,56652,208610,2,5479,27,78253418,9203602,7452987812,27,33,2,1,2,2,670,1,7424745884,7423038001,103835009,577097574,577097574,2,1,25392293256,73389,73389,2,2,2,577097574,14,3,63803,12001374,1224434,83177,56649,7424745884,3256550,77031321,281
