timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5007.99,8192,2,60352,3976464832,2,14,54,27,499565,2,16297,5,7455504,56,1,4,8888,134,2,10,27,8980084,165,1168537392,27,2,2,1,2,2,275,1,1164222876,1162551244,10580642,90365264,90365264,2,1,3976071616,73389,73389,2,2,2,90365264,4,3,6615,880536,107502,10064,8884,1164222876,489501,8872391,70
10011.93,8192,2,112800,7432544052,2,14,54,27,951394,2,30601,5,7455504,56,1,4,16597,231,2,10,27,18076780,358,2182757205,27,2,2,1,2,2,275,1,2174656924,2172847864,21099086,168912519,168912519,2,1,7432150836,73389,73389,2,2,2,168912519,4,3,6928,1670755,201217,19067,16593,2174656924,932327,17875503,70
15026.34,8192,2,156824,10333362584,2,14,54,27,1347277,2,42664,5,7455504,56,1,4,23067,13905,2,10,27,25432866,593063,3033982450,27,2,2,1,2,2,275,1,3022692764,3020833967,30251220,234837234,234853618,2,1,10332838296,73389,73389,2,2,2,234837234,4,3,7497,2829504,302981,28925,23063,3022692764,1318352,25129333,70
20029.46,8192,2,178075,11733766228,2,14,54,27,1622106,2,48457,5,7455504,56,1,4,26191,80418,2,10,27,28133966,2566542,3445019348,27,2,2,1,2,2,275,1,3432161692,3430141994,35612076,266666079,266666079,2,1,11732586580,73389,73389,2,2,2,266649695,4,3,7497,4991284,484205,44935,26187,3432161692,1577171,27646618,70
25044.75,8192,2,208740,13754311200,2,14,55,27,1937730,2,56875,5,7720956,56,1,4,30693,105624,2,10,27,38531663,4356136,4037297651,27,2,2,1,2,2,275,1,4022247836,4020860532,50278471,312583832,312583832,2,1,13753688608,73389,73389,2,2,2,312583832,4,3,9229,6502567,677470,55163,30689,4022247836,1882567,37849745,70
30047.98,8192,2,239164,15759061996,2,14,55,27,2239581,2,65173,5,7720956,56,1,4,35167,139866,2,10,27,41946901,5532998,4625896609,27,2,2,1,2,2,275,1,4608663964,4606904501,55655714,358132945,358149329,2,1,15757849580,73389,73389,2,2,2,358132945,4,3,9231,8034885,842807,65968,35163,4608663964,2173613,41099687,70
35063.11,8192,2,277286,18271228892,2,14,55,27,2568180,2,75567,5,7720956,56,1,4,40768,154262,2,10,27,45875317,6094861,5362593125,27,2,2,1,2,2,275,1,5342667164,5341221018,61067670,415233605,415249989,2,1,18270278620,73389,73389,2,2,2,415233605,4,3,9233,9137488,944621,74932,40764,5342667164,2493248,44926686,70
40067.76,8192,2,299954,19764762500,2,14,55,27,2841538,2,81754,5,7720956,56,1,4,44099,182177,2,10,27,48752793,7890471,5800999296,27,2,2,1,2,2,275,1,5779399068,5777843446,66424179,449182019,449198403,2,1,19764008836,73389,73389,2,2,2,449182019,4,3,9994,11114438,1148246,88464,44095,5779399068,2753074,47600201,70
45072.37,8192,2,344974,22731385792,2,14,55,27,3218459,2,94030,5,7720956,56,1,4,50716,182277,2,10,27,53159299,7890605,6671471276,27,2,2,1,2,2,275,1,6646702492,6645048879,71871652,516609744,516609744,2,1,22730107840,73389,73389,2,2,2,516593360,4,3,9994,11774877,1214533,95519,50712,6646702492,3122940,51940906,70
50077.12,8192,2,397324,26180777032,2,14,55,27,3659325,2,108253,5,7720956,56,1,4,58408,182415,2,10,27,79534383,8912117,7683380761,27,2,2,1,2,2,275,1,7654908316,7653406297,104526769,595003510,595003510,2,1,26180154440,73389,73389,2,2,2,595003510,4,3,25051,12543654,1398822,103912,58404,7654908316,3555413,78131284,70
