timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5015.22,8192,2,25222,1661708908,2,6,54,27,290003,16,6772,5,7455504,56,1,4,3726,34190,2,2643,27,3224474,1611059,489507365,27,62,2,1,2,2,880,1,487629212,485885784,5542333,37751217,37767601,2,1,1661053548,73389,73389,2,2,2,37751217,16,3,13921,1793674,225081,11665,3722,487629212,278338,2998105,344
10029.68,8192,2,51262,3377557168,2,6,54,27,525225,16,13873,5,7455504,56,1,4,7553,112479,2,2643,27,13438528,3916311,993032649,27,62,2,1,2,2,880,1,989241756,987463323,20178526,76743300,76759684,2,1,3376705200,73389,73389,2,2,2,76743300,16,3,17745,3548949,382101,19440,7549,989241756,505785,13054851,344
15040.80,8192,2,60351,3976399296,2,6,54,27,653401,16,16351,5,7455504,56,1,4,8887,216419,2,2643,27,16530574,8178049,1168764897,27,62,2,1,2,2,880,1,1164222876,1162533246,30351445,90348880,90365264,2,1,3975350720,73389,73389,2,2,2,90348880,16,3,22630,6254718,508911,27056,8884,1164222876,626345,16020405,344
20052.33,8192,2,69196,4559250640,2,6,54,27,773798,16,18765,5,7455504,56,1,4,10189,371508,2,2643,27,19629941,12683594,1340152514,27,62,2,1,2,2,880,1,1334878620,1332913792,40842406,103610396,103610396,2,1,4558857424,73389,73389,2,2,2,103610396,16,3,26098,9036298,605052,32664,10186,1334878620,741134,19023839,344
25057.04,8192,2,90119,5937893024,2,6,54,27,1013009,16,24469,5,7455504,56,1,4,13262,450828,2,2643,27,24832179,15332426,1744375272,27,62,2,1,2,2,880,1,1737531804,1735930189,50088246,134941688,134941688,2,1,5936713376,73389,73389,2,2,2,134925304,16,3,26739,11185476,761416,42553,13258,1737531804,970456,24069183,344
30066.59,8192,2,112680,7424414280,2,6,54,27,1271587,16,30618,5,7455504,56,1,4,16579,482152,2,2643,27,31372536,17764221,2180828407,27,62,2,1,2,2,880,1,2172297628,2170519197,60457402,168709878,168726262,2,1,7423234632,73389,73389,2,2,2,168709878,16,3,28831,13253641,916182,55142,16575,2172297628,1216445,30454962,344
35075.49,8192,2,128534,8469261968,2,6,54,27,1478908,16,34946,5,7455504,56,1,4,18908,576340,2,2643,27,36556003,20980469,2487319909,27,62,2,1,2,2,880,1,2477564316,2475915582,70851893,192468332,192484716,2,1,8468606608,73389,73389,2,2,2,192468332,16,3,30383,15696638,1056727,63634,18904,2477564316,1415274,35497152,344
40079.97,8192,2,160513,10576452148,2,6,54,27,1785794,16,43669,5,7455504,56,1,4,23607,619578,2,2643,27,39869120,22242492,3105549219,27,62,2,1,2,2,880,1,3093471644,3091800093,76233978,240356039,240372423,2,1,10575665716,73389,73389,2,2,2,240356039,16,3,30660,17252708,1166902,74689,23603,3093471644,1711105,38699200,344
45084.59,8192,2,212195,13982065340,2,6,55,27,2196905,16,57766,5,7720956,56,1,4,31201,619725,2,2643,27,53740726,22558948,4104658801,27,62,2,1,2,2,880,1,4088832412,4087389418,92874883,317758573,317774957,2,1,13981377212,73389,73389,2,2,2,317758573,16,3,37817,18010048,1301481,82918,31197,4088832412,2113987,52436004,344
50088.62,8192,2,265994,17526949148,2,6,55,27,2627582,16,72442,5,7720956,56,1,4,39109,619922,2,2643,27,62841298,22559265,5145123203,27,62,2,1,2,2,880,1,5125349788,5123663032,103349919,398310709,398327093,2,1,17525671196,73389,73389,2,2,2,398310709,16,3,38018,18809699,1408721,91837,39105,5125349788,2535745,61429203,344
55093.98,8192,2,314753,20739938804,2,6,55,27,3015263,16,85789,5,7720956,56,1,4,46275,620116,2,2643,27,67180538,22559351,6087836053,27,62,2,1,2,2,880,1,6064611740,6062941128,108818125,471339159,471355543,2,1,20738922996,73389,73389,2,2,2,471339159,16,3,38018,19531863,1486629,99187,46271,6064611740,2916076,65689778,344
60110.36,8192,2,344255,22683999956,2,6,55,27,3301949,16,93833,5,7720956,56,1,4,50609,660209,2,2643,27,70262916,24083838,6658053821,27,62,2,1,2,2,880,1,6632677788,6631199625,114185230,515522367,515538751,2,1,22682984148,73389,73389,2,2,2,515522367,16,3,38051,21284969,1610116,108065,50605,6632677788,3193884,68648465,344
65119.91,8192,2,357811,23577184108,2,6,55,27,3486998,16,97531,5,7720956,56,1,4,52603,774690,2,2643,27,82420054,27789142,6920479400,27,62,2,1,2,2,880,1,6894035356,6892326182,132806138,535816049,535832433,2,1,23575906156,73389,73389,2,2,2,535816049,16,3,41732,23739104,1778653,122932,52599,6894035356,3364066,80636417,344
70130.61,8192,2,367487,24214761320,2,6,55,27,3623462,16,100171,5,7720956,56,1,4,54024,925767,2,2643,27,86344681,32301061,7107524532,27,62,2,1,2,2,880,1,7080288668,7078669257,144189741,550312398,550328782,2,1,24213745512,73389,73389,2,2,2,550312398,16,3,44483,26434265,1913136,129352,54020,7080288668,3494110,84426904,344
75140.32,8192,2,378348,24930529596,2,6,55,27,3772034,16,103133,5,7720956,56,1,4,55621,1093550,2,2643,27,88331966,35999788,7317725787,27,62,2,1,2,2,880,1,7289610652,7287932377,150887887,566590285,566606669,2,1,24929972540,73389,73389,2,2,2,566590285,16,3,47156,29086582,2042627,136956,55617,7289610652,3635078,86284538,344
80148.21,8192,2,387773,25551391820,2,6,55,27,3901763,16,105703,5,7720956,56,1,4,57006,1258649,2,2643,27,92968572,40858073,7500033438,27,62,2,1,2,2,880,1,7471145372,7469410974,164314432,580687385,580703769,2,1,25550244940,73389,73389,2,2,2,580687385,16,3,52189,32088961,2164056,144582,57002,7471145372,3757181,90799141,344
85164.54,8192,2,395315,26048439512,2,6,55,27,4009574,16,107761,5,7720956,56,1,4,58114,1545681,2,2643,27,95438150,45816886,7645768943,27,62,2,1,2,2,880,1,7616242076,7614640262,174132971,591987139,592009556,2,1,26047434116,73389,73389,2,2,2,591987139,16,3,58249,35052544,2298151,149480,58110,7616242076,3860094,93134539,344
