timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5013.85,1,8192,2,27939,1840566576,2,7,54,27,298824,8,7513,5,7455504,56,1,4,4126,37043,2,5165,27,5625792,1795897,542143272,27,40,2,1,2,2,656,1,540058012,538168380,8690228,41816164,41832548,2,1,1839911216,73389,73389,2,2,2,41816164,15,3,11882,1747701,226854,11045,4122,540058012,287779,5398956,301
10018.26,1,8192,2,75707,4988344604,2,7,54,27,676860,8,20539,5,7455504,56,1,4,11144,37235,2,5165,27,9986944,1796063,1465431709,27,40,2,1,2,2,656,1,1459921308,1458339806,14149854,113347637,113364021,2,1,4987296028,73389,73389,2,2,2,113347637,15,3,12256,2444852,301333,18298,11140,1459921308,658562,9686007,301
15031.26,1,8192,2,117420,7736913084,2,7,54,27,1047504,8,31917,5,7455504,56,1,4,17277,52627,2,5165,27,23765543,2332775,2272309913,27,40,2,1,2,2,656,1,2263785884,2261826764,30687655,175829997,175829997,2,1,7736519868,73389,73389,2,2,2,175829997,15,3,14388,3479141,450605,26235,17273,2263785884,1021269,23315503,301
20039.26,1,8192,2,133299,8783133720,2,7,54,27,1250684,8,36247,5,7455504,56,1,4,19609,126936,2,5165,27,28330826,5522726,2579213917,27,40,2,1,2,2,656,1,2569445788,2567630822,39795594,199598802,199615186,2,1,8782347288,73389,73389,2,2,2,199598802,15,3,16151,6013641,618567,37741,19605,2569445788,1212943,27713177,301
25054.11,1,8192,2,147824,9740353160,2,7,54,27,1433210,8,40207,5,7455504,56,1,4,21744,285113,2,5165,27,33598606,9296025,2860202389,27,40,2,1,2,2,656,1,2849284508,2847423909,51378048,221362726,221362726,2,1,9739959944,73389,73389,2,2,2,221362726,15,3,20334,8589297,789973,45774,21740,2849284508,1387436,32810090,301
30058.18,1,8192,2,186714,12302851704,2,7,54,27,1751710,8,50815,5,7455504,56,1,4,27458,297519,2,5165,27,40515862,10335220,3612037766,27,40,2,1,2,2,656,1,3598229916,3596451765,60826256,279593882,279610266,2,1,12302130808,73389,73389,2,2,2,279593882,15,3,29485,9841731,928643,54563,27454,3598229916,1697147,39587985,301
35063.53,1,8192,2,236183,15562637372,2,7,55,27,2157189,8,64306,5,7720956,56,1,4,34727,298381,2,5165,27,50444352,10335640,4568410174,27,40,2,1,2,2,656,1,4550992284,4549460608,72734904,353685133,353685133,2,1,15562145852,73389,73389,2,2,2,353685133,15,3,37082,10633932,1049538,63283,34723,4550992284,2093906,49394914,301
40074.00,1,8192,2,252683,16649821316,2,7,55,27,2359454,8,68858,5,7720956,56,1,4,37152,343142,2,5165,27,54798446,13641887,4887553234,27,40,2,1,2,2,656,1,4868841884,4867252372,81900409,378393859,378393859,2,1,16649329796,73389,73389,2,2,2,378393859,15,3,38552,13074616,1212831,71522,37148,4868841884,2287932,53584561,301
45079.01,1,8192,2,288952,19039753648,2,7,55,27,2676857,8,78711,5,7720956,56,1,4,42482,384973,2,5165,27,61606474,15055611,5588858149,27,40,2,1,2,2,656,1,5567455644,5565950526,91885780,432707524,432707524,2,1,19038410160,73389,73389,2,2,2,432691140,15,3,49032,14474306,1330861,81254,42478,5567455644,2595603,60274162,301
50084.33,1,8192,2,337742,22254774920,2,7,55,27,3061121,8,92005,5,7720956,56,1,4,49652,386224,2,5165,27,72140297,15056026,6532255748,27,40,2,1,2,2,656,1,6507241884,6505702802,103918810,505768742,505785126,2,1,22253824648,73389,73389,2,2,2,505768742,15,3,60204,15246613,1453911,91418,49648,6507241884,2969703,70684463,301
