timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5018.70,1,8192,2,21104,1390238948,2,67,54,27,246831,6,5647,5,7455504,56,1,4,3120,99426,2,51,27,5090959,2641930,409809100,27,38,2,1,2,2,688,1,408199580,406511378,9055168,31587403,31587403,2,1,1389124836,73389,73389,2,2,2,31571019,18,3,18477,2241676,263306,9566,3116,408199580,237265,4827133,270
10023.23,1,8192,2,71708,4724673428,2,67,54,27,661826,6,19450,5,7455504,56,1,4,10558,99748,2,51,27,14095403,2742067,1388400933,27,38,2,1,2,2,688,1,1383113116,1381301651,19777580,107364047,107380431,2,1,4724018068,73389,73389,2,2,2,107364047,18,3,27417,2993836,377665,17965,10554,1383113116,643861,13717169,270
15027.70,1,8192,2,123665,8148309020,2,67,54,27,1111688,6,33591,5,7455504,56,1,4,18193,100211,2,51,27,23945325,2742227,2392927357,27,38,2,1,2,2,688,1,2383847836,2382077071,31188909,185167989,185184373,2,1,8147391516,73389,73389,2,2,2,185167989,18,3,35839,3813412,494446,26999,18189,2383847836,1084689,23450226,270
20038.97,1,8192,2,156949,10341554584,2,67,54,27,1421020,6,42697,5,7455504,56,1,4,23083,133901,2,51,27,30747257,4402392,3036336472,27,38,2,1,2,2,688,1,3024789916,3023136488,40936150,235017458,235033842,2,1,10340768152,73389,73389,2,2,2,235017458,18,3,36086,5491689,633931,35547,23079,3024789916,1385473,30112093,270
25043.69,1,8192,2,180340,11883001624,2,67,54,27,1653131,6,49075,5,7455504,56,1,4,26522,179895,2,51,27,36645353,7233453,3488864137,27,38,2,1,2,2,688,1,3475546524,3473761798,51682345,270059282,270059282,2,1,11881887512,73389,73389,2,2,2,270042898,18,3,47188,7571872,807794,46691,26518,3475546524,1606440,35836716,270
30052.41,1,8192,2,202611,13350517440,2,67,55,27,1873482,6,55204,5,7720956,56,1,4,29794,233153,2,51,27,42845881,9904855,3919406747,27,38,2,1,2,2,688,1,3904414108,3902785226,62247985,303409680,303409680,2,1,13350025920,73389,73389,2,2,2,303409680,18,3,49462,9637299,953189,54531,29790,3904414108,1818951,41890045,270
35056.05,1,8192,2,233688,15398328696,2,67,55,27,2175116,6,63679,5,7720956,56,1,4,34360,267367,2,51,27,47470797,11680339,4520154237,27,38,2,1,2,2,688,1,4502888860,4501461415,70038568,349947866,349947866,2,1,15396985208,73389,73389,2,2,2,349931482,18,3,52325,11262909,1094986,62630,34356,4502888860,2112486,46372838,270
40060.65,1,8192,2,279292,18403225012,2,67,55,27,2557028,6,76117,5,7720956,56,1,4,41062,267640,2,51,27,57230123,11709064,5401862647,27,38,2,1,2,2,688,1,5381333404,5379853087,81604831,418227559,418243943,2,1,18402012596,73389,73389,2,2,2,418227559,18,3,62902,11959981,1194681,70062,41058,5381333404,2486966,56032447,270
45069.92,1,8192,2,322765,21267933208,2,67,55,27,2915929,6,87971,5,7720956,56,1,4,47452,273851,2,51,27,66149767,12239049,6242587480,27,38,2,1,2,2,688,1,6218883484,6217273469,92530907,483333074,483349458,2,1,21266655256,73389,73389,2,2,2,483333074,18,3,72194,13047732,1321263,78362,47448,6218883484,2837567,64825475,270
50085.31,1,8192,2,339850,22393721164,2,67,55,27,3131741,6,92629,5,7720956,56,1,4,49962,365595,2,51,27,71988368,15431034,6572901736,27,38,2,1,2,2,688,1,6547874204,6546331031,103289962,508932569,508948953,2,1,22393033036,73389,73389,2,2,2,508932569,18,3,74963,15423110,1481750,87765,49958,6547874204,3043976,70504030,270
