timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5013.05,8192,2,37032,2439936300,2,13,54,27,354168,3,9993,5,7455504,56,1,4,5463,24198,2,10,27,6737271,1458522,718064657,27,3,2,1,2,2,302,1,715301276,713390130,9471642,55444161,55444161,2,1,2439543084,73389,73389,2,2,2,55444161,4,3,19089,1670199,173435,11388,5459,715301276,342780,6563214,71
10023.52,8192,2,67650,4457401080,2,13,54,27,630026,3,18343,5,7455504,56,1,4,9961,57904,2,10,27,11604817,2985484,1309879959,27,3,2,1,2,2,302,1,1304863132,1303095559,16927837,101288186,101304570,2,1,4456680184,73389,73389,2,2,2,101288186,4,3,24454,3267894,315695,23008,9957,1304863132,607018,11288589,71
15033.10,8192,2,87572,5770176476,2,13,54,27,882661,3,23770,5,7455504,56,1,4,12889,122654,2,10,27,14269482,5042678,1695187243,27,3,2,1,2,2,302,1,1688641948,1686871279,22264191,131122501,131138885,2,1,5769390044,73389,73389,2,2,2,131122501,4,3,27644,5395914,487378,33773,12885,1688641948,848888,13781881,71
20038.04,8192,2,131795,8684036672,2,13,54,27,1247680,3,35836,5,7455504,56,1,4,19390,126656,2,10,27,26197406,5960801,2550473959,27,3,2,1,2,2,302,1,2540741020,2538721585,37540689,197342128,197358512,2,1,8683053632,73389,73389,2,2,2,197342128,4,3,37589,6270928,641326,41847,19386,2540741020,1205833,25555968,71
25065.69,8192,2,170017,11202757168,2,13,54,27,1575933,3,46261,5,7455504,56,1,4,25003,156394,2,10,27,29993247,6644047,3288951671,27,3,2,1,2,2,302,1,3276448156,3274871227,42944896,254590244,254606628,2,1,11201970736,73389,73389,2,2,2,254590244,4,3,37676,7444547,744694,52882,24999,3276448156,1523051,29248754,71
30076.35,8192,2,177182,11674711676,2,13,54,27,1676909,3,48212,5,7455504,56,1,4,26057,339645,2,10,27,40188503,11809656,3427853403,27,3,2,1,2,2,302,1,3414729116,3412914410,61920842,265310525,265326909,2,1,11673663100,73389,73389,2,2,2,265310525,4,3,47859,10378226,870930,59963,26054,3414729116,1616946,39317417,71
35086.70,8192,2,184675,12168427444,2,13,54,27,1782618,3,50257,5,7455504,56,1,4,27156,455010,2,10,27,42048867,16309804,3572407920,27,3,2,1,2,2,302,1,3558646172,3557222941,69455199,276544743,276544743,2,1,12167247796,73389,73389,2,2,2,276528359,4,3,55177,13236137,957740,66484,27152,3558646172,1716134,41089778,71
40094.96,8192,2,192826,12705531352,2,13,54,27,1894678,3,52480,5,7455504,56,1,4,28357,603282,2,10,27,45308831,21747690,3730515448,27,3,2,1,2,2,302,1,3716063644,3714240392,81304995,288751650,288751650,2,1,12705072600,73389,73389,2,2,2,288751650,4,3,61522,15898982,1064235,71972,28353,3716063644,1822706,44242630,71
45101.23,8192,2,236690,15596129576,2,13,55,27,2244058,3,64446,5,7720956,56,1,4,34803,622993,2,10,27,53605082,22721317,4578541068,27,3,2,1,2,2,302,1,4560822684,4559258480,92974358,354444830,354444830,2,1,15595572520,73389,73389,2,2,2,354444830,4,3,69262,16954415,1165749,80002,34799,4560822684,2164056,52436955,71
50109.65,8192,2,280576,18487904140,2,13,55,27,2617868,3,76468,5,7720956,56,1,4,41252,633227,2,10,27,60739995,23329424,5427231124,27,3,2,1,2,2,302,1,5406237084,5404575056,101877478,420156553,420172937,2,1,18486888332,73389,73389,2,2,2,420156553,4,3,69286,18168408,1290208,89734,41249,5406237084,2528134,59447125,71
55118.88,8192,2,299549,19738220420,2,13,55,27,2863562,3,81643,5,7720956,56,1,4,44038,689940,2,10,27,63256178,25548306,5793981955,27,3,2,1,2,2,302,1,5771534748,5770063369,107203066,448575811,448592195,2,1,19737335684,73389,73389,2,2,2,448575811,4,3,69310,20409916,1449730,102187,44035,5771534748,2761375,61801489,71
60128.95,8192,2,320506,21119091028,2,13,55,27,3134869,3,87358,5,7720956,56,1,4,47120,729049,2,10,27,66032721,27510584,6199414188,27,3,2,1,2,2,302,1,6175367580,6173739135,112561323,479956255,479972639,2,1,21118075220,73389,73389,2,2,2,479956255,4,3,69316,22494054,1626983,118413,47116,6175367580,3016456,64399935,71
65134.37,8192,2,367953,24245566548,2,13,55,27,3459064,3,100297,5,7720956,56,1,4,54093,734702,2,10,27,70365241,27588897,7116779473,27,3,2,1,2,2,302,1,7089332636,7087683615,117973552,551022943,551022943,2,1,24244288596,73389,73389,2,2,2,551006559,4,3,69331,23213241,1697390,125998,54089,7089332636,3333066,68662400,71
70143.67,8192,2,398033,26227507508,2,13,55,27,3766870,3,108494,5,7720956,56,1,4,58512,758830,2,10,27,73767006,28745621,7698207685,27,3,2,1,2,2,302,1,7668539804,7667014027,123378622,596058119,596074503,2,1,26226557236,73389,73389,2,2,2,596058119,4,3,70733,24767669,1847687,138432,58508,7668539804,3628438,71913124,71
