timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5030.26,8192,2,8750,576106586,2,6,54,27,133910,15,2278,5,7455504,56,1,4,1305,217286,2,10616,27,2553317,4539762,171171271,27,60,2,1,2,2,682,1,170434972,168556773,8991588,13069226,13085610,2,1,575045944,73389,73389,2,2,2,13069226,10,3,14977,3045394,167906,9408,1302,170434972,124502,2384967,439
10050.82,8192,2,14939,984085892,2,6,54,27,218740,15,3967,5,7455504,56,1,4,2215,418266,2,10616,27,4872917,9345110,290726723,27,60,2,1,2,2,682,1,289448348,287754349,19833340,22347715,22364099,2,1,983299460,73389,73389,2,2,2,22347715,10,3,18559,5880913,256479,13536,2211,289448348,205204,4615364,439
15072.45,8192,2,21605,1423337936,2,6,54,27,311770,15,5773,5,7455504,56,1,4,3193,580325,2,10616,27,6672276,14566248,419747077,27,60,2,1,2,2,682,1,417898908,416152472,28078231,32330716,32347100,2,1,1422551504,73389,73389,2,2,2,32330716,10,3,23158,9028044,323367,17948,3190,417898908,293822,6347650,439
20093.40,8192,2,30040,1979054068,2,6,54,27,426326,15,8084,5,7455504,56,1,4,4434,676689,2,10616,27,9853659,19819675,582981068,27,60,2,1,2,2,682,1,580428188,578673920,39884316,44963607,44979991,2,1,1978398708,73389,73389,2,2,2,44963607,10,3,29656,11623720,452383,23485,4430,580428188,402841,9399212,439
25097.77,8192,2,63436,4179639664,2,6,54,27,717834,15,17194,5,7455504,56,1,4,9341,711801,2,10616,27,14410808,21199914,1228571498,27,60,2,1,2,2,682,1,1223598492,1221964447,47065606,94976916,94993300,2,1,4178984304,73389,73389,2,2,2,94976916,10,3,31979,12954693,566120,35366,9337,1223598492,682468,13841928,439
30102.61,8192,2,107981,7114867904,2,6,54,27,1077597,15,29341,5,7455504,56,1,4,15889,712034,2,10616,27,18797649,21200259,2089870676,27,60,2,1,2,2,682,1,2081726876,2079998602,52490854,161677712,161694096,2,1,7113819328,73389,73389,2,2,2,161677712,10,3,32615,13614207,632851,42149,15885,2081726876,1035448,18161528,439
35107.06,8192,2,151191,9962074680,2,6,54,27,1439843,15,41125,5,7455504,56,1,4,22238,712137,2,10616,27,23204777,21200596,2925259381,27,60,2,1,2,2,682,1,2914034076,2912255295,57921486,226383978,226400362,2,1,9960895032,73389,73389,2,2,2,226383978,10,3,33040,14259918,695645,48713,22234,2914034076,1391130,22506428,439
40111.37,8192,2,195049,12852014236,2,6,54,27,1817566,15,53086,5,7455504,56,1,4,28684,712256,2,10616,27,27588650,21200782,3773275862,27,60,2,1,2,2,682,1,3758924188,3757075640,63378189,292079317,292079317,2,1,12850769052,73389,73389,2,2,2,292062933,10,3,33520,14934082,766962,55376,28680,3758924188,1762190,26818522,439
45121.95,8192,2,219154,14440519432,2,6,55,27,2057395,15,59700,5,7720956,56,1,4,32223,761106,2,10616,27,48481454,23622605,4238921086,27,60,2,1,2,2,682,1,4222787996,4221421014,91767299,328167558,328183942,2,1,14439372552,73389,73389,2,2,2,328167558,10,3,43052,16815868,963543,62838,32219,4222787996,1994557,47514624,439
50137.48,8192,2,225830,14880426836,2,6,55,27,2151214,15,61503,5,7720956,56,1,4,33204,988742,2,10616,27,50492963,28500320,4368200681,27,60,2,1,2,2,682,1,4351500700,4350060071,100320799,338166943,338183327,2,1,14879345492,73389,73389,2,2,2,338166943,10,3,51046,20085659,1091691,67359,33201,4351500700,2083855,49399203,439
55156.89,8192,2,231688,15266460340,2,6,55,27,2238342,15,63088,5,7720956,56,1,4,34068,1252327,2,10616,27,52499973,35091883,4481699545,27,60,2,1,2,2,682,1,4464484764,4462852669,110283584,346947879,346964263,2,1,15265706676,73389,73389,2,2,2,346947879,10,3,60771,23343830,1208301,71414,34064,4464484764,2166928,51288959,439
60179.23,8192,2,237899,15675628052,2,6,55,27,2331864,15,64830,5,7720956,56,1,4,34980,1426155,2,10616,27,55321952,41890622,4601913942,27,60,2,1,2,2,682,1,4584153500,4582489430,123030895,356253103,356253103,2,1,15675136532,73389,73389,2,2,2,356253103,10,3,66446,26470966,1328142,75712,34976,4584153500,2256152,53990908,439
65191.99,8192,2,246259,16226694436,2,6,55,27,2456875,15,67106,5,7720956,56,1,4,36208,1593135,2,10616,27,58023671,46700355,4763572355,27,60,2,1,2,2,682,1,4745109916,4743567257,132927868,368777339,368777339,2,1,16225482020,73389,73389,2,2,2,368760955,10,3,72285,29236050,1453570,84523,36204,4745109916,2372352,56566734,439
70196.88,8192,2,291631,19216386400,2,6,55,27,2851615,15,79483,5,7720956,56,1,4,42876,1593977,2,10616,27,64821353,47057672,5640789087,27,60,2,1,2,2,682,1,5619098012,5617544108,141548173,436712968,436729352,2,1,19215370592,73389,73389,2,2,2,436712968,10,3,83644,30160003,1572205,92330,42872,5619098012,2759285,63245594,439
75202.34,8192,2,343625,22642446824,2,6,55,27,3246885,15,93608,5,7720956,56,1,4,50517,1594287,2,10616,27,75557494,47057966,6646025978,27,60,2,1,2,2,682,1,6620619164,6618993685,154310362,514582446,514598830,2,1,22641627624,73389,73389,2,2,2,514582446,10,3,91984,30918621,1675591,100392,50513,6620619164,3146493,73878821,439
