timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5007.59,8192,2,65622,4323697716,2,42,54,27,502754,4,17734,5,7455504,56,1,4,9662,118,2,12,27,8898575,387,1270505530,27,6,2,1,2,2,297,1,1265672604,1264088937,10597817,98239047,98255431,2,1,4322518068,73389,73389,2,2,2,98239047,4,3,15329,915676,156487,10886,9658,1265672604,491868,8741749,148
10011.61,8192,2,131259,8648643924,2,42,54,27,1000269,4,35635,5,7455504,56,1,4,19309,171,2,12,27,17803710,748,2539786279,27,6,2,1,2,2,297,1,2530124188,2528359655,21203246,196549663,196549663,2,1,8648185172,73389,73389,2,2,2,196549663,4,3,15345,1825702,277709,21690,19305,2530124188,978579,17525907,148
15024.40,8192,2,171915,11327675400,2,42,54,27,1373666,4,46777,5,7455504,56,1,4,25282,29838,2,12,27,25453376,1257771,3325705031,27,6,2,1,2,2,297,1,3313017244,3311442011,31459377,257420358,257436742,2,1,11326495752,73389,73389,2,2,2,257420358,4,3,15372,3355727,438120,33973,25278,3313017244,1339693,25014620,148
20033.33,8192,2,181391,11952145412,2,42,54,27,1508302,4,49363,5,7455504,56,1,4,26675,93759,2,12,27,28537508,5647222,3509208060,27,6,2,1,2,2,297,1,3495731612,3493949494,41245231,271621795,271638179,2,1,11951358980,73389,73389,2,2,2,271621795,4,3,18727,5966625,558476,47180,26672,3495731612,1461122,27979008,148
25047.77,8192,2,200950,13241131240,2,42,55,27,1741534,4,54697,5,7720956,56,1,4,29551,145225,2,12,27,34945255,8591472,3887544690,27,6,2,1,2,2,297,1,3872563612,3870853547,52162983,300907246,300923630,2,1,13239918824,73389,73389,2,2,2,300907246,4,3,25425,8095955,737660,57781,29547,3872563612,1683753,34208222,148
30059.92,8192,2,219800,14483121140,2,42,55,27,1983079,4,59893,5,7720956,56,1,4,32320,190021,2,12,27,41160547,11112637,4251936785,27,6,2,1,2,2,297,1,4235501980,4233875690,62333982,329140247,329156631,2,1,14482170868,73389,73389,2,2,2,329140247,4,3,26469,10254788,911911,68643,32316,4235501980,1914436,40250417,148
35074.46,8192,2,238076,15687493376,2,42,55,27,2221844,4,64876,5,7720956,56,1,4,35006,242925,2,12,27,43714038,13505789,4605412336,27,6,2,1,2,2,297,1,4587561372,4585994623,67970519,356521280,356521280,2,1,15686936320,73389,73389,2,2,2,356521280,4,3,28217,12456331,1079405,79504,35002,4587561372,2142340,42636427,148
40078.28,8192,2,280007,18450348704,2,42,55,27,2553972,4,76314,5,7720956,56,1,4,41168,256428,2,12,27,51438973,14377619,5415980401,27,6,2,1,2,2,297,1,5395095964,5393597163,78396460,419314936,419314936,2,1,18449857184,73389,73389,2,2,2,419314936,4,3,30447,13375337,1204788,87354,41164,5395095964,2466618,50236226,148
45082.71,8192,2,326430,21509449908,2,42,55,27,2899508,4,88975,5,7720956,56,1,4,47991,256587,2,12,27,55858854,14377707,6313756712,27,6,2,1,2,2,297,1,6289531292,6287851515,83822507,488835495,488851879,2,1,21508761780,73389,73389,2,2,2,488835495,4,3,31337,14011786,1280023,94296,47987,6289531292,2805212,54580450,148
50087.39,8192,2,372251,24528567536,2,42,55,27,3259094,4,101470,5,7720956,56,1,4,54723,256760,2,12,27,60241492,14377803,7199431524,27,6,2,1,2,2,297,1,7171907996,7170402610,89251510,557442868,557459252,2,1,24527486192,73389,73389,2,2,2,557442868,4,3,32109,14676848,1349878,101187,54719,7171907996,3157907,58893189,148
