timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5018.70,8192,2,24207,1594658964,2,7,54,27,263762,5,6493,5,7455504,56,1,4,3575,47553,2,11570,27,4174741,2138111,469645930,27,46,2,1,2,2,794,1,467837340,466286619,7186927,36231823,36231823,2,1,1594200212,73389,73389,2,2,2,36231823,10,3,16447,1986012,217661,10174,3571,467837340,253588,3956357,348
10035.33,8192,2,40614,2675748060,2,7,54,27,472443,5,10969,5,7455504,56,1,4,5987,162393,2,11570,27,11802391,5756744,787056192,27,46,2,1,2,2,794,1,783983004,782319122,20550948,60793093,60809477,2,1,2674896092,73389,73389,2,2,2,60793093,10,3,22979,4430630,399974,18980,5984,783983004,453463,11402442,348
15048.75,8192,2,60032,3955493312,2,7,54,27,719369,5,16264,5,7455504,56,1,4,8841,213990,2,11570,27,14300259,8019930,1162612147,27,46,2,1,2,2,794,1,1158062492,1156451907,25880798,89873744,89890128,2,1,3954444736,73389,73389,2,2,2,89873744,10,3,23153,6734079,566556,34169,8837,1158062492,685200,13734211,348
20053.56,8192,2,103187,6799095608,2,7,54,27,1100900,5,28033,5,7455504,56,1,4,15185,217347,2,11570,27,25800358,8727767,1997208022,27,46,2,1,2,2,794,1,1989583260,1987680368,40644407,154514474,154514474,2,1,6797915960,73389,73389,2,2,2,154498090,10,3,24186,7571965,685861,41331,15181,1989583260,1059569,25115250,348
25058.24,8192,2,147550,9722130844,2,7,54,27,1461583,5,40132,5,7455504,56,1,4,21703,217601,2,11570,27,30199079,8727985,2854691042,27,46,2,1,2,2,794,1,2843910556,2842133854,46082743,220947093,220947093,2,1,9720951196,73389,73389,2,2,2,220930709,10,3,24923,8231343,764052,48135,21699,2843910556,1413448,29436084,348
30062.96,8192,2,192013,12651985132,2,7,54,27,1811741,5,52258,5,7455504,56,1,4,28237,217787,2,11570,27,34601410,8728229,3714279313,27,46,2,1,2,2,794,1,3700335004,3698594186,51510726,287533201,287533201,2,1,12650739948,73389,73389,2,2,2,287516817,10,3,25237,8886442,830940,55044,28233,3700335004,1756697,33771465,348
35076.36,8192,2,242654,15989109896,2,7,55,27,2229694,5,66123,5,7720956,56,1,4,35678,222373,2,11570,27,52194669,8892882,4693421879,27,46,2,1,2,2,794,1,4675772828,4674128189,72431159,363373222,363389606,2,1,15988421768,73389,73389,2,2,2,363373222,10,3,31341,9782168,989684,63580,35675,4675772828,2166114,51206525,348
40091.03,8192,2,259498,17099103676,2,7,55,27,2457181,5,70720,5,7720956,56,1,4,38154,264298,2,11570,27,57964053,12027283,5019254370,27,46,2,1,2,2,794,1,5000307100,4998554464,83062336,388595885,388612269,2,1,17098218940,73389,73389,2,2,2,388595885,10,3,32447,12073474,1153039,73101,38151,5000307100,2384080,56811872,348
45103.34,8192,2,271031,17858912144,2,7,55,27,2612104,5,73864,5,7720956,56,1,4,39849,418002,2,11570,27,61754613,16158172,5242216192,27,46,2,1,2,2,794,1,5222343068,5220684747,93098270,405873196,405873196,2,1,17858420624,73389,73389,2,2,2,405873196,10,3,36350,14653671,1279760,79879,39845,5222343068,2532225,60475411,348
50120.84,8192,2,280139,18458999456,2,7,55,27,2742027,5,76350,5,7720956,56,1,4,41186,613621,2,11570,27,64354381,20526957,5418212823,27,46,2,1,2,2,794,1,5397586332,5396128459,101838767,419511544,419511544,2,1,18458507936,73389,73389,2,2,2,419511544,10,3,39237,17275530,1383941,85559,41182,5397586332,2656468,62971744,348
55136.35,8192,2,290930,19170180212,2,7,55,27,2884981,5,79291,5,7720956,56,1,4,42775,710215,2,11570,27,68248496,24621769,5627361401,27,46,2,1,2,2,794,1,5605859740,5604071541,113108586,435658359,435674743,2,1,19168967796,73389,73389,2,2,2,435658359,10,3,40692,19850879,1519008,91848,42771,5605859740,2793133,66731275,348
60150.33,8192,2,299323,19723143832,2,7,55,27,3001682,5,81572,5,7720956,56,1,4,44005,929448,2,11570,27,70817751,28923103,5789280283,27,46,2,1,2,2,794,1,5767078300,5765680173,122269960,448242098,448242098,2,1,19721931416,73389,73389,2,2,2,448225714,10,3,43041,22706027,1628429,97352,44001,5767078300,2904330,69191150,348
65164.12,8192,2,306050,20166393572,2,7,55,27,3097058,5,83416,5,7720956,56,1,4,44995,1140917,2,11570,27,73419274,35135627,5919620470,27,46,2,1,2,2,794,1,5896839580,5895224704,133017957,458307019,458323403,2,1,20165508836,73389,73389,2,2,2,458307019,10,3,47865,25770620,1721885,101723,44991,5896839580,2995335,71698861,348
70186.20,8192,2,312907,20618428444,2,7,55,27,3200731,5,85285,5,7720956,56,1,4,46003,1344779,2,11570,27,75555184,40356207,6052460106,27,46,2,1,2,2,794,1,6029091228,6027412130,142694611,468574581,468590965,2,1,20617281564,73389,73389,2,2,2,468574581,10,3,50182,28790154,1801281,108141,46000,6029091228,3092590,73755896,348
75199.76,8192,2,321940,21213600556,2,7,55,27,3333688,5,87751,5,7720956,56,1,4,47332,1447556,2,11570,27,78808158,45439768,6227270704,27,46,2,1,2,2,794,1,6203154844,6201408444,153880757,482114625,482131009,2,1,21213043500,73389,73389,2,2,2,482114625,10,3,52467,31405226,1928655,119640,47328,6203154844,3214048,76881229,348
80204.35,8192,2,371452,24475938820,2,7,55,27,3762813,5,101197,5,7720956,56,1,4,54605,1479141,2,11570,27,86952870,46516647,7184171757,27,46,2,1,2,2,794,1,7156441500,7155047993,165007468,556257187,556257187,2,1,24475316228,73389,73389,2,2,2,556257187,10,3,61395,32879326,2105551,130346,54601,7156441500,3632467,84849719,348
