timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5009.49,8192,2,54993,3623399244,2,12,54,27,458093,2,14836,5,7455504,56,1,4,8102,497,2,11,27,8984167,313,1065214521,27,5,2,1,2,2,254,1,1061200284,1059380466,10547350,82327641,82344025,2,1,3622416204,73389,73389,2,2,2,82327641,3,3,21374,841620,143716,9260,8098,1061200284,448833,8839531,72
10023.78,8192,2,105211,6932271376,2,12,54,27,880916,2,28585,5,7455504,56,1,4,15482,19616,2,11,27,16623743,529086,2036233834,27,5,2,1,2,2,254,1,2028511644,2026627892,20157331,157541196,157541196,2,1,6931812624,73389,73389,2,2,2,157541196,3,3,22580,2029896,254575,20506,15478,2028511644,860410,16367358,72
15035.45,8192,2,120943,7969123672,2,12,54,27,1085161,2,32874,5,7455504,56,1,4,17794,103607,2,11,27,20290862,3758643,2340367082,27,5,2,1,2,2,254,1,2331419036,2329707837,28355377,181103042,181119426,2,1,7968533848,73389,73389,2,2,2,181103042,3,3,23945,4526216,393766,37666,17790,2331419036,1047495,19895777,72
20047.18,8192,2,153693,10127107560,2,12,54,27,1392986,2,41797,5,7455504,56,1,4,22606,134344,2,11,27,27728025,5680228,2973801963,27,5,2,1,2,2,254,1,2962399644,2960441734,39668075,230143662,230160046,2,1,10126321128,73389,73389,2,2,2,230143662,3,3,32687,6274583,542741,46354,22603,2962399644,1346632,27183510,72
25051.12,8192,2,173895,11458233036,2,12,54,27,1621487,2,47317,5,7455504,56,1,4,25576,189857,2,11,27,34345310,8901480,3364488580,27,5,2,1,2,2,254,1,3351552412,3349596494,51503522,260403961,260403961,2,1,11457053388,73389,73389,2,2,2,260387577,3,3,38284,8458143,691202,54635,25572,3351552412,1566852,33651955,72
30055.42,8192,2,221362,14586019276,2,12,55,27,2032791,2,60317,5,7720956,56,1,4,32549,190098,2,11,27,42224420,8901749,4281722224,27,5,2,1,2,2,254,1,4265386396,4263949434,60951954,331478841,331495225,2,1,14585069004,73389,73389,2,2,2,331478841,3,3,40885,9193519,795655,61938,32545,4265386396,1970853,41426906,72
35060.14,8192,2,268966,17722783948,2,12,55,27,2427030,2,73303,5,7720956,56,1,4,39544,190418,2,11,27,49458929,8901890,5202135367,27,5,2,1,2,2,254,1,5182366108,5180904774,69542078,402774905,402791289,2,1,17722095820,73389,73389,2,2,2,402774905,3,3,42948,9919564,896938,69582,39540,5182366108,2357448,48559769,72
40072.47,8192,2,290347,19131707272,2,12,55,27,2666241,2,79132,5,7720956,56,1,4,42688,269550,2,11,27,56285900,11246231,5615841952,27,5,2,1,2,2,254,1,5594456476,5592791837,80148957,434800358,434800358,2,1,19131215752,73389,73389,2,2,2,434800358,3,3,43238,12074286,1029072,78205,42684,5594456476,2588036,55252962,72
45085.75,8192,2,314554,20726897140,2,12,55,27,2925645,2,85735,5,7720956,56,1,4,46246,331767,2,11,27,61443618,13620597,6084002557,27,5,2,1,2,2,254,1,6060810652,6059091997,89167983,471044247,471060631,2,1,20725946868,73389,73389,2,2,2,471044247,3,3,43557,14062333,1169978,89402,46242,6060810652,2836243,60270162,72
50089.73,8192,2,332263,21893845012,2,12,55,27,3136790,2,90565,5,7720956,56,1,4,48847,412542,2,11,27,69044813,17066319,6426288241,27,5,2,1,2,2,254,1,6401728924,6400184653,102683296,497567279,497583663,2,1,21892960276,73389,73389,2,2,2,497567279,3,3,47487,16512031,1364781,101795,48843,6401728924,3034995,67677350,72
55094.99,8192,2,385366,25392850312,2,12,55,27,3575721,2,105046,5,7720956,56,1,4,56652,412905,2,11,27,78545603,17204747,7453143133,27,5,2,1,2,2,254,1,7424745884,7423038001,114130265,577097574,577097574,2,1,25391572360,73389,73389,2,2,2,577081190,3,3,58070,17326931,1477768,110474,56648,7424745884,3465247,77065052,72
