timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5018.17,8192,2,39289,2588647408,2,14,54,27,341194,7,10606,5,7455504,56,1,4,5793,11496,2,3350,27,6247428,548167,761378822,27,39,2,1,2,2,1392,1,758555036,756905857,7795489,58820980,58820980,2,1,2587402224,73389,73389,2,2,2,58804596,11,3,14764,994664,181993,9449,5789,758555036,331745,6064649,296
10027.04,8192,2,77776,5124469492,2,14,54,27,665397,7,21103,5,7455504,56,1,4,11448,27825,2,3350,27,10207406,1053731,1505345431,27,39,2,1,2,2,1392,1,1499767196,1498138039,13202501,116439895,116456279,2,1,5123355380,73389,73389,2,2,2,116439895,11,3,15217,2028705,271831,17385,11444,1499767196,648012,9935211,296
15035.61,8192,2,95219,6273984788,2,14,54,27,897175,7,25861,5,7455504,56,1,4,14014,100883,2,3350,27,12533470,3461737,1843005728,27,39,2,1,2,2,1392,1,1836097948,1834179947,18513636,142569711,142586095,2,1,6273067284,73389,73389,2,2,2,142569711,11,3,16310,4349792,405392,27307,14010,1836097948,869868,12127032,296
20047.49,8192,2,115218,7591806456,2,14,54,27,1158979,7,31315,5,7455504,56,1,4,16953,174700,2,3350,27,25421330,5976961,2229734908,27,39,2,1,2,2,1392,1,2221318556,2219405769,37100230,172518714,172535098,2,1,7590823416,73389,73389,2,2,2,172518714,11,3,19813,6324678,600715,39411,16949,2221318556,1119568,24820707,296
25052.00,8192,2,159799,10529393992,2,14,54,27,1480533,7,43474,5,7455504,56,1,4,23503,175542,2,3350,27,29813412,6040990,3091288932,27,39,2,1,2,2,1392,1,3079709084,3078073577,42498783,239285046,239301430,2,1,10528542024,73389,73389,2,2,2,239285046,11,3,20399,6981833,661623,46638,23499,3079709084,1433895,29151565,296
30056.10,8192,2,207408,13666486344,2,14,55,27,1821124,7,56515,5,7720956,56,1,4,30498,175598,2,3350,27,46186450,6281072,4011634708,27,39,2,1,2,2,1392,1,3996688796,3995194219,61601616,310589302,310605686,2,1,13665929288,73389,73389,2,2,2,310589302,11,3,23421,7622459,773543,53963,30494,3996688796,1767161,45412674,296
35069.45,8192,2,224558,14796799592,2,14,55,27,2009622,7,61186,5,7720956,56,1,4,33020,292649,2,3350,27,50839456,9527683,4343494954,27,39,2,1,2,2,1392,1,4327252380,4325584753,70960771,336276750,336293134,2,1,14796177000,73389,73389,2,2,2,336276750,11,3,24809,9979231,876925,60682,33016,4327252380,1948940,49962477,296
40079.85,8192,2,233336,15374994572,2,14,55,27,2140318,7,63585,5,7720956,56,1,4,34309,427041,2,3350,27,54215290,14182385,4513178180,27,39,2,1,2,2,1392,1,4496204188,4494647232,82116581,349417545,349417545,2,1,15374371980,73389,73389,2,2,2,349417545,11,3,28811,12716970,1005922,66756,34305,4496204188,2073562,53209394,296
45093.87,8192,2,242681,15990879368,2,14,55,27,2271108,7,66133,5,7720956,56,1,4,35683,521319,2,3350,27,56840125,18607712,4694034668,27,39,2,1,2,2,1392,1,4676297116,4674662300,91947338,363405990,363422374,2,1,15989863560,73389,73389,2,2,2,363405990,11,3,33966,15464727,1134251,72622,35679,4676297116,2198486,55705033,296
50098.13,8192,2,271704,17903283324,2,14,55,27,2579139,7,73995,5,7720956,56,1,4,39947,546752,2,3350,27,64552040,20706555,5255071468,27,39,2,1,2,2,1392,1,5235188124,5233691576,103347878,406878653,406878653,2,1,17901939836,73389,73389,2,2,2,406862269,11,3,47982,17253064,1334043,82944,39943,5235188124,2496195,63216232,296
