timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5876.71,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
7880.17,253952,62,25023,1647617502,0,750,0,1,33,33,11180,118,0,675,118912,66,2850,48,33,140034434,1352,1,0,47,47,25,14,143,675,0,0,0,2277846,62,531732062,0,675,213,2,1,14,14,324,1,536345392,485386068,2529879,37096301,37096301,1,2,1,1632237244,73389,73389,14,14,14,37096301,5,3,458109,120879,725019,4111,536345392,118912,1552927,1364
9883.66,253952,62,47803,3148756594,0,750,0,1,33,33,11180,122,0,675,204240,66,9253,48,33,140565338,1352,1,0,47,47,25,14,143,675,0,0,0,6207133,121,970733840,0,675,213,2,1,14,14,324,1,975174448,924290660,8813918,71206396,71206396,1,2,1,3133081424,73389,73389,14,14,14,71206396,5,3,470406,208097,859700,7459,975174448,204240,5347714,1364
11887.82,253952,62,70352,4634756870,0,750,0,1,33,33,11180,125,0,675,289552,66,15597,48,33,141361694,1352,1,0,47,47,25,14,143,675,0,0,0,10295924,149,1403443795,0,675,213,2,1,14,14,324,1,1409153840,1358695952,14908378,104980619,104980619,1,2,1,4619147236,73389,73389,14,14,14,104980619,5,3,474749,295413,957728,10770,1409153840,289552,9338648,1364
13891.96,253952,62,92751,6110395842,0,750,0,1,33,33,11180,129,0,675,374017,66,21926,48,33,141892598,1352,1,0,47,47,25,14,143,675,0,0,0,14344974,267,1834581491,0,675,213,2,1,14,14,324,1,1840249648,1790053455,20914259,138505208,138521592,1,2,1,6094229152,73389,73389,14,14,14,138505208,5,3,475847,381824,1068315,14059,1840249648,374017,13277288,1364
15895.79,253952,62,115473,7607733846,0,750,0,1,33,33,11180,132,0,675,461854,66,28289,48,33,142423502,1352,1,0,47,47,25,14,143,675,0,0,0,18421727,301,2273585608,0,675,213,2,1,14,14,324,1,2277767984,2227817621,26946041,172541575,172557959,1,2,1,7591829300,73389,73389,14,14,14,172541575,5,3,480573,471639,1185189,17397,2277767984,461854,17237343,1364
17899.96,253952,62,137897,9085276670,0,750,0,1,33,33,11180,136,0,675,546723,66,34625,48,33,142942340,1352,1,0,47,47,25,14,143,675,0,0,0,22478353,402,2704722577,0,675,213,2,1,14,14,324,1,2709257008,2659653329,32987723,206121349,206137733,1,2,1,9069339356,73389,73389,14,14,14,206121349,5,3,486621,558529,1303901,20689,2709257008,546723,21175443,1364
19904.13,253952,62,160221,10555941522,0,750,0,1,33,33,11180,140,0,675,629772,66,40928,48,33,143738696,1352,1,0,47,47,25,14,143,675,0,0,0,26541665,440,3134781527,0,675,213,2,1,14,14,324,1,3138227152,3089491318,38967076,239559700,239559700,1,2,1,10540626800,73389,73389,14,14,14,239559700,5,3,492695,643632,1431281,23965,3138227152,629772,25111557,1364
21908.97,253952,62,182365,12014868814,0,750,0,4,33,33,11180,143,0,675,713199,66,47132,48,33,144004148,1352,1,0,47,47,25,14,143,675,0,0,0,30796704,642,3561591696,0,675,213,2,1,14,14,324,1,3564342224,3515957739,85920688,272715649,272715649,1,2,1,11999488556,73389,73389,14,14,14,272715649,5,3,510368,729284,1560620,27216,3564342224,713199,29237431,1364
23913.50,253952,62,203646,13417238538,4,4001057,0,5,33,33,11180,147,0,675,803372,66,53156,48,33,144800504,1352,1,0,47,47,25,14,143,675,0,0,0,35078167,775,3973850087,0,675,213,2,1,14,14,324,1,3974335440,3925897308,126608073,304585454,304585454,1,2,1,13401759976,73389,73389,14,14,14,304585454,5,3,517964,821892,1678606,30344,3974335440,803372,33401077,1364
