timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5010.52,1,262144,64,65308,4303445194,118,0,585,620027,1,14735,67,125546064,1172,1,66,10039,62769,2,29642,585,12685786,2281454,1311995720,585,339,2,1,2,2,390,1,1306960284,1261376826,29558718,97458648,97458648,2,1,4287459616,73389,73389,2,2,2,97442264,7,3,304023,2764352,1373718,19224,9973,1306960284,600803,11311582,3875
10030.69,1,262144,64,92537,6097722530,123,0,585,865883,1,22442,67,126318288,1172,1,66,14040,101441,2,29642,585,19873509,4494799,1838461358,585,339,2,1,2,2,390,1,1831379356,1785806751,80994772,138240461,138240461,2,1,6082580284,73389,73389,2,2,2,138240461,7,3,317424,4330081,1560460,27633,13974,1831379356,838250,18312766,3875
15042.76,1,262144,64,104509,6886832206,125,0,585,1012726,1,25817,67,126837126,1172,1,66,15799,170559,2,29642,585,24053360,9221507,2069999541,585,339,2,1,2,2,390,1,2061935004,2016466558,149781117,156177006,156177006,2,1,6871788264,73389,73389,2,2,2,156177006,7,3,334074,6545836,1756982,35440,15733,2061935004,977286,22296330,3875
20056.50,1,262144,64,116864,7700776718,127,1,585,1166705,1,29295,67,127102578,1172,1,66,17616,251297,2,29642,585,27456309,13740860,2309163226,585,339,2,1,2,2,390,1,2300092828,2254405891,195679699,174664574,174680958,2,1,7685241256,73389,73389,2,2,2,174664574,7,3,343631,8704789,1943368,44276,17550,2300092828,1122429,25512282,3875
25062.46,1,262144,64,157976,10409958062,134,1,585,1506115,1,40886,67,128152320,1172,1,66,23655,264018,2,29642,585,37181497,15346436,3103707119,585,339,2,1,2,2,390,1,3091636636,3046347838,235113906,236245814,236245814,2,1,10394094920,73389,73389,2,2,2,236229430,7,3,380309,9743404,2197999,53702,23589,3091636636,1452413,34982391,3875
30074.67,1,262144,64,186011,12257081546,138,1,585,1756912,1,48756,67,128683224,1172,1,66,27774,291689,2,29642,585,43381022,17479343,3645818996,585,339,2,1,2,2,390,1,3631653276,3586293471,266087292,278215467,278231851,2,1,12241480548,73389,73389,2,2,2,278215467,7,3,389763,11253543,2349611,62922,27709,3631653276,1693990,41029772,3875
35096.63,1,262144,64,196933,12976582066,140,1,585,1889172,1,51842,67,128948676,1172,1,66,29379,336483,2,29642,585,48024583,22735128,3856959367,585,339,2,1,2,2,390,1,3841892764,3796585673,326297401,294569241,294585625,2,1,12961046604,73389,73389,2,2,2,294569241,7,3,403811,13574986,2533559,68755,29313,3841892764,1820417,45489501,3875
40112.76,1,262144,64,209637,13813664094,142,1,585,2034913,1,55421,67,129214128,1172,1,66,31242,431399,2,29642,585,52537411,27567297,4102177573,585,339,2,1,2,2,390,1,4086079900,4041314795,436004196,313603514,313603514,2,1,13798554616,73389,73389,2,2,2,313603514,7,3,418405,15763894,2737710,74971,31176,4086079900,1959942,49797452,3875
45128.17,1,262144,64,247619,16316462894,149,1,585,2367304,1,66162,67,130275936,1172,1,66,36822,456959,2,29642,585,61109830,29688490,4836349331,585,339,2,1,2,2,390,1,4817461660,4773022932,541684537,370468765,370485149,2,1,16300625660,73389,73389,2,2,2,370468765,7,3,457059,17071818,3001194,99013,36756,4817461660,2268291,58105528,3875
50139.27,1,262144,64,260287,17151185626,151,1,585,2526200,1,69726,67,130541388,1172,1,66,38686,503763,2,29642,585,66306591,34374185,5081568171,585,339,2,1,2,2,390,1,5061648796,5016982113,579764719,389437502,389453886,2,1,17135250088,73389,73389,2,2,2,389437502,7,3,470442,19156484,3214898,107828,38620,5061648796,2418372,63089226,3875
55143.97,1,262144,64,299964,19765526454,158,1,585,2846266,1,80904,67,131603196,1172,1,66,44516,509038,2,29642,585,75010298,35485265,5848763085,585,339,2,1,2,2,390,1,5825929628,5781343462,606464866,448870723,448887107,2,1,19750311812,73389,73389,2,2,2,448870723,7,3,496305,20176413,3397993,116740,44450,5825929628,2729526,71609495,3875
60172.75,1,262144,64,329506,21712209046,163,1,585,3118998,1,89265,67,132399552,1172,1,66,48854,549707,2,29642,585,82946684,37821702,6419705220,585,339,2,1,2,2,390,1,6394651036,6350334006,689590487,493111275,493127659,2,1,21696896100,73389,73389,2,2,2,493111275,7,3,502904,21636488,3594601,125593,48789,6394651036,2993405,79348474,3875
65196.83,1,262144,64,337624,22247415718,164,1,585,3229727,1,91530,67,132665004,1172,1,66,50047,663687,2,29642,585,86068124,42489481,6576637070,585,339,2,1,2,2,390,1,6550888860,6506764866,761502292,505275063,505275063,2,1,22232102772,73389,73389,2,2,2,505275063,7,3,509373,24266290,3712594,131467,49981,6550888860,3098260,82351140,3875
70202.03,1,262144,64,348846,22986577038,166,1,585,3370664,1,94683,67,132930456,1172,1,66,51694,764676,2,29642,585,89682867,47073295,6793432383,585,339,2,1,2,2,390,1,6766764444,6722886772,802187306,522079397,522079397,2,1,22970772572,73389,73389,2,2,2,522063013,7,3,520192,26421952,3920463,138199,51628,6766764444,3232465,85758652,3875
