timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5013.88,262144,64,55539,3659773134,117,0,585,625847,2,12023,67,99,125280612,1172,1,66,8605,82289,2,2077,585,10695532,2739589,1123401826,585,194,2,1,2,2,288,1,1119003036,1073173808,32692620,82831227,82831227,2,1,3644573988,73389,73389,2,2,2,82831227,4,3,374653,2706164,1764056,15219,8539,1119003036,610628,8931420,3481
10033.33,262144,64,65224,4297940170,118,0,585,758296,2,14714,67,99,125546064,1172,1,66,10025,164607,2,2077,585,13823302,7014310,1310335175,585,194,2,1,2,2,288,1,1305125276,1259691175,82992507,97327576,97343960,2,1,4282413344,73389,73389,2,2,2,97327576,4,3,389358,4880003,1942447,21402,9960,1305125276,736894,11879789,3481
15042.01,262144,64,71735,4726768682,119,0,585,855264,2,16544,67,99,125546064,1172,1,66,10984,330364,2,2077,585,16076095,11519304,1436741499,585,194,2,1,2,2,288,1,1430954396,1385133682,109137459,107066976,107083360,2,1,4710946944,73389,73389,2,2,2,107066976,4,3,394796,7334543,2049837,32387,10919,1430954396,822877,14024964,3481
20053.12,262144,64,81560,5374110758,121,0,585,989012,2,19338,67,99,125811516,1172,1,66,12428,445288,2,2077,585,19218343,15863884,1626699792,585,194,2,1,2,2,288,1,1620091292,1574327093,169720758,121784509,121800893,2,1,5358518396,73389,73389,2,2,2,121784509,4,3,412539,9712273,2242083,39323,12362,1620091292,949689,16974456,3481
25070.34,262144,64,89319,5885524554,122,0,585,1115525,2,21509,67,99,126076968,1172,1,66,13569,585521,2,2077,585,21496231,20418293,1776924367,585,194,2,1,2,2,288,1,1769644444,1723815871,210072215,133417976,133417976,2,1,5870390944,73389,73389,2,2,2,133417976,4,3,420746,12375912,2372600,62353,13503,1769644444,1053172,19121818,3481
30089.59,262144,64,94111,6201407098,123,0,585,1185236,2,22869,67,99,126318288,1172,1,66,14271,794135,2,2077,585,23556291,25685914,1869375770,585,194,2,1,2,2,288,1,1861656988,1816148276,233661137,140595439,140595439,2,1,6186199316,73389,73389,2,2,2,140595439,4,3,425577,15074657,2475276,65827,14205,1861656988,1119409,21079043,3481
35155.57,262144,64,98443,6486901762,124,0,585,1248842,2,24105,67,99,126571674,1172,1,66,14908,1046526,2,2077,585,25336030,30588266,1953270092,585,194,2,1,2,2,288,1,1945149852,1899591854,255025147,147070549,147086933,2,1,6471104156,73389,73389,2,2,2,147070549,4,3,431767,18051609,2577038,69080,14842,1945149852,1179762,22756399,3481
40165.56,262144,64,102777,6772792950,125,0,585,1308480,2,25338,67,99,126837126,1172,1,66,15548,1398928,2,2077,585,27069989,35753120,2037559243,585,194,2,1,2,2,288,1,2029035932,1983113391,304292988,153576268,153592652,2,1,6757355792,73389,73389,2,2,2,153576268,4,3,434587,21518078,2646882,72128,15482,2029035932,1236352,24420937,3481
45213.51,262144,64,106786,7036854034,125,0,585,1369542,2,26436,67,99,126837126,1172,1,66,16135,1617405,2,2077,585,28396004,40749536,2114866863,585,194,2,1,2,2,288,1,2105975196,2060356446,321521743,159570209,159586593,2,1,7021089196,73389,73389,2,2,2,159570209,4,3,437024,25122272,2693535,77541,16069,2105975196,1292001,25700739,3481
50233.07,262144,64,110696,7294427054,126,0,585,1431400,2,27560,67,99,126837126,1172,1,66,16710,1847439,2,2077,585,30369372,46742682,2190597828,585,194,2,1,2,2,288,1,2181341596,2135598050,399768080,165441270,165441270,2,1,7279415880,73389,73389,2,2,2,165441270,4,3,438257,28678003,2762579,80552,16644,2181341596,1350848,27604451,3481
