timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5012.39,262144,64,61549,4055768110,118,0,585,680547,4,13716,67,42,125546064,1172,1,66,9486,77378,2,1140,585,11551823,1607993,1239258053,585,391,2,1,2,2,386,1,1234477468,1188884592,25831949,91825155,91841539,2,1,4040306820,73389,73389,2,2,2,91825155,5,3,365956,2400075,1817028,14348,9421,1234477468,666199,9736099,3365
10022.81,262144,64,73321,4831505134,120,0,585,831317,4,17034,67,42,125811516,1172,1,66,11220,195397,2,1140,585,15521300,6180361,1467500230,585,391,2,1,2,2,386,1,1461756316,1415717082,79529665,109444371,109460755,2,1,4815552324,73389,73389,2,2,2,109444371,5,3,387209,4628621,2041756,21286,11154,1461756316,810031,13481005,3365
15030.29,262144,64,85410,5628017070,122,0,585,987578,4,20442,67,42,126076968,1172,1,66,12992,260960,2,1140,585,19142635,10412570,1700743302,585,391,2,1,2,2,386,1,1694015900,1648533534,131027915,127555107,127571491,2,1,5612424708,73389,73389,2,2,2,127555107,5,3,402043,6742423,2237220,29299,12927,1694015900,958279,16907948,3365
20042.91,262144,64,101255,6672250802,124,0,585,1175725,4,24873,67,42,126571674,1172,1,66,15323,327992,2,1140,585,24799130,14900933,2007528429,585,391,2,1,2,2,386,1,1999544732,1953747311,180267466,151288985,151305369,2,1,6656715340,73389,73389,2,2,2,151288985,5,3,418645,8613270,2482383,37639,15257,1999544732,1138086,22319927,3365
25057.44,262144,64,108760,7166753002,126,0,585,1284298,4,27032,67,42,126837126,1172,1,66,16426,424902,2,1140,585,28188669,19914444,2152749623,585,391,2,1,2,2,386,1,2144117148,2098281101,222314473,162539587,162539587,2,1,7151741828,73389,73389,2,2,2,162539587,5,3,424337,11031687,2623946,42797,16360,2144117148,1241501,25567940,3365
30068.41,262144,64,116031,7645919778,127,0,585,1393887,4,29069,67,42,127102578,1172,1,66,17492,549347,2,1140,585,30109180,24211291,2293236136,585,391,2,1,2,2,386,1,2283970972,2238372271,260914853,173429741,173429741,2,1,7630908604,73389,73389,2,2,2,173429741,5,3,429292,13469880,2737298,51174,17427,2283970972,1342713,27374386,3365
35085.02,262144,64,122704,8085630574,128,0,585,1497813,4,30944,67,42,127102578,1172,1,66,18474,681725,2,1140,585,32518749,28953995,2422404226,585,391,2,1,2,2,386,1,2412552604,2366870640,307877678,183420934,183437318,2,1,8070521096,73389,73389,2,2,2,183420934,5,3,436483,16025198,2879784,59286,18408,2412552604,1438527,29641750,3365
40104.46,262144,64,129460,8530780858,129,1,585,1596139,4,32841,67,42,127368030,1172,1,66,19467,822763,2,1140,585,35303351,33823892,2553148959,585,391,2,1,2,2,386,1,2542707100,2497054636,361135238,193535007,193551391,2,1,8515540308,73389,73389,2,2,2,193535007,5,3,443738,18611101,3011122,64165,19401,2542707100,1531974,32295311,3365
45112.89,262144,64,136785,9013221126,130,1,585,1698412,4,34893,67,42,127368030,1172,1,66,20542,968861,2,1140,585,37474717,38098135,2694687056,585,391,2,1,2,2,386,1,2683609500,2638087578,380427934,204492856,204509240,2,1,8997685664,73389,73389,2,2,2,204492856,5,3,447223,20988624,3107454,69365,20476,2683609500,1629047,34370176,3365
50121.60,262144,64,148168,9763730098,132,1,585,1853607,4,38108,67,42,127886868,1172,1,66,22214,1009322,2,1140,585,41922094,42931984,2914772852,585,391,2,1,2,2,386,1,2902761884,2857456830,516692152,221561049,221561049,2,1,9748686156,73389,73389,2,2,2,221561049,5,3,461969,23203294,3325067,76953,22148,2902761884,1776654,38598810,3365
