timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5055.75,11,262144,64,23390,1541429768,111,1,585,868439,3,2921,48,67,1,180426,124484256,1172,1,66,3883,1993196,2,341255,585,3804048,25788184,502514274,585,1330,2,1,2,2,586,1,500212124,453819805,34592190,34681376,34697760,2,1,1525980544,73389,73389,2,2,2,34681376,9,3,94358,22787046,668659,15269,3818,500212124,853170,3135211,8893
10085.55,11,262144,64,28128,1853532048,112,2,585,934398,3,4272,48,67,1,180426,124484256,1172,1,66,4578,2139956,2,341255,585,5733015,31617019,594041642,585,1330,2,1,2,2,586,1,591307164,545091046,68303518,41770886,41787270,2,1,1837918984,73389,73389,2,2,2,41770886,9,3,102596,26154519,760080,18271,4513,591307164,916127,4972409,8893
15285.64,11,262144,64,32684,2153706776,113,2,585,999153,3,5566,48,67,1,180426,124749708,1172,1,66,5248,2562140,2,341255,585,7121153,37669151,682143832,585,1330,2,1,2,2,586,1,678994332,632900725,82882768,48590060,48606444,2,1,2137962640,73389,73389,2,2,2,48590060,9,3,107600,29963284,823746,21277,5182,678994332,977876,6296600,8893
20334.65,11,262144,64,36895,2431271584,113,2,585,1056052,3,6717,48,67,1,180426,124749708,1172,1,66,5867,2779965,2,341255,585,8078408,42154609,763666055,585,1330,2,1,2,2,586,1,760127900,713990675,107111327,54901330,54917714,2,1,2415658520,73389,73389,2,2,2,54901330,9,3,109085,33373386,880805,24181,5801,760127900,1031871,7197050,8893
25363.59,11,262144,64,41686,2746847272,114,2,585,1125123,3,8079,48,67,1,180426,124749708,1172,1,66,6572,2956517,2,341255,585,10196175,48593266,856509406,585,1330,2,1,2,2,586,1,852533660,806251308,157784509,62072760,62089144,2,1,2731201440,73389,73389,2,2,2,62072760,9,3,114469,36468403,957573,27629,6506,852533660,1097494,9237289,8893
30383.89,11,262144,64,48070,3167618164,115,2,585,1212591,3,9875,48,67,1,180426,125015160,1172,1,66,7510,3177406,2,341255,585,12473384,53746183,980017281,585,1330,2,1,2,2,586,1,975479196,929303200,222359968,71646161,71646161,2,1,3152431084,73389,73389,2,2,2,71646161,9,3,122459,39012040,1074513,31675,7444,975479196,1180916,11398328,8893
35410.04,11,262144,64,55182,3636111330,117,3,585,1306948,3,11925,48,67,1,180426,125280612,1172,1,66,8552,3264138,2,341255,585,14958119,58462617,1117346183,585,1330,2,1,2,2,586,1,1112187292,1066235449,305007495,82284522,82300906,2,1,3620518968,73389,73389,2,2,2,82284522,9,3,129333,41549597,1185106,36192,8487,1112187292,1270756,13772680,8893
40415.10,11,262144,64,102919,6782099062,125,3,585,1686971,3,25329,48,67,1,180426,126837126,1172,1,66,15566,3266717,2,341255,585,25355999,59212106,2040031852,585,1330,2,1,2,2,586,1,2031395228,1985807062,381597345,153789260,153805644,2,1,6766727440,73389,73389,2,2,2,153789260,9,3,146695,42490378,1392767,46430,15500,2031395228,1640541,23963323,8893
45419.95,11,262144,64,153952,10144648486,133,3,585,2101051,3,39738,48,67,1,180426,127886868,1172,1,66,23065,3267535,2,341255,585,35971033,59219535,3026651838,585,1330,2,1,2,2,586,1,3014304156,2968866945,411538135,230213072,230213072,2,1,10128654272,73389,73389,2,2,2,230196688,9,3,163284,43306234,1575595,56318,22999,3014304156,2044733,34395279,8893
50424.89,11,262144,64,202648,13353509374,141,3,585,2484766,3,53457,48,67,1,180426,129214128,1172,1,66,30220,3268299,2,341255,585,45943632,59220289,3968014587,585,1330,2,1,2,2,586,1,3952124316,3906806017,435777544,303143218,303143218,2,1,13337580696,73389,73389,2,2,2,303126834,9,3,179073,44066024,1734691,65280,30154,3952124316,2419486,44208514,8893
55430.37,11,262144,64,256597,16908295978,150,3,585,2920809,3,68664,48,67,1,180426,130541388,1172,1,66,38145,3268928,2,341255,585,57880881,59221435,5010662296,585,1330,2,1,2,2,586,1,4990869916,4946009868,473518112,383932922,383932922,2,1,16892327672,73389,73389,2,2,2,383916538,9,3,206876,44920078,1930093,75248,38079,4990869916,2845561,55951141,8893
60435.86,11,262144,64,312479,20590222178,160,3,585,3359436,3,84402,48,67,1,180426,131868648,1172,1,66,46353,3269702,2,341255,585,68807960,59227194,6090452186,585,1330,2,1,2,2,586,1,6066708892,6022384916,499401144,467610084,467626468,2,1,20574843696,73389,73389,2,2,2,467610084,9,3,220035,45779449,2117390,85372,46287,6066708892,3274064,66691025,8893
65441.01,11,262144,64,373511,24611794460,170,3,585,3844298,3,101595,48,67,1,180426,133461360,1172,1,66,55317,3270201,2,341255,585,78805116,59308462,7269982609,585,1330,2,1,2,2,586,1,7241638300,7197931383,550104904,559019606,559019606,2,1,24596141768,73389,73389,2,2,2,559003222,9,3,233916,46708759,2292199,95773,55251,7241638300,3748525,76513503,8893
