timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5010.27,262144,64,74242,4892129242,120,585,738548,4,17232,67,468,125811516,1172,1,66,11352,50006,2,6773,585,13238312,1323435,1484760072,585,309,2,1,2,2,266,1,1479057820,1433440313,27453943,110826660,110843044,2,1,4876373040,73389,73389,2,2,2,110826660,3,3,347398,2311876,1594963,15931,11286,1479057820,722617,11642147,3761
10022.28,262144,64,127620,8409663714,129,585,1164893,4,32337,67,468,127368030,1172,1,66,19196,62217,2,6773,585,21618726,2029212,2516879621,585,309,2,1,2,2,266,1,2507186588,2461649294,51355707,190786813,190786813,2,1,8394619772,73389,73389,2,2,2,190786813,3,3,361513,3488571,1761607,26159,19130,2507186588,1138734,19856379,3761
15031.26,262144,64,143253,9439762494,131,585,1366993,4,36711,67,468,127621416,1172,1,66,21494,107244,2,6773,585,26646448,6107062,2819328647,585,309,2,1,2,2,266,1,2808390044,2762768811,120946249,214186978,214203362,2,1,9424227032,73389,73389,2,2,2,214186978,3,3,375603,5439137,2014593,35417,21428,2808390044,1331576,24630400,3761
20036.17,262144,64,203448,13406203626,141,585,1839489,4,53674,67,468,129214128,1172,1,66,30336,108372,2,6773,585,37448221,6646184,3982532478,585,309,2,1,2,2,266,1,3967197596,3922225514,171666017,304328899,304345283,2,1,13390471556,73389,73389,2,2,2,304328899,3,3,426525,6376607,2254242,45335,30270,3967197596,1794154,35192131,3761
25053.42,262144,64,229761,15139943214,146,585,2088170,4,61128,67,468,130010484,1172,1,66,34198,149106,2,6773,585,44269966,9081499,4490846172,585,309,2,1,2,2,266,1,4473528732,4429000762,199963808,343738774,343755158,2,1,15124506056,73389,73389,2,2,2,343738774,3,3,437546,7865011,2444669,53865,34132,4473528732,2034305,41823466,3761
30068.57,262144,64,237846,15672528690,147,585,2200999,4,63385,67,468,130010484,1172,1,66,35389,264372,2,6773,585,46966078,13764544,4647645936,585,309,2,1,2,2,266,1,4629635484,4584785914,252239663,355833152,355849536,2,1,15656658688,73389,73389,2,2,2,355833152,3,3,442772,10387341,2566688,62912,35323,4629635484,2138087,44398582,3761
35078.17,262144,64,247259,16292869934,149,585,2328586,4,66065,67,468,130275936,1172,1,66,36769,395837,2,6773,585,50123077,18436668,4829315810,585,309,2,1,2,2,266,1,4810514844,4766149012,293848415,369944477,369944477,2,1,16277556988,73389,73389,2,2,2,369944477,3,3,453366,12645114,2709153,70201,36703,4810514844,2258385,47412712,3761
40099.22,262144,64,260900,17191624646,151,585,2503283,4,69892,67,468,130541388,1172,1,66,38774,464644,2,6773,585,53862249,22568605,5093349845,585,309,2,1,2,2,266,1,5073445276,5028796639,343123286,390361039,390377423,2,1,17175885716,73389,73389,2,2,2,390361039,3,3,464812,14686209,2927919,79663,38709,5073445276,2423620,50932723,3761
45104.78,262144,64,308666,20339271602,159,585,2893002,4,83359,67,468,131868648,1172,1,66,45794,467683,2,6773,585,64225598,23671276,6016695625,585,309,2,1,2,2,266,1,5993308572,5949004529,406337711,461908896,461925280,2,1,20323991424,73389,73389,2,2,2,461908896,3,3,503295,15545490,3188390,88514,45728,5993308572,2804488,61036420,3761
50110.81,262144,64,361234,23802949690,168,585,3342966,4,98150,67,468,133195908,1172,1,66,53515,468513,2,6773,585,75448112,23837184,7032534826,585,309,2,1,2,2,266,1,7005446556,6961491728,451911935,540622150,540638534,2,1,23787374600,73389,73389,2,2,2,540622150,3,3,537350,16380300,3390626,97853,53449,7005446556,3245113,72057071,3761
