timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5032.44,8,262144,64,24926,1642623968,111,0,585,403158,14,3342,67,1679,124484256,1172,1,66,4110,1802210,2,243735,585,4591138,21423342,532291338,585,1423,2,1,2,2,905,1,529834396,483481255,33039782,36987202,36987202,2,1,1626715992,73389,73389,2,2,2,36970818,15,1,3,210327,17112802,1259925,15653,4044,529834396,387505,3331331,9488
10054.78,8,262144,64,32245,2124936472,113,0,585,499919,14,5442,67,1679,124749708,1172,1,66,5185,1927107,2,243735,585,7073705,26276161,673831300,585,1423,2,1,2,2,905,1,670736796,624502966,72658419,47934700,47951084,2,1,2109126800,73389,73389,2,2,2,47934700,15,1,3,222899,19563244,1413826,20608,5119,670736796,479311,5660589,9488
15069.45,8,262144,64,40072,2640541264,114,0,585,603783,14,7640,67,1679,124749708,1172,1,66,6333,2152093,2,243735,585,9324343,30980070,824975798,585,1423,2,1,2,2,905,1,821207452,775187386,134828998,59668630,59668630,2,1,2625419720,73389,73389,2,2,2,59668630,15,1,3,234419,22277221,1542222,25354,6267,821207452,578429,7782878,9488
20093.52,8,262144,64,48305,3183019124,115,0,585,714571,14,9939,67,1679,125015160,1172,1,66,7542,2298791,2,243735,585,11819495,36105079,984147795,585,1423,2,1,2,2,905,1,979673500,933755201,196516074,71990225,72006609,2,1,3167569900,73389,73389,2,2,2,71990225,15,1,3,249833,24885059,1693538,33287,7476,979673500,681284,10126707,9488
25099.71,8,262144,64,88594,5837745502,122,0,585,1044233,14,21255,67,1679,126076968,1172,1,66,13461,2332975,2,243735,585,22319373,37926734,1762925184,585,1423,2,1,2,2,905,1,1755488668,1709860127,238500530,132330599,132330599,2,1,5821825460,73389,73389,2,2,2,132314215,15,1,3,275767,25948299,1928574,43358,13395,1755488668,1000875,20390958,9488
30105.16,8,262144,64,136592,9000572678,130,0,585,1431928,14,34839,67,1679,127368030,1172,1,66,20512,2334661,2,243735,585,33263674,37975877,2690619030,585,1423,2,1,2,2,905,1,2679677340,2634401646,270449717,204214328,204214328,2,1,8985430432,73389,73389,2,2,2,204214328,15,1,3,294980,26746084,2111127,53752,20446,2679677340,1378176,31152303,9488
35119.25,8,262144,64,168656,11113598870,136,0,585,1746706,14,43912,67,1679,128417772,1172,1,66,25224,2367013,2,243735,585,40680237,40365068,3310615200,585,1423,2,1,2,2,905,1,3297288604,3252016043,332690674,252230948,252247332,2,1,11098161712,73389,73389,2,2,2,252230948,15,1,3,311518,28289249,2311632,65575,25158,3297288604,1681131,38367722,9488
40133.59,8,262144,64,179216,11809109906,137,0,585,1883238,14,46844,67,1679,128417772,1172,1,66,26776,2447627,2,243735,585,43806763,44758196,3515048792,585,1423,2,1,2,2,905,1,3500843420,3455347687,380719531,268029825,268046209,2,1,11793312300,73389,73389,2,2,2,268029825,15,1,3,313898,30621245,2445124,72119,26711,3500843420,1811119,41360828,9488
45138.74,8,262144,64,198380,13072209014,141,1,585,2092866,14,52255,67,1679,129214128,1172,1,66,29592,2519567,2,243735,585,51253350,49873185,3885510213,585,1423,2,1,2,2,905,1,3869811100,3824579778,514899614,296750028,296750028,2,1,13056280336,73389,73389,2,2,2,296733644,15,1,3,346692,32410876,2753590,81000,29526,3869811100,2011866,48498734,9488
50143.88,8,262144,64,251425,16567220170,149,1,585,2515242,14,67198,67,1679,130275936,1172,1,66,37383,2523146,2,243735,585,60625271,50202365,4910463478,585,1423,2,1,2,2,905,1,4890861980,4846330930,542629193,376167794,376184178,2,1,16551382936,73389,73389,2,2,2,376167794,15,1,3,373960,33265839,2959560,90271,37317,4890861980,2424971,57664719,9488
