timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5009.39,262144,64,66077,4354107830,118,585,630613,2,14949,67,59,125546064,1172,1,66,10153,92629,2,9531,585,12709817,2359582,1326990426,585,317,2,1,2,2,343,1,1321902492,1276173898,27772202,98611561,98611561,2,1,4338187788,73389,73389,2,2,2,98595177,4,3,294956,2936402,1243958,16924,10087,1321902492,613689,11465176,3854
10014.58,262144,64,109866,7239766722,126,585,975064,2,27327,67,59,126837126,1172,1,66,16586,97617,2,9531,585,23310597,2511645,2173391737,585,317,2,1,2,2,343,1,2165088668,2119603150,61278009,164190053,164206437,2,1,7224362332,73389,73389,2,2,2,164190053,4,3,329426,3694197,1465434,26489,16520,2165088668,948575,21845013,3854
15034.97,262144,64,119706,7888091838,127,585,1093927,2,30069,67,59,127102578,1172,1,66,18033,261619,2,9531,585,25619872,6323698,2363866454,585,317,2,1,2,2,343,1,2354749852,2309174248,105123177,178932162,178932162,2,1,7873015128,73389,73389,2,2,2,178932162,4,3,337462,6222849,1578604,31392,17967,2354749852,1062535,24041653,3854
20053.99,262144,64,125407,8263570738,128,585,1172267,2,31682,67,59,127102578,1172,1,66,18871,407356,2,9531,585,27230288,10512149,2474219990,585,317,2,1,2,2,343,1,2464588188,2418915476,161502495,187469497,187469497,2,1,8248657868,73389,73389,2,2,2,187469497,4,3,346639,8893398,1700363,34979,18805,2464588188,1137288,25529458,3854
25080.39,262144,64,130619,8607267986,129,585,1244567,2,33156,67,59,127368030,1172,1,66,19634,618396,2,9531,585,29268627,15982329,2574829839,585,317,2,1,2,2,343,1,2564727196,2519391257,202434364,195267393,195283777,2,1,8591765292,73389,73389,2,2,2,195267393,4,3,354959,11585665,1807701,38428,19569,2564727196,1206139,27460039,3854
30090.56,262144,64,135818,8949582362,130,585,1318911,2,34629,67,59,127368030,1172,1,66,20400,962438,2,9531,585,32178532,21446833,2675444155,585,317,2,1,2,2,343,1,2664866204,2619486413,255440898,203045031,203061415,2,1,8933981364,73389,73389,2,2,2,203045031,4,3,369133,14327220,1927012,41900,20334,2664866204,1277011,30250560,3854
35113.09,262144,64,141968,9355017830,131,585,1403800,2,36360,67,59,127621416,1172,1,66,21303,1161457,2,9531,585,34271112,26064601,2794482313,585,317,2,1,2,2,343,1,2783355292,2737982852,310520463,212257984,212274368,2,1,9339351296,73389,73389,2,2,2,212257984,4,3,378172,16925779,2024464,45757,21237,2783355292,1358043,32245620,3854
40125.48,262144,64,148332,9774478002,132,585,1488478,2,38151,67,59,127886868,1172,1,66,22238,1272680,2,9531,585,36201517,30980047,2917599371,585,317,2,1,2,2,343,1,2905907612,2860633089,371121283,221790425,221806809,2,1,9758778700,73389,73389,2,2,2,221790425,4,3,384885,19462877,2136512,49895,22172,2905907612,1438583,34063004,3854
45156.90,262144,64,153732,10129965114,133,585,1564634,2,39678,67,59,127886868,1172,1,66,23032,1435844,2,9531,585,37778626,35652908,3022157021,585,317,2,1,2,2,343,1,3009978780,2964585007,403816909,229879359,229879359,2,1,10113970900,73389,73389,2,2,2,229862975,4,3,386606,22080375,2214391,55534,22966,3009978780,1509100,35561837,3854
50183.46,262144,64,159537,10512790662,134,585,1645656,2,41318,67,59,128152320,1172,1,66,23885,1608357,2,9531,585,40905615,41961276,3134482112,585,317,2,1,2,2,343,1,3121783196,3076397701,483000411,238584408,238584408,2,1,10497713952,73389,73389,2,2,2,238584408,4,3,390317,24870815,2309693,59240,23819,3121783196,1586416,38593969,3854
55202.53,262144,64,166383,10963573734,135,585,1736985,2,43237,67,59,128152320,1172,1,66,24890,1694778,2,9531,585,43309541,46753112,3266806457,585,317,2,1,2,2,343,1,3253510556,3208250157,520357132,248815328,248831712,2,1,10947874432,73389,73389,2,2,2,248815328,4,3,392443,27427770,2393108,63455,24824,3253510556,1673530,40914181,3854
60209.02,262144,64,203919,13437071082,141,585,2032546,2,53799,67,59,129214128,1172,1,66,30404,1702461,2,9531,585,52273756,48241301,3992160918,585,317,2,1,2,2,343,1,3976110492,3931218879,566999633,305033411,305049795,2,1,13421470084,73389,73389,2,2,2,305033411,4,3,421577,28554694,2618023,72564,30338,3976110492,1959982,49653565,3854
65214.65,262144,64,249239,16423162118,149,585,2390165,2,66597,67,59,130275936,1172,1,66,37062,1704064,2,9531,585,62959521,48556884,4868291366,585,317,2,1,2,2,343,1,4848918940,4804241647,612295150,372905663,372905663,2,1,16407128276,73389,73389,2,2,2,372889279,4,3,453939,29352371,2856111,83460,36996,4848918940,2306705,60101410,3854
70221.45,262144,64,293362,19330734166,156,585,2735782,2,79023,67,59,131337744,1172,1,66,43546,1706665,2,9531,585,74278265,48774279,5721402563,585,317,2,1,2,2,343,1,5698789788,5654143576,639396277,439000251,439000251,2,1,19315290148,73389,73389,2,2,2,438983867,4,3,470675,30129413,3081286,93544,43480,5698789788,2642238,71195194,3854
75226.65,262144,64,337549,22242235066,164,585,3078691,2,91512,67,59,132665004,1172,1,66,50037,1708771,2,9531,585,84272600,48889478,6575279629,585,317,2,1,2,2,343,1,6549447068,6505285721,661675001,505154342,505170726,2,1,22226791048,73389,73389,2,2,2,505154342,4,3,484763,30874822,3231947,102944,49971,6549447068,2975747,81038398,3854
80231.91,262144,64,383674,25281553156,172,585,3447045,2,104479,67,59,133726812,1172,1,66,56810,1710848,2,9531,585,95355593,48973473,7466512347,585,317,2,1,2,2,343,1,7437328796,7393787733,703153010,574234692,574234692,2,1,25266326448,73389,73389,2,2,2,574234692,4,3,503998,31623729,3385380,111828,56744,7437328796,3335217,91967861,3854
