timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5011.01,2,262144,64,65576,4321274294,118,585,635173,4,14808,67,60,125546064,1172,1,66,10081,138781,2,3334,585,11933471,2478075,1317526141,585,342,2,1,2,2,321,1,1312465308,1266544664,30231880,97857897,97874281,2,1,4305747468,73389,73389,2,2,2,97857897,4,3,318456,3056580,1313861,21868,10015,1312465308,613305,10619708,4490
10025.69,2,262144,64,112513,7414036870,126,585,1009883,4,28053,67,60,126837126,1172,1,66,16975,147259,2,3334,585,22791544,2812769,2224546652,585,342,2,1,2,2,321,1,2216075676,2170609240,55920221,168156696,168156696,2,1,7398894624,73389,73389,2,2,2,168156696,4,3,350614,3941451,1518827,31706,16909,2216075676,978177,21273406,4490
15041.58,2,262144,64,120854,7963592618,128,585,1117165,4,30438,67,60,127102578,1172,1,66,18202,228315,2,3334,585,25687531,7327765,2386082766,585,342,2,1,2,2,321,1,2376901020,2331232456,120998485,180633939,180650323,2,1,7947893316,73389,73389,2,2,2,180633939,4,3,355059,6326342,1612655,36494,18136,2376901020,1080671,24076011,4490
20070.01,2,262144,64,126706,8349232906,129,585,1196596,4,32090,67,60,127102578,1172,1,66,19062,483499,2,3334,585,27982342,12406801,2499327967,585,342,2,1,2,2,321,1,2489622940,2443966734,164772457,189414875,189414875,2,1,8334254500,73389,73389,2,2,2,189414875,4,3,359240,9157667,1687842,40092,18996,2489622940,1156504,26295768,4490
25082.62,2,262144,64,131999,8698238570,129,585,1271038,4,33531,67,60,127368030,1172,1,66,19840,667565,2,3334,585,29055122,16821913,2601787187,585,342,2,1,2,2,321,1,2591596956,2546017832,176081477,197343843,197343843,2,1,8683129092,73389,73389,2,2,2,197343843,4,3,359742,12015867,1738492,43786,19774,2591596956,1227252,27318317,4490
30110.75,2,262144,64,136987,9026724850,130,585,1341106,4,34947,67,60,127368030,1172,1,66,20572,924516,2,3334,585,31108888,22231932,2698317133,585,342,2,1,2,2,321,1,2687672732,2642041178,203995777,204793801,204810185,2,1,9010927244,73389,73389,2,2,2,204793801,4,3,363564,14880335,1827048,47001,20507,2687672732,1294105,29283316,4490
35129.17,2,262144,64,143155,9433074514,131,585,1434921,4,36680,67,60,127621416,1172,1,66,21478,1083542,2,3334,585,33599897,27087327,2817614838,585,342,2,1,2,2,321,1,2806423964,2760808041,277165126,214033489,214049873,2,1,9417473516,73389,73389,2,2,2,214033489,4,3,380756,17527080,1944271,60941,21413,2806423964,1373980,31656956,4490
40142.31,2,262144,64,150231,9899461770,132,585,1529980,4,38670,67,60,127886868,1172,1,66,22518,1210779,2,3334,585,36155462,32699517,2954414147,585,342,2,1,2,2,321,1,2942607772,2897110892,318746932,224636923,224653307,2,1,9884024612,73389,73389,2,2,2,224636923,4,3,387960,20238491,2056109,65027,22452,2942607772,1464953,34101215,4490
45170.78,2,262144,64,156030,10281628650,133,585,1609401,4,40307,67,60,127886868,1172,1,66,23371,1308673,2,3334,585,38240307,37913351,3066734000,585,342,2,1,2,2,321,1,3054412188,3008875647,449085252,233327747,233327747,2,1,10266420868,73389,73389,2,2,2,233327747,4,3,394532,23129855,2159044,68546,23305,3054412188,1540855,36083151,4490
50182.22,2,262144,64,161956,10672118602,134,585,1691118,4,41976,67,60,128152320,1172,1,66,24241,1505269,2,3334,585,39738513,42501318,3181302422,585,342,2,1,2,2,321,1,3168444828,3122978388,556894108,242190603,242206987,2,1,10656386532,73389,73389,2,2,2,242190603,4,3,402765,25758526,2251233,72305,24175,3168444828,1618813,37489079,4490
