timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5011.26,262144,64,66922,4409751202,119,585,644424,5,15182,67,756,125546064,1172,1,66,10279,68858,2,16760,585,13582326,2612644,1343600787,585,316,2,1,2,2,488,1,1338417564,1292490812,31642176,99870970,99870970,2,1,4393601784,73389,73389,2,2,2,99854586,6,3,321136,2958689,1468870,23219,10213,1338417564,621205,12112273,3870
10016.66,262144,64,116888,7702349582,127,585,1039765,5,29299,67,756,127102578,1172,1,66,17618,70149,2,16760,585,23788228,2685160,2309167153,585,316,2,1,2,2,488,1,2300354972,2254880023,63999536,174697342,174713726,2,1,7686683048,73389,73389,2,2,2,174697342,6,3,347808,3766288,1665462,33350,17552,2300354972,1006415,22121831,3870
15021.85,262144,64,169565,11173436546,136,585,1470706,5,44114,67,756,128417772,1172,1,66,25357,70915,2,16760,585,35228626,2689264,3327357730,585,316,2,1,2,2,488,1,3314721180,3269570433,88747753,253580469,253596853,2,1,11157540636,73389,73389,2,2,2,253580469,6,3,374022,4600064,1885536,43123,25291,3314721180,1427583,33341629,3870
20027.98,262144,64,227957,15021185366,146,585,1915360,5,60584,67,756,130010484,1172,1,66,33937,71523,2,16760,585,45908508,2695539,4456086419,585,316,2,1,2,2,488,1,4439187868,4394276607,127902218,341039732,341056116,2,1,15005748208,73389,73389,2,2,2,341039732,6,3,406130,5466588,2099367,53103,33871,4439187868,1862257,43807976,3870
25039.21,262144,64,276870,18244074510,154,585,2308217,5,74415,67,756,131072292,1172,1,66,41122,71966,2,16760,585,55410899,2928486,5401542413,585,316,2,1,2,2,488,1,5381071260,5336469055,169904772,414291525,414307909,2,1,18228827100,73389,73389,2,2,2,414291525,6,3,423135,6325781,2257616,61497,41056,5381071260,2246720,53152606,3870
30054.35,262144,64,286865,18902823158,155,585,2440521,5,77196,67,756,131337744,1172,1,66,42592,166895,2,16760,585,58871545,7276269,5595049186,585,316,2,1,2,2,488,1,5573747100,5529079955,250829424,429260851,429277235,2,1,18887477444,73389,73389,2,2,2,429260851,6,3,434665,8498895,2441248,68282,42527,5573747100,2372239,56428450,3870
35076.07,262144,64,295070,19443200558,157,585,2556567,5,79544,67,756,131603196,1172,1,66,43797,322716,2,16760,585,61468437,11813854,5753693865,585,316,2,1,2,2,488,1,5731688860,5687073189,336249883,441551837,441551837,2,1,19428280828,73389,73389,2,2,2,441551837,6,3,440048,10946813,2568553,73863,43731,5731688860,2482704,58898965,3870
40081.34,262144,64,333263,21959755058,163,585,2877816,5,90291,67,756,132399552,1172,1,66,49404,332520,2,16760,585,69791468,13963839,6491441184,585,316,2,1,2,2,488,1,6466609564,6422761298,421623142,498744768,498761152,2,1,21944769792,73389,73389,2,2,2,498744768,6,3,464874,12140595,2803889,82519,49338,6466609564,2795297,66986515,3870
45093.97,262144,64,377801,24894536612,171,585,3259221,5,102873,67,756,133726812,1172,1,66,55947,344549,2,16760,585,79049274,14792783,7352308964,585,316,2,1,2,2,488,1,7324213660,7280643459,460066587,565429180,565445564,2,1,24878883920,73389,73389,2,2,2,565429180,6,3,496281,13284620,3022576,91469,55881,7324213660,3167752,76025040,3870
50098.18,262144,64,394496,25994765528,173,585,3465312,5,107535,67,756,133992264,1172,1,66,58400,398210,2,16760,585,83908584,18827252,7675147678,585,316,2,1,2,2,488,1,7645733276,7602279715,635439158,590430659,590447043,2,1,25978948996,73389,73389,2,2,2,590430659,6,3,511715,15135341,3279527,101260,58334,7645733276,3364052,80627762,3870
