timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5017.44,4,262144,64,50602,3334617124,116,1,585,591038,11,10566,67,411,125280612,1172,1,66,7880,301236,2,138311,585,10802784,9267995,1028141160,585,831,2,1,2,2,580,1,1023975836,978124555,39858022,75430421,75446805,2,1,3318938524,73389,73389,2,2,2,75430421,16,1,3,306571,6924678,1575379,30645,7814,1023975836,560393,9228951,6154
10028.74,4,262144,64,62577,4123670022,118,2,585,728447,11,13995,67,411,125546064,1172,1,66,9639,462618,2,138311,585,14103527,13321969,1259672901,585,831,2,1,2,2,580,1,1254531484,1208818209,69036746,93360933,93377317,2,1,4107881052,73389,73389,2,2,2,93360933,16,1,3,312244,9239649,1706587,39837,9573,1254531484,688610,12398693,6154
15045.38,4,262144,64,68705,4527132794,119,2,585,814501,11,15722,67,411,125546064,1172,1,66,10537,660902,2,138311,585,16062290,17910490,1377917799,585,831,2,1,2,2,580,1,1372234140,1326817204,107073875,102537244,102537244,2,1,4511638736,73389,73389,2,2,2,102537244,16,1,3,318212,11817567,1800453,44104,10471,1372234140,770397,14264260,6154
20065.08,4,262144,64,74963,4939646150,120,2,585,899456,11,17483,67,411,125811516,1172,1,66,11460,827317,2,138311,585,18334932,22796570,1499452710,585,831,2,1,2,2,580,1,1493213596,1447368422,143101197,111914037,111914037,2,1,4924217628,73389,73389,2,2,2,111914037,16,1,3,328689,14519131,1898549,47977,11394,1493213596,851479,16438505,6154
25080.68,4,262144,64,84585,5573660286,121,2,585,1022717,11,20160,67,411,125811516,1172,1,66,12872,951200,2,138311,585,21581281,27816619,1685326988,585,831,2,1,2,2,580,1,1678287260,1632717513,214916375,126297857,126320274,2,1,5557105708,73389,73389,2,2,2,126297857,16,1,3,335064,17019042,2041962,57803,12806,1678287260,964914,19541321,6154
30091.61,4,262144,64,95904,6319709502,123,2,585,1166475,11,23360,67,411,126318288,1172,1,66,14536,1028876,2,138311,585,25534797,32898966,1904362152,585,831,2,1,2,2,580,1,1896391068,1850708819,281150520,143284130,143284130,2,1,6304501720,73389,73389,2,2,2,143284130,16,1,3,348137,19313890,2212936,65435,14470,1896391068,1101040,23324106,6154
35101.84,4,262144,64,104841,6908590158,125,2,585,1290955,11,25908,67,411,126837126,1172,1,66,15849,1097585,2,138311,585,28658660,37952262,2077342736,585,831,2,1,2,2,580,1,2068619676,2022833493,333348118,156668526,156684910,2,1,6893415144,73389,73389,2,2,2,156668526,16,1,3,354986,21588640,2336738,80569,15784,2068619676,1210386,26323408,6154
40112.73,4,262144,64,119771,7892351678,127,2,585,1465035,11,30089,67,411,127102578,1172,1,66,18042,1175307,2,138311,585,33996167,43136223,2365839349,585,831,2,1,2,2,580,1,2355929500,2310408754,423810445,179030466,179030466,2,1,7877340504,73389,73389,2,2,2,179030466,16,1,3,373117,23620021,2594326,87286,17977,2355929500,1377749,31403911,6154
45138.49,4,262144,64,129403,8527045306,129,2,585,1588772,11,32823,67,411,127368030,1172,1,66,19459,1280558,2,138311,585,37438458,47909944,2552377040,585,831,2,1,2,2,580,1,2541658524,2495982667,473604277,193436703,193453087,2,1,8511214932,73389,73389,2,2,2,193436703,16,1,3,383512,25817907,2754561,93579,19393,2541658524,1495193,34686893,6154
50154.48,4,262144,64,136851,9017667162,130,2,585,1693298,11,34911,67,411,127368030,1172,1,66,20551,1359905,2,138311,585,39557860,52360245,2696280845,585,831,2,1,2,2,580,1,2684920220,2639353591,492784325,204591160,204613577,2,1,9002011040,73389,73389,2,2,2,204591160,16,1,3,385379,28404915,2851923,99209,20486,2684920220,1594089,36709333,6154
