timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5016.46,262144,64,67426,4443046798,119,585,630493,1,15368,67,292,125546064,1172,1,66,10352,87870,2,4013,585,13405349,2214067,1353175328,585,372,2,1,2,2,295,1,1347985820,1302230317,29761250,100614283,100630667,2,1,4427028452,73389,73389,2,2,2,100614283,4,3,297975,3091998,1198372,16901,10286,1347985820,613592,12206775,4315
10041.05,262144,64,76352,5031206558,120,585,740108,1,17862,67,292,125811516,1172,1,66,11662,207674,2,4013,585,16252065,6559944,1525763997,585,372,2,1,2,2,295,1,1519821212,1474043051,62615089,113990487,114006871,2,1,5015581428,73389,73389,2,2,2,113990487,4,3,307657,5605908,1319598,21845,11597,1519821212,718263,14932984,4315
15059.58,262144,64,81886,5395740946,121,585,815838,1,19420,67,292,125811516,1172,1,66,12476,365079,2,4013,585,18119547,11429036,1632820567,585,372,2,1,2,2,295,1,1626382748,1580710641,112878682,122282062,122298446,2,1,5380410728,73389,73389,2,2,2,122282062,4,3,324167,8484314,1426670,25236,12410,1626382748,790602,16693599,4315
20090.72,262144,64,87296,5752414322,122,585,889950,1,20958,67,292,126076968,1172,1,66,13271,596289,2,4013,585,19785424,16198856,1737509252,585,372,2,1,2,2,295,1,1730584988,1684941991,147370401,130391254,130407638,2,1,5737215176,73389,73389,2,2,2,130391254,4,3,327386,11229164,1502518,28861,13205,1730584988,861089,18283755,4315
25118.89,262144,64,92858,6118759586,123,585,967449,1,22529,67,292,126318288,1172,1,66,14089,839156,2,4013,585,22133146,21748712,1845226110,585,372,2,1,2,2,295,1,1837801884,1792001763,202834969,138715597,138715597,2,1,6103486268,73389,73389,2,2,2,138715597,4,3,331757,14022071,1584000,32559,14023,1837801884,934890,20550095,4315
30130.24,262144,64,99331,6545628634,124,585,1053447,1,24348,67,292,126571674,1172,1,66,15040,1036384,2,4013,585,24514423,26884759,1970446613,585,372,2,1,2,2,295,1,1962451356,1916741867,246593190,148409719,148426103,2,1,6530027636,73389,73389,2,2,2,148409719,4,3,335692,16722829,1674672,36607,14974,1962451356,1016840,22839355,4315
35160.06,262144,64,105586,6957679930,125,585,1134934,1,26111,67,292,126837126,1172,1,66,15960,1141853,2,4013,585,25853803,31312430,2091589053,585,372,2,1,2,2,295,1,2083037596,2037172008,282382384,157788671,157788671,2,1,6942701524,73389,73389,2,2,2,157788671,4,3,339531,19232095,1744551,41317,15894,2083037596,1093617,24108593,4315
40171.99,262144,64,111224,7329030062,126,585,1213496,1,27704,67,292,126837126,1172,1,66,16786,1299822,2,4013,585,28475044,36522880,2200491841,585,372,2,1,2,2,295,1,2191434140,2145721138,349306627,166227702,166227702,2,1,7314018888,73389,73389,2,2,2,166227702,4,3,343078,22027884,1833902,45056,16721,2191434140,1168440,26639858,4315
45193.57,262144,64,117401,7736235002,127,585,1300932,1,29436,67,292,127102578,1172,1,66,17693,1475206,2,4013,585,31101964,41883439,2319926724,585,372,2,1,2,2,295,1,2310316444,2264752692,400087435,175473423,175489807,2,1,7720830612,73389,73389,2,2,2,175473423,4,3,349679,24804496,1952586,49025,17628,2310316444,1251907,29149076,4315
50207.80,262144,64,124435,8199604294,128,585,1396064,1,31416,67,292,127102578,1172,1,66,18726,1607878,2,4013,585,33397479,46598046,2455805472,585,372,2,1,2,2,295,1,2445582748,2400212176,447388601,186005288,186021672,2,1,8184232672,73389,73389,2,2,2,186005288,4,3,354284,27387300,2055599,54514,18660,2445582748,1341550,31340903,4315
