timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5008.36,262144,64,71047,4681426528,119,585,728723,2,16359,67,44,125546064,1172,1,66,10882,69938,2,2630,585,12770676,1528908,1422894939,585,339,2,1,2,2,327,1,1417453980,1371890651,29715482,106045135,106045135,2,1,4665265044,73389,73389,2,2,2,106028751,5,3,371719,2428728,1537408,15845,10816,1417453980,712878,11233395,4330
10013.29,262144,64,118925,7836642770,127,585,1111073,2,29856,67,44,127102578,1172,1,66,17917,70369,2,2630,585,22566721,1530535,2348466412,585,339,2,1,2,2,327,1,2339545500,2294153821,53854910,177762865,177762865,2,1,7820845164,73389,73389,2,2,2,177746481,5,3,399212,3161213,1694369,23853,17851,2339545500,1087220,20871835,4330
15018.35,262144,64,171796,11320443718,136,585,1547080,2,44769,67,44,128417772,1172,1,66,25686,70836,2,2630,585,32512056,1534917,3370605035,585,339,2,1,2,2,327,1,3357843868,3312503021,81700396,256940904,256940904,2,1,11304678880,73389,73389,2,2,2,256924520,5,3,437316,3976895,1886780,32743,25620,3357843868,1514337,30624585,4330
20023.21,262144,64,222065,14632658186,145,585,1938364,2,58917,67,44,129479580,1172,1,66,33070,71131,2,2630,585,42880873,1535578,4342098882,585,339,2,1,2,2,327,1,4325679516,4280798504,120224620,332211803,332211803,2,1,14616598436,73389,73389,2,2,2,332195419,5,3,474143,4724919,2055114,41126,33004,4325679516,1897238,40825032,4330
25032.51,262144,64,271281,17875670190,153,585,2342789,2,72837,67,44,130806840,1172,1,66,40300,77907,2,2630,585,52411770,2046514,5293474604,585,339,2,1,2,2,327,1,5273461148,5228739073,144875883,405920189,405936573,2,1,17860488316,73389,73389,2,2,2,405920189,5,3,498304,5730872,2234348,50420,40235,5273461148,2292369,50176496,4330
30042.95,262144,64,283725,18695712858,155,585,2503904,2,76339,67,44,131337744,1172,1,66,42131,147435,2,2630,585,56075349,5987253,5534349499,585,339,2,1,2,2,327,1,5513322908,5468580862,196655651,424561246,424561246,2,1,18680694824,73389,73389,2,2,2,424561246,5,3,503325,7735030,2440506,57889,42065,5513322908,2446015,53634220,4330
35054.72,262144,64,291080,19180384658,156,585,2640186,2,78402,67,44,131337744,1172,1,66,43209,325910,2,2630,585,58788120,10594602,5676412795,585,339,2,1,2,2,327,1,5654749596,5610172353,286738110,435574280,435590664,2,1,19165268320,73389,73389,2,2,2,435574280,5,3,508719,10156267,2554841,97757,43144,5654749596,2542429,56233365,4330
40070.20,262144,64,298799,19688911562,157,585,2746416,2,80553,67,44,131603196,1172,1,66,44345,462554,2,2630,585,61742185,15630853,5825848971,585,339,2,1,2,2,327,1,5803516316,5758925576,392617252,447119794,447136178,2,1,19673270936,73389,73389,2,2,2,447119794,5,3,516327,12519093,2681453,105035,44279,5803516316,2641381,59061354,4330
45079.69,262144,64,308088,20301126342,159,585,2869663,2,83204,67,44,131868648,1172,1,66,45710,537006,2,2630,585,64761834,19853555,6005543739,585,339,2,1,2,2,327,1,5982429596,5937844383,454406104,461050895,461050895,2,1,20286239380,73389,73389,2,2,2,461050895,5,3,523611,14674098,2823509,110847,45644,5982429596,2758816,61939229,4330
50096.44,262144,64,313473,20655630414,160,585,2946239,2,84728,67,44,131868648,1172,1,66,46497,749961,2,2630,585,66967819,24583607,6109180028,585,339,2,1,2,2,327,1,6085583260,6041522291,504354499,469107061,469107061,2,1,20640710684,73389,73389,2,2,2,469107061,5,3,528391,17245032,2919730,114695,46431,6085583260,2831544,64049331,4330
55106.04,262144,64,318137,20963148482,161,585,3022619,2,86052,67,44,132134100,1172,1,66,47184,1010201,2,2630,585,68478966,29467609,6199648186,585,339,2,1,2,2,327,1,6175629724,6131413625,578666226,476096108,476096108,2,1,20948228752,73389,73389,2,2,2,476096108,5,3,531575,20257542,3005334,125915,47118,6175629724,2896704,65475256,4330
60130.42,262144,64,322399,21244055626,161,585,3085239,2,87216,67,44,132134100,1172,1,66,47812,1244411,2,2630,585,70049720,34458645,6282359744,585,339,2,1,2,2,327,1,6257942940,6213469505,604523516,482472914,482489298,2,1,21228808216,73389,73389,2,2,2,482472914,5,3,536007,23293192,3087061,128934,47746,6257942940,2956305,66965033,4330
65360.26,262144,64,326289,21500317926,162,585,3142505,2,88332,67,44,132399552,1172,1,66,48383,1594545,2,2630,585,71625505,40145671,6357564031,585,339,2,1,2,2,327,1,6332785052,6288380296,671903467,488294823,488311207,2,1,21484972212,73389,73389,2,2,2,488294823,5,3,541178,26854264,3166153,132443,48317,6332785052,3010062,68462430,4330
70436.47,262144,64,330469,21775585666,163,585,3201596,2,89528,67,44,132399552,1172,1,66,48996,1922803,2,2630,585,73226850,45125439,6438294278,585,339,2,1,2,2,327,1,6413132188,6368892919,712886673,494559100,494559100,2,1,21760600400,73389,73389,2,2,2,494559100,5,3,545389,30509724,3242337,135504,48930,6413132188,3066092,69988125,4330
75473.59,262144,64,333495,21975224862,163,585,3243492,2,90353,67,44,132399552,1172,1,66,49440,2577351,2,2630,585,74287526,49993334,6496772113,585,339,2,1,2,2,327,1,6471328156,6427266914,725887393,499094865,499094865,2,1,21960174060,73389,73389,2,2,2,499094865,5,3,547592,34221075,3279973,137731,49374,6471328156,3105761,71011316,4330
80542.45,262144,64,336853,22196368624,164,585,3292632,2,91323,67,44,132665004,1172,1,66,49933,2768341,2,2630,585,75566592,55211252,6561702654,585,339,2,1,2,2,327,1,6535946652,6491797854,762183324,504116117,504132501,2,1,22181109148,73389,73389,2,2,2,504116117,5,3,548740,37746985,3335443,140360,49867,6535946652,3152272,72235112,4330
85555.52,262144,64,340296,22423324266,164,585,3340198,2,92262,67,44,132665004,1172,1,66,50439,3041520,2,2630,585,76991584,60191396,6628482117,585,339,2,1,2,2,327,1,6602400156,6558164875,859811500,509274474,509290858,2,1,22408076856,73389,73389,2,2,2,509274474,5,3,550529,41377476,3405607,142987,50374,6602400156,3197211,73589287,4330
90572.56,262144,64,344384,22692562694,165,585,3398294,2,93432,67,44,132665004,1172,1,66,51039,3280232,2,2630,585,78798646,65835673,6707371788,585,339,2,1,2,2,327,1,6680912284,6636864297,945460814,515391295,515407679,2,1,22677216980,73389,73389,2,2,2,515391295,5,3,551691,44975594,3479505,145942,50973,6680912284,3252352,75322590,4330
95591.15,262144,64,348500,22963901582,166,585,3458266,2,94608,67,44,132930456,1172,1,66,51644,3569481,2,2630,585,79996783,71046681,6787048867,585,339,2,1,2,2,327,1,6760210844,6716246326,997983358,521555109,521571493,2,1,22948424796,73389,73389,2,2,2,521555109,5,3,552859,48606574,3542437,149900,51578,6760210844,3308366,76457497,4330
100624.17,262144,64,352268,23212168490,166,585,3511296,2,95636,67,44,132930456,1172,1,66,52198,3868800,2,2630,585,80830320,75481419,6860014145,585,339,2,1,2,2,327,1,6832824732,6788854093,1032678313,527204986,527204986,2,1,23197019384,73389,73389,2,2,2,527204986,5,3,555476,52058409,3585132,152622,52132,6832824732,3358674,77249061,4330
105635.59,262144,64,356824,23512343218,167,585,3576624,2,96935,67,44,132930456,1172,1,66,52865,4173839,2,2630,585,82929266,81987778,6947851819,585,339,2,1,2,2,327,1,6920249756,6876529847,1111676100,534032352,534032352,2,1,23497423488,73389,73389,2,2,2,534032352,5,3,557941,55638030,3656187,155832,52799,6920249756,3420792,79277244,4330
110657.90,262144,64,361179,23799345210,168,585,3635425,2,98175,67,44,133195908,1172,1,66,53506,4514581,2,2630,585,84440609,87073433,7032267997,585,339,2,1,2,2,327,1,7004266908,6960469162,1254661329,540540230,540556614,2,1,23783770120,73389,73389,2,2,2,540540230,5,3,561319,58803252,3718294,158764,53440,7004266908,3476661,80726971,4330
