timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5018.32,6,262144,64,39290,2589026660,114,585,509314,4,7425,67,1822,124749708,1172,1,66,6220,363368,2,141077,585,7663383,10755932,809744897,585,1823,2,1,2,2,808,1,806396316,760101508,41381279,58499333,58499333,2,1,2573970652,73389,73389,2,2,2,58499333,9,3,270343,7500201,1444815,16657,6154,806396316,492657,6217292,8775
10023.14,6,262144,64,89536,5900011318,122,585,901395,4,21567,67,1822,126076968,1172,1,66,13601,364549,2,141077,585,18037250,10928049,1780863479,585,1823,2,1,2,2,808,1,1773838748,1728042745,69439473,133735305,133751689,2,1,5884353420,73389,73389,2,2,2,133735305,9,3,293936,8293012,1644380,27054,13535,1773838748,874341,16391792,8775
15052.16,6,262144,64,102848,6777446006,125,585,1059439,4,25364,67,1822,126837126,1172,1,66,15558,443993,2,141077,585,22892806,14886029,2038441979,585,1823,2,1,2,2,808,1,2030346652,1984511146,117889490,153690956,153690956,2,1,6762402064,73389,73389,2,2,2,153690956,9,3,306395,10437529,1817065,33419,15492,2030346652,1026020,21075028,8775
20064.04,6,262144,64,110655,7291740078,126,585,1168395,4,27549,67,1822,126837126,1172,1,66,16703,615847,2,141077,585,25660108,19794437,2189191060,585,1823,2,1,2,2,808,1,2180424092,2134820031,160235368,165375734,165392118,2,1,7276532296,73389,73389,2,2,2,165375734,9,3,318848,12921574,1964226,38705,16637,2180424092,1129690,23694288,8775
25069.25,6,262144,64,139879,9217316770,131,585,1453140,4,35762,67,1822,127621416,1172,1,66,20997,642151,2,141077,585,32456288,22918282,2754194389,585,1823,2,1,2,2,808,1,2743247260,2697714227,201949052,209143309,209143309,2,1,9201584700,73389,73389,2,2,2,209126925,9,3,343218,14481920,2182800,48092,20931,2743247260,1405048,30272302,8775
30083.22,6,262144,64,182409,12019693614,138,585,1817630,4,47772,67,1822,128683224,1172,1,66,27246,654504,2,141077,585,40862876,24385400,3576377185,585,1823,2,1,2,2,808,1,3562316188,3516956495,243418457,272827734,272827734,2,1,12003699400,73389,73389,2,2,2,272811350,9,3,371599,15693314,2404473,57601,27180,3562316188,1760029,38457372,8775
35088.33,6,262144,64,200471,13210041146,141,585,2018661,4,52809,67,1822,129214128,1172,1,66,29898,702654,2,141077,585,46660572,28643562,3925397057,585,1823,2,1,2,2,808,1,3909919132,3864882426,414961306,299881087,299881087,2,1,13194767828,73389,73389,2,2,2,299881087,9,3,393371,17481258,2672847,66443,29832,3909919132,1952218,43985467,8775
40103.96,6,262144,64,223657,14737522402,145,585,2259128,4,59406,67,1822,129745032,1172,1,66,33303,750409,2,141077,585,52418118,32115980,4373489584,585,1823,2,1,2,2,808,1,4356219292,4311422743,469585334,334583165,334599549,2,1,14721659260,73389,73389,2,2,2,334583165,9,3,412498,19286362,2925624,75444,33237,4356219292,2183684,49490869,8775
45112.41,6,262144,64,236839,15606268486,147,585,2427899,4,63113,67,1822,130010484,1172,1,66,35241,834093,2,141077,585,57021544,36540274,4628574937,585,1823,2,1,2,2,808,1,4610236828,4565437764,570723851,354336175,354336175,2,1,15590791700,73389,73389,2,2,2,354336175,9,3,425206,21304974,3131664,87376,35175,4610236828,2340523,53888127,8775
50132.73,6,262144,64,245259,16161267030,148,585,2545793,4,65463,67,1822,130275936,1172,1,66,36478,988388,2,141077,585,59542213,40912736,4791554538,585,1823,2,1,2,2,808,1,4772503964,4727637914,597421622,366942331,366958715,2,1,16145462564,73389,73389,2,2,2,366942331,9,3,431894,23768309,3259504,97363,36413,4772503964,2448430,56281086,8775
55155.57,6,262144,64,252353,16628568482,150,585,2647038,4,67509,67,1822,130541388,1172,1,66,37519,1117752,2,141077,585,61588814,45575779,4928487078,585,1823,2,1,2,2,808,1,4908818844,4864237396,640791770,377572500,377588884,2,1,16613190000,73389,73389,2,2,2,377572500,9,3,434444,26472567,3364479,101949,37453,4908818844,2545089,58223488,8775
60175.20,6,262144,64,257378,16959745046,150,585,2719723,4,68877,67,1822,130541388,1172,1,66,38257,1303257,2,141077,585,63250282,50374867,5025809699,585,1823,2,1,2,2,808,1,5005681052,4961028960,681559286,385102219,385102219,2,1,16944497636,73389,73389,2,2,2,385102219,9,3,436647,29161727,3434558,106090,38192,5005681052,2613633,59815082,8775
65197.89,6,262144,64,262262,17281415582,151,585,2791116,4,70266,67,1822,130541388,1172,1,66,38976,1513321,2,141077,585,64759568,55052389,5120366875,585,1823,2,1,2,2,808,1,5099790748,5054997385,700296989,392404721,392421105,2,1,17265807724,73389,73389,2,2,2,392404721,9,3,437780,31997309,3509412,109437,38910,5099790748,2681679,61249984,8775
70218.36,6,262144,64,268082,17664958718,152,585,2900481,4,71907,67,1822,130806840,1172,1,66,39831,1699220,2,141077,585,67748677,60624484,5232950432,585,1823,2,1,2,2,808,1,5211857308,5167149689,827349632,401120121,401136505,2,1,17649285324,73389,73389,2,2,2,401120121,9,3,443385,34945699,3612661,139458,39765,5211857308,2761023,64135313,8775
75246.88,6,262144,64,274015,18055641970,153,585,2981066,4,73582,67,1822,130806840,1172,1,66,40701,1846788,2,141077,585,70824573,65823917,5347512053,585,1823,2,1,2,2,808,1,5325889948,5281365577,867414849,410017904,410034288,2,1,18040787776,73389,73389,2,2,2,410017904,9,3,447712,37493759,3709128,143778,40635,5325889948,2837288,67114686,8775
80251.55,6,262144,64,288633,19018956258,156,585,3139517,4,77733,67,1822,131337744,1172,1,66,42849,1944391,2,141077,585,75398755,70998326,5630210969,585,1823,2,1,2,2,808,1,5607432604,5563012365,997848370,431912900,431912900,2,1,19003446704,73389,73389,2,2,2,431896516,9,3,465173,39672101,3885231,150186,42783,5607432604,2989331,71512799,8775
85268.03,6,262144,64,329387,21704410262,163,585,3465481,4,89196,67,1822,132399552,1172,1,66,48838,1982647,2,141077,585,84760528,72102383,6418197103,585,1823,2,1,2,2,808,1,6392422812,6348070623,1023509518,492931051,492947435,2,1,21688966244,73389,73389,2,2,2,492931051,9,3,487237,40766788,4089940,159121,48772,6392422812,3306360,80669595,8775
90284.34,6,262144,64,342222,22550077506,165,585,3621752,4,92841,67,1822,132665004,1172,1,66,50722,2030178,2,141077,585,88688508,76738042,6666051787,585,1823,2,1,2,2,808,1,6639231388,6595262584,1075891465,512145548,512161932,2,1,22534404112,73389,73389,2,2,2,512145548,9,3,493558,42792554,4266777,167343,50656,6639231388,3454409,84421036,8775
95289.78,6,262144,64,389454,25662474852,173,585,4006954,4,106127,67,1822,133992264,1172,1,66,57660,2034510,2,141077,585,98745617,77600684,7579001403,585,1823,2,1,2,2,808,1,7548739996,7505087014,1125857458,582884556,582900940,2,1,25646920464,73389,73389,2,2,2,582884556,9,3,512832,43724482,4463478,178868,57594,7548739996,3828086,94281486,8775
