timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5015.14,262144,64,34876,2298158044,113,0,585,451048,4,6165,67,34,124749708,1172,1,66,5571,161980,2,17686,585,6944208,5891591,724268206,585,327,2,1,2,2,302,1,721330588,675106313,35602687,51884959,51884959,2,1,2282217300,73389,73389,2,2,2,51868575,3,3,305122,4065100,1461411,15579,5505,721330588,435469,5482504,3955
10049.63,262144,64,43820,2887497452,115,0,585,569307,4,8715,67,34,125015160,1172,1,66,6882,251388,2,17686,585,9992789,10677010,896861005,585,327,2,1,2,2,302,1,893165980,847401150,67570900,65269355,65285739,2,1,2871851620,73389,73389,2,2,2,65269355,3,3,310127,6480284,1574902,25447,6817,893165980,543860,8417934,3955
15060.74,262144,64,49790,3281136440,116,0,585,656978,4,10398,67,34,125280612,1172,1,66,7762,425108,2,17686,585,12427828,15839921,1012739790,585,327,2,1,2,2,302,1,1008509340,962519577,112079110,74211972,74228356,2,1,3265326768,73389,73389,2,2,2,74211972,3,3,317356,9351443,1691373,35623,7696,1008509340,621355,10736597,3955
20095.09,262144,64,54645,3600906432,116,0,585,724309,4,11723,67,34,125280612,1172,1,66,8477,575487,2,17686,585,14014566,20318920,1106908077,585,327,2,1,2,2,302,1,1102225820,1056006318,148366470,81489898,81489898,2,1,3585555512,73389,73389,2,2,2,81489898,3,3,321119,12164998,1772406,38966,8411,1102225820,685343,12242603,3955
25107.68,262144,64,59487,3919836522,117,0,585,791858,4,13098,67,34,125280612,1172,1,66,9185,722993,2,17686,585,16065189,25664885,1200153022,585,327,2,1,2,2,302,1,1195024796,1149222496,204932590,88726864,88743248,2,1,3903982016,73389,73389,2,2,2,88726864,3,3,333008,15254643,1878347,42027,9120,1195024796,749831,14187215,3955
30130.99,262144,64,63822,4205527794,118,0,585,852783,4,14330,67,34,125546064,1172,1,66,9821,882980,2,17686,585,17364944,30704760,1283915857,585,327,2,1,2,2,302,1,1278386588,1232725725,232568178,95234742,95234742,2,1,4190328648,73389,73389,2,2,2,95234742,3,3,337732,18619965,1946603,44902,9756,1278386588,807881,15418731,3955
35213.06,262144,64,67846,4470571918,119,0,585,910827,4,15486,67,34,125546064,1172,1,66,10413,1307828,2,17686,585,18597399,35471761,1361887272,585,327,2,1,2,2,302,1,1355981212,1310275020,279565111,101253259,101253259,2,1,4454422500,73389,73389,2,2,2,101236875,3,3,342781,22090099,2022924,47730,10347,1355981212,863097,16574356,3955
40236.83,262144,64,72699,4790476290,119,0,585,978627,4,16808,67,34,125546064,1172,1,66,11125,1623491,2,17686,585,19906573,39935227,1455657373,585,327,2,1,2,2,302,1,1449304476,1403763165,349000282,108520834,108537218,2,1,4774916696,73389,73389,2,2,2,108520834,3,3,350569,25161036,2107337,51158,11059,1449304476,927469,17799529,3955
45248.42,262144,64,77929,5135087734,120,0,585,1050583,4,18291,67,34,125811516,1172,1,66,11895,1817295,2,17686,585,21996399,45483600,1557192402,585,327,2,1,2,2,302,1,1550360988,1504484019,400664080,116345465,116361849,2,1,5119200460,73389,73389,2,2,2,116345465,3,3,355181,28116713,2201788,54680,11830,1550360988,995903,19794849,3955
50261.62,262144,64,84095,5541306326,121,0,585,1131859,4,20028,67,34,125811516,1172,1,66,12801,1972197,2,17686,585,24409379,50670800,1676363141,585,327,2,1,2,2,302,1,1668981148,1623231996,464122797,125576961,125593345,2,1,5525386284,73389,73389,2,2,2,125576961,3,3,362263,30738713,2320569,58537,12735,1668981148,1073322,22089673,3955
