timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5042.45,7,262144,64,28087,1850845072,112,0,585,449845,10,4262,67,23479,124484256,1172,1,66,4572,751874,2,287663,585,5725005,14039151,592979543,585,1212,2,1,2,2,887,1,590389660,544304142,39220579,41721734,41721734,2,1,1835756296,73389,73389,2,2,2,41721734,11,1,3,210187,12114324,1292501,29188,4506,590389660,420657,4432787,13646
10047.01,7,262144,64,66594,4388255394,118,0,585,781516,10,15090,67,23479,125546064,1172,1,66,10229,764148,2,287663,585,13205714,15806321,1337283119,585,1212,2,1,2,2,887,1,1331863964,1286133122,71652042,99387642,99387642,2,1,4372335352,73389,73389,2,2,2,99371258,11,1,3,234281,13277470,1492722,37020,10163,1331863964,744496,11713898,13646
15063.22,7,262144,64,97331,6413760278,124,2,585,1069505,10,23802,67,23479,126571674,1172,1,66,14745,785642,2,287663,585,20792598,18367591,1931492492,585,1212,2,1,2,2,887,1,1923785116,1878237749,115124341,145409732,145426116,2,1,6398028208,73389,73389,2,2,2,145409732,11,1,3,260181,14776810,1719559,46858,14679,1923785116,1022647,19074678,13646
20072.80,7,262144,64,124239,8186759238,128,2,585,1331499,10,31362,67,23479,127102578,1172,1,66,18699,817330,2,287663,585,26712051,21682358,2451800769,585,1212,2,1,2,2,887,1,2442043804,2396470167,176902964,185710376,185726760,2,1,8171256544,73389,73389,2,2,2,185710376,11,1,3,281921,16502914,1979654,55852,18633,2442043804,1275647,24733140,13646
25090.11,7,262144,64,138335,9115447457,130,2,585,1519863,10,35316,67,23479,127368030,1172,1,66,20770,894781,2,287663,585,31164286,25720879,2724384522,585,1212,2,1,2,2,887,1,2713493916,2667934750,205020856,206815066,206837483,2,1,9099862904,73389,73389,2,2,2,206815066,11,1,3,294081,18460844,2216066,63783,20704,2713493916,1456080,28948632,13646
30104.50,7,262144,64,151146,9959692662,133,2,585,1684407,10,38973,67,23479,127886868,1172,1,66,22652,960566,2,287663,585,36509026,30977106,2972106966,585,1212,2,1,2,2,887,1,2960171420,2914781574,281915579,226011020,226011020,2,1,9944484880,73389,73389,2,2,2,226011020,11,1,3,314441,20521612,2462049,71441,22586,2960171420,1612966,34047955,13646
35124.66,7,262144,64,157624,10386623938,134,2,585,1777461,10,40794,67,23479,128152320,1172,1,66,23604,1093771,2,287663,585,38709100,35334904,3097457171,585,1212,2,1,2,2,887,1,3084951964,3039535705,302757251,235699109,235715493,2,1,10370760796,73389,73389,2,2,2,235699109,11,1,3,319389,22914318,2567117,75835,23538,3084951964,1701626,36142416,13646
40137.29,7,262144,64,164130,10815124770,135,2,585,1870395,10,42624,67,23479,128152320,1172,1,66,24559,1209685,2,287663,585,40225710,39684758,3223202968,585,1212,2,1,2,2,887,1,3210125724,3164815990,320822952,245454893,245454893,2,1,10799294396,73389,73389,2,2,2,245438509,11,1,3,323717,25586381,2666080,80062,24493,3210125724,1790333,37560299,13646
45160.37,7,262144,64,169439,11165179010,136,2,585,1955890,10,44127,67,23479,128417772,1172,1,66,25341,1459846,2,287663,585,42887666,44896172,3326183053,585,1212,2,1,2,2,887,1,3312624028,3267121976,375515189,253400245,253416629,2,1,11149610780,73389,73389,2,2,2,253400245,11,1,3,331165,28412342,2777487,92245,25275,3312624028,1863645,40110532,13646
50214.53,7,262144,64,174421,11493272074,137,3,585,2024819,10,45540,67,23479,128417772,1172,1,66,26072,1653778,2,287663,585,45255972,50371206,3422448647,585,1212,2,1,2,2,887,1,3408437660,3363020026,412726660,260866587,260866587,2,1,11478129828,73389,73389,2,2,2,260866587,11,1,3,339227,31536544,2869153,95572,26006,3408437660,1929247,42388064,13646
