timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5030.04,12,262144,64,31599,2082334764,113,1,585,487003,6,5269,67,1345,124749708,1172,1,66,5089,381156,2,91871,585,7391298,11149696,660980035,585,901,2,1,2,2,779,1,658153884,612025301,38530672,46978395,46978395,2,1,2067049380,73389,73389,2,2,2,46978395,12,1,3,333834,7754131,1674110,24517,5024,658153884,462486,5717306,5841
10052.77,12,262144,64,39158,2580375908,114,1,585,593078,6,7389,67,1345,124749708,1172,1,66,6199,531970,2,91871,585,9662798,15857925,807126256,585,901,2,1,2,2,779,1,803643804,757567791,74178658,58302725,58302725,2,1,2564599004,73389,73389,2,2,2,58286341,12,1,3,344615,10175614,1804407,31886,6133,803643804,561192,7858828,5841
15068.09,12,262144,64,46067,3035553200,115,1,585,687796,6,9327,67,1345,125015160,1172,1,66,7215,668557,2,91871,585,12477153,20966444,940901416,585,901,2,1,2,2,779,1,936812956,890683552,138413799,68646174,68646174,2,1,3020431656,73389,73389,2,2,2,68646174,12,1,3,354015,12562440,1944434,36374,7149,936812956,651422,10533709,5841
20090.84,12,262144,64,51674,3405137168,116,1,585,772532,6,10913,67,1345,125280612,1172,1,66,8040,822937,2,91871,585,14717550,26024418,1049538830,585,901,2,1,2,2,779,1,1044947356,998759617,186919386,77042086,77042086,2,1,3389851784,73389,73389,2,2,2,77042086,12,1,3,358524,15383927,2042852,44049,7974,1044947356,728483,12675649,5841
25117.18,12,262144,64,56713,3736977850,117,1,585,846638,6,12342,67,1345,125280612,1172,1,66,8776,962445,2,91871,585,16669506,31157885,1146467933,585,901,2,1,2,2,779,1,1141416348,1095772047,219190237,84573964,84590348,2,1,3721254416,73389,73389,2,2,2,84573964,12,1,3,363242,18049214,2137116,49155,8710,1141416348,797483,14533393,5841
30131.94,12,262144,64,61729,4067830042,118,1,585,914296,6,13764,67,1345,125546064,1172,1,66,9514,1208629,2,91871,585,17947464,35778388,1243660583,585,901,2,1,2,2,779,1,1238147484,1192453489,246872094,92093332,92109716,2,1,4052106608,73389,73389,2,2,2,92093332,12,1,3,369613,20836076,2234841,52485,9448,1238147484,861811,15713414,5841
35168.33,12,262144,64,68236,4496396410,119,1,585,1006754,6,15594,67,1345,125546064,1172,1,66,10472,1317684,2,91871,585,21024288,40982848,1369807218,585,901,2,1,2,2,779,1,1363714460,1317767515,343392248,101832732,101849116,2,1,4480640208,73389,73389,2,2,2,101832732,12,1,3,374693,23342742,2352893,56957,10406,1363714460,949797,18672291,5841
40173.80,12,262144,64,87840,5788065906,122,1,585,1203669,6,21081,67,1345,126076968,1172,1,66,13351,1377313,2,91871,585,25762852,44682993,1748542579,585,901,2,1,2,2,779,1,1740939676,1695289235,389820873,131194070,131210454,2,1,5772539080,73389,73389,2,2,2,131194070,12,1,3,394014,25197747,2526879,67033,13285,1740939676,1136636,23236843,5841
45189.08,12,262144,64,124506,8204257350,128,1,585,1514213,6,31434,67,1345,127102578,1172,1,66,18738,1393270,2,91871,585,33460466,46158667,2457453352,585,901,2,1,2,2,779,1,2447155612,2401586797,440586596,186119976,186119976,2,1,8188558048,73389,73389,2,2,2,186103592,12,1,3,421860,26466277,2733074,77306,18672,2447155612,1436907,30727961,5841
50193.25,12,262144,64,137963,9090953438,130,1,585,1676561,6,35212,67,1345,127368030,1172,1,66,20716,1449957,2,91871,585,38749641,50844391,2717673404,585,901,2,1,2,2,779,1,2706284956,2660830699,552041370,206258010,206274394,2,1,9075352440,73389,73389,2,2,2,206258010,12,1,3,434209,28463640,2940135,84446,20650,2706284956,1592115,35810291,5841
