timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5007.59,1,262144,64,72753,4794015234,119,585,719691,4,16818,67,86,125546064,1172,1,66,11134,71528,2,2973,585,12643245,1082761,1456035628,585,286,2,1,2,2,296,1,1450484124,1404828327,30658917,108602754,108602754,2,1,4777800280,73389,73389,2,2,2,108586370,4,3,334216,2195288,1514815,15650,11068,1450484124,704041,11127251,4294
10011.99,1,262144,64,124571,8208517190,128,585,1133975,4,31452,67,86,127102578,1172,1,66,18746,77320,2,2973,585,22179463,1199716,2457528756,585,286,2,1,2,2,296,1,2448204188,2402820705,60999511,186218280,186218280,2,1,8192883424,73389,73389,2,2,2,186201896,4,3,360578,3029760,1704386,24600,18680,2448204188,1109375,20474425,4294
15029.02,1,262144,64,144780,9540366870,132,585,1354345,4,37182,67,86,127886868,1172,1,66,21719,133207,2,2973,585,27176779,4251033,2848758502,585,286,2,1,2,2,296,1,2837881244,2792179929,124509855,216484612,216484612,2,1,9524602032,73389,73389,2,2,2,216468228,4,3,371742,5026966,1869689,32870,21653,2837881244,1321475,25307128,4294
20047.26,1,262144,64,152548,10052105038,133,585,1463152,4,39357,67,86,127886868,1172,1,66,22860,223737,2,2973,585,30326631,9011938,2998982076,585,286,2,1,2,2,296,1,2987434396,2941744984,188895008,228103854,228120238,2,1,10036569576,73389,73389,2,2,2,228103854,4,3,378142,7357896,2012855,37951,22794,2987434396,1425201,28313714,4294
25095.96,1,262144,64,158367,10435582638,134,585,1545197,4,40998,67,86,128152320,1172,1,66,23712,449480,2,2973,585,32199880,13547858,3111302181,585,286,2,1,2,2,296,1,3099238812,3053818562,218825624,236819254,236835638,2,1,10420047176,73389,73389,2,2,2,236819254,4,3,381609,10313297,2095093,41941,23647,3099238812,1503256,30104783,4294
30130.93,1,262144,64,163426,10768721974,135,585,1619205,4,42434,67,86,128152320,1172,1,66,24455,627006,2,2973,585,33969206,18424096,3209019681,585,286,2,1,2,2,296,1,3196494236,3151258075,253405571,244400284,244400284,2,1,10753612496,73389,73389,2,2,2,244400284,4,3,387071,13250478,2178181,45519,24389,3196494236,1573686,31791332,4294
35172.22,1,262144,64,168778,11121594262,136,585,1696106,4,43947,67,86,128417772,1172,1,66,25245,907582,2,2973,585,35622277,23374722,3313050309,585,286,2,1,2,2,296,1,3300041116,3254358938,277664928,252411172,252427556,2,1,11106091568,73389,73389,2,2,2,252411172,4,3,392126,16295061,2277707,49320,25179,3300041116,1646786,33344872,4294
40302.64,1,262144,64,173467,11430485278,136,585,1759103,4,45225,67,86,128417772,1172,1,66,25932,1122761,2,2973,585,37197523,28407462,3403525052,585,286,2,1,2,2,296,1,3390087580,3344671749,299751487,259426954,259443338,2,1,11414785976,73389,73389,2,2,2,259426954,4,3,394342,19539074,2340728,52415,25866,3390087580,1706688,34857167,4294
45342.79,1,262144,64,178260,11746192038,137,585,1824133,4,46587,67,86,128417772,1172,1,66,26634,1412732,2,2973,585,38922461,33939914,3495977549,585,286,2,1,2,2,296,1,3482100124,3436974621,363471278,266614768,266614768,2,1,11731049792,73389,73389,2,2,2,266614768,4,3,397416,22743165,2410958,55765,26568,3482100124,1768368,36512230,4294
50352.05,1,262144,64,183371,12083004698,138,585,1892457,4,48036,67,86,128683224,1172,1,66,27386,1600163,2,2973,585,40598409,38624672,3595133247,585,286,2,1,2,2,296,1,3580797340,3535423661,423638643,274259175,274275559,2,1,12067403700,73389,73389,2,2,2,274259175,4,3,403729,25657950,2510767,59097,27321,3580797340,1833360,38088337,4294
