timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5013.91,10,262144,64,36098,2378773940,113,585,514877,9,6468,67,3508,124749708,1172,1,66,5751,643796,2,229818,585,6765829,14863947,748098631,585,1005,2,1,2,2,782,1,744923548,698698674,36165424,53699265,53715649,2,1,2362767660,73389,73389,2,2,2,53699265,10,3,264930,10979803,1424745,26657,5685,744923548,488220,5340379,7478
10018.92,10,262144,64,86834,5721871238,122,585,937587,9,20830,67,3508,126076968,1172,1,66,13205,650903,2,229818,585,17746384,15123396,1728661590,585,1005,2,1,2,2,782,1,1721803164,1675986421,69958944,129697093,129697093,2,1,5706672092,73389,73389,2,2,2,129697093,10,3,301556,11839230,1660670,36336,13139,1721803164,901251,16084370,7478
15025.17,10,262144,64,138670,9137552842,131,585,1359327,9,35406,67,3508,127368030,1172,1,66,20820,653086,2,229818,585,28468168,15265622,2730691985,585,1005,2,1,2,2,782,1,2720047516,2674409497,101283085,207329003,207329003,2,1,9121755236,73389,73389,2,2,2,207312619,10,3,316778,12684675,1876239,46819,20754,2720047516,1312508,26590040,7478
20029.73,10,262144,64,189561,12491061606,139,585,1779963,9,49779,67,3508,128948676,1172,1,66,28295,656027,2,229818,585,39022557,15349118,3714156629,585,1005,2,1,2,2,782,1,3699810716,3654671828,133210733,283545856,283545856,2,1,12475296768,73389,73389,2,2,2,283529472,10,3,342390,13506393,2057881,56077,28229,3699810716,1723886,36962647,7478
25035.85,10,262144,64,239054,15752227082,147,585,2176055,9,63715,67,3508,130010484,1172,1,66,35566,656362,2,229818,585,49018454,15386075,4670775991,585,1005,2,1,2,2,782,1,4652835228,4608053583,164679480,357647458,357663842,2,1,15736488152,73389,73389,2,2,2,357647458,10,3,384184,14263193,2249726,64430,35501,4652835228,2111625,46766045,7478
30090.43,10,262144,64,256109,16876048958,150,585,2355320,9,68532,67,3508,130541388,1172,1,66,38070,732425,2,229818,585,53607008,18828800,5000301936,585,1005,2,1,2,2,782,1,4981039516,4936578739,209984919,383189609,383205993,2,1,16860342796,73389,73389,2,2,2,383189609,10,3,395540,16448020,2396029,70111,38004,4981039516,2285209,51208484,7478
35110.69,10,262144,64,262179,17275976094,151,585,2440066,9,70242,67,3508,130541388,1172,1,66,38961,874846,2,229818,585,55330273,23384361,5117762422,585,1005,2,1,2,2,782,1,5097955740,5053453927,256389512,392273649,392290033,2,1,17260040556,73389,73389,2,2,2,392273649,10,3,399392,18884019,2483770,74297,38896,5097955740,2365769,52844026,7478
40126.10,10,262144,64,267997,17659388158,152,585,2520289,9,71883,67,3508,130806840,1172,1,66,39817,1093137,2,229818,585,57794300,28546417,5230481711,585,1005,2,1,2,2,782,1,5210153372,5165548159,344958198,400989049,401005433,2,1,17643518156,73389,73389,2,2,2,400989049,10,3,410014,21563926,2594173,78196,39752,5210153372,2442093,55198333,7478
45169.82,10,262144,64,273386,18014419826,153,585,2595370,9,73412,67,3508,130806840,1172,1,66,40608,1269926,2,229818,585,59416759,33345981,5334516150,585,1005,2,1,2,2,782,1,5313700252,5269325225,401660560,409084016,409084016,2,1,17999696704,73389,73389,2,2,2,409084016,10,3,415867,24309362,2695184,81625,40542,5313700252,2513745,56719874,7478
50183.44,10,262144,64,281791,18568435330,155,585,2702865,9,75787,67,3508,131337744,1172,1,66,41847,1347936,2,229818,585,61796422,37896199,5497631448,585,1005,2,1,2,2,782,1,5476098460,5431316458,456775868,421665596,421681980,2,1,18553286224,73389,73389,2,2,2,421665596,10,3,421817,26742463,2818125,86644,41781,5476098460,2616221,58976019,7478
