timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5007.36,262144,64,65613,4323699126,118,0,585,667756,5,14803,67,283,125546064,1172,1,66,10085,58028,2,1487,585,13112114,1977721,1318070892,585,352,2,1,2,2,307,1,1312989596,1267289528,29654704,97907049,97923433,2,1,4307910156,73389,73389,2,2,2,97907049,6,3,330289,2634450,1510760,14904,10019,1312989596,652852,11598432,5967
10012.20,262144,64,121127,7981749398,128,0,585,1122427,5,30461,67,283,127102578,1172,1,66,18241,58722,2,1487,585,23219111,2059728,2391163576,585,352,2,1,2,2,307,1,2382012828,2336506049,69673839,181049572,181065956,2,1,7966181168,73389,73389,2,2,2,181049572,6,3,353674,3503007,1703762,24345,18175,2382012828,1098082,21512898,5967
15029.13,262144,64,135096,8901999918,130,0,585,1279982,5,34433,67,283,127368030,1172,1,66,20294,136151,2,1487,585,26737863,5878361,2661362535,585,352,2,1,2,2,307,1,2651103644,2605591777,115926056,201974038,201974038,2,1,8886857672,73389,73389,2,2,2,201974038,6,3,373307,5534523,1887129,29756,20228,2651103644,1250226,24848524,5967
20069.09,262144,64,141295,9310646650,131,0,585,1381593,5,36177,67,283,127621416,1172,1,66,21205,269944,2,1487,585,29058535,10764591,2781453159,585,352,2,1,2,2,307,1,2770641308,2725012679,177406022,211252527,211268911,2,1,9295111188,73389,73389,2,2,2,211252527,6,3,378237,8195313,1999411,45126,21140,2770641308,1336467,27057079,5967
25079.67,262144,64,146604,9660435438,132,0,585,1457085,5,37680,67,283,127886868,1172,1,66,21987,440239,2,1487,585,31196026,16025887,2884307663,585,352,2,1,2,2,307,1,2873008540,2827288296,224046142,219200038,219216422,2,1,9644801672,73389,73389,2,2,2,219200038,6,3,390830,10998518,2114793,48622,21921,2873008540,1408463,29077766,5967
30099.53,262144,64,151674,9994561122,133,0,585,1527924,5,39119,67,283,127886868,1172,1,66,22730,587131,2,1487,585,32803712,20968062,2982157866,585,352,2,1,2,2,307,1,2970395036,2924962837,248667846,226803485,226803485,2,1,9979353340,73389,73389,2,2,2,226803485,6,3,394054,13608472,2180486,53677,22664,2970395036,1474247,30620299,5967
35119.91,262144,64,160254,10560045426,134,0,585,1640331,5,41513,67,283,128152320,1172,1,66,23990,675834,2,1487,585,35676775,25516537,3148041581,585,352,2,1,2,2,307,1,3135545756,3090251351,381983900,239655401,239655401,2,1,10544837644,73389,73389,2,2,2,239655401,6,3,405799,15888287,2326230,58666,23924,3135545756,1581665,33348477,5967
40137.04,262144,64,178474,11760216742,137,0,585,1824643,5,46647,67,283,128417772,1172,1,66,26664,718721,2,1487,585,40599786,29588303,3499937318,585,352,2,1,2,2,307,1,3486032284,3441031184,421985115,266926064,266942448,2,1,11744746816,73389,73389,2,2,2,266926064,6,3,423958,17848497,2530451,68156,26599,3486032284,1756487,38066694,5967
45154.63,262144,64,185830,12245219530,138,0,585,1921714,5,48707,67,283,128683224,1172,1,66,27748,884839,2,1487,585,43411709,34317516,3642658862,585,352,2,1,2,2,307,1,3628114332,3582849619,459680571,277953323,277953323,2,1,12229946212,73389,73389,2,2,2,277953323,6,3,428978,20368456,2663663,72638,27682,3628114332,1849076,40746078,5967
50166.90,262144,64,191893,12644687914,139,0,585,2010260,5,50417,67,283,128948676,1172,1,66,28639,1084745,2,1487,585,45239235,38853220,3759984883,585,352,2,1,2,2,307,1,3744899484,3699584662,521114536,287037363,287037363,2,1,12629643972,73389,73389,2,2,2,287037363,6,3,434701,22807080,2770373,76679,28573,3744899484,1933581,42466154,5967
