timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5014.10,262144,64,39572,2607507812,114,0,585,507681,3,7503,67,115,124749708,1172,1,66,6259,141783,2,3530,585,7667952,4217463,814853700,585,317,2,1,2,2,301,1,811639196,765493654,30986056,58908933,58925317,2,1,2591993052,73389,73389,2,2,2,58908933,4,3,346121,3257254,1546004,16942,6194,811639196,490739,6121634,3792
10025.63,262144,64,47705,3143432072,115,0,585,620924,3,9776,67,115,125015160,1172,1,66,7454,239465,2,3530,585,10642896,8894630,972049041,585,317,2,1,2,2,301,1,968139164,922196798,71098752,71099456,71099456,2,1,3128376064,73389,73389,2,2,2,71099456,4,3,355846,5577878,1696777,22489,7388,968139164,598435,8945729,3792
15030.27,262144,64,74841,4931650758,120,0,585,854899,3,17448,67,115,125811516,1172,1,66,11440,268263,2,3530,585,16694647,11788559,1496400055,585,317,2,1,2,2,301,1,1490461084,1445001099,125061076,111733813,111733813,2,1,4916287772,73389,73389,2,2,2,111733813,4,3,390492,7103787,1928158,30228,11374,1490461084,824671,14765314,3792
20044.18,262144,64,132691,8743589482,130,0,585,1313979,3,33725,67,115,127368030,1172,1,66,19939,268697,2,3530,585,27253003,11789284,2614722912,585,317,2,1,2,2,301,1,2604573084,2559226788,152255740,198367843,198384227,2,1,8728185092,73389,73389,2,2,2,198367843,4,3,432671,7976665,2150604,39990,19874,2604573084,1273989,25100999,3792
25057.03,262144,64,148296,9772118706,132,0,585,1516195,3,38140,67,115,127886868,1172,1,66,22232,325476,2,3530,585,32422756,16006321,2916517311,585,317,2,1,2,2,301,1,2905121180,2859907926,309472524,221741273,221757657,2,1,9756616012,73389,73389,2,2,2,221741273,4,3,448828,9909249,2433611,48822,22167,2905121180,1467373,29987137,3792
30061.10,262144,64,195985,12914188486,140,0,585,1914760,3,51588,67,115,128948676,1172,1,66,29238,339046,2,3530,585,41269030,17119836,3838133308,585,317,2,1,2,2,301,1,3823411612,3778313756,335289933,293154184,293170568,2,1,12898784096,73389,73389,2,2,2,293154184,4,3,477703,11025507,2634413,57836,29172,3823411612,1856924,38632660,3792
35065.19,262144,64,261074,17203027910,151,0,585,2447270,3,69942,67,115,130541388,1172,1,66,38800,339238,2,3530,585,52057938,17122436,5096211583,585,317,2,1,2,2,301,1,5076591004,5032087905,360556294,390623183,390639567,2,1,17187420052,73389,73389,2,2,2,390623183,4,3,508217,12002218,2824946,68358,38734,5076591004,2378912,49230802,3792
40075.01,262144,64,308160,20305844934,159,0,585,2839839,3,83223,67,115,131868648,1172,1,66,45719,347964,2,3530,585,61041837,17651284,6006805206,585,317,2,1,2,2,301,1,5983740316,5939206650,436907115,461149199,461165583,2,1,20290564756,73389,73389,2,2,2,461149199,4,3,539250,12922158,3025690,77331,45654,5983740316,2762508,58014184,3792
45088.30,262144,64,318840,21009485742,161,0,585,2980952,3,86244,67,115,132134100,1172,1,66,47286,417539,2,3530,585,64403499,21831719,6213072473,585,317,2,1,2,2,301,1,6189130140,6144961804,474269812,477134333,477150717,2,1,20993910652,73389,73389,2,2,2,477134333,4,3,544714,15186261,3179202,83940,47221,6189130140,2897012,61222716,3792
50097.09,262144,64,328713,21660238998,162,0,585,3116915,3,88992,67,115,132399552,1172,1,66,48739,512570,2,3530,585,67432063,26116743,6404216996,585,317,2,1,2,2,301,1,6379446684,6335120120,559247271,491939819,491939819,2,1,21644631140,73389,73389,2,2,2,491923435,4,3,551957,17409919,3331025,90066,48673,6379446684,3026849,64098400,3792
55102.63,262144,64,385059,25372851420,172,1,585,3598465,3,104853,67,115,133726812,1172,1,66,57011,516885,2,3530,585,76889439,26987644,7492607662,585,317,2,1,2,2,301,1,7463674268,7420457295,620639565,576311142,576311142,2,1,25356969352,73389,73389,2,2,2,576294758,4,3,577286,18585615,3576848,101143,56945,7463674268,3497322,73310214,3792
