timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5069.75,262144,64,24623,1622766560,111,0,585,423014,7,3261,67,4,124484256,1172,1,66,4066,906520,2,102294,585,4958622,18614641,526568790,585,780,2,1,2,2,621,1,524198300,477619581,37501281,36528450,36544834,2,1,1607251800,73389,73389,2,2,2,36528450,17,3,229798,18786136,1270153,38629,4001,524198300,384385,3686685,7492
10114.24,262144,64,31649,2085611564,113,0,585,533542,7,5286,67,4,124749708,1172,1,66,5098,1085025,2,102294,585,7122132,23176545,662321582,585,780,2,1,2,2,621,1,659333532,612977389,70615170,47043931,47060315,2,1,2069932964,73389,73389,2,2,2,47043931,17,3,239126,21410338,1391164,44401,5032,659333532,489141,5728691,7492
15132.00,262144,64,39114,2577226872,114,1,585,636263,7,7379,67,4,124749708,1172,1,66,6193,1170233,2,102294,585,9890509,28259101,806493822,585,780,2,1,2,2,621,1,802857372,756658769,112603222,58231156,58231156,2,1,2562170864,73389,73389,2,2,2,58231156,17,3,252612,23803717,1530030,49229,6127,802857372,587034,8359659,7492
20137.64,262144,64,72988,4809428260,120,1,585,934802,7,16898,67,4,125558130,1172,1,66,11170,1206134,2,102294,585,17708153,30394369,1461222961,585,780,2,1,2,2,621,1,1455071644,1409248388,160522150,108946818,108963202,2,1,4793659992,73389,73389,2,2,2,108946818,17,3,282634,25249493,1757004,57700,11104,1455071644,877102,15949377,7492
25142.90,262144,64,117452,7739577338,127,1,585,1282761,7,29454,67,4,127102578,1172,1,66,17703,1207302,2,102294,585,28302120,30803160,2320899061,585,780,2,1,2,2,621,1,2311496092,2265785327,196075664,175555343,175555343,2,1,7723714196,73389,73389,2,2,2,175538959,17,3,302962,26011576,1935634,67798,17637,2311496092,1214963,26364349,7492
30162.82,262144,64,133872,8821277082,130,1,585,1453364,7,34098,67,4,127368030,1172,1,66,20114,1302896,2,102294,585,32278590,33999112,2638191043,585,780,2,1,2,2,621,1,2627510684,2582021897,217615501,200126964,200143348,2,1,8805586416,73389,73389,2,2,2,200126964,17,3,308926,28090442,2075214,73677,20048,2627510684,1379687,30201474,7492
35177.84,262144,64,139825,9213777826,131,1,585,1541115,7,35775,67,4,127621416,1172,1,66,20988,1470663,2,102294,585,35569861,39333574,2753276961,585,780,2,1,2,2,621,1,2742067612,2696707868,276268588,209061389,209061389,2,1,9197980220,73389,73389,2,2,2,209045005,17,3,319329,30706698,2212545,81417,20922,2742067612,1459698,33355349,7492
40208.34,262144,64,145974,9619147758,132,1,585,1644288,7,37507,67,4,127886868,1172,1,66,21893,1740962,2,102294,585,37711563,44207460,2872443453,585,780,2,1,2,2,621,1,2860687772,2815185157,308060774,218266150,218282534,2,1,9603710600,73389,73389,2,2,2,218266150,17,3,325786,33325636,2309185,91924,21827,2860687772,1552364,35399782,7492
45282.38,262144,64,153688,10127081530,133,1,585,1761837,7,39666,67,4,127886868,1172,1,66,23026,1936488,2,102294,585,40849810,49146161,3021613730,585,780,2,1,2,2,621,1,3009192348,2963740315,393426458,229813823,229813823,2,1,10111087316,73389,73389,2,2,2,229797439,17,3,336169,35796733,2472442,96703,22960,3009192348,1665134,38374570,7492
50311.83,262144,64,163910,10800706850,135,1,585,1895660,7,42564,67,4,128152320,1172,1,66,24527,2035570,2,102294,585,44158200,54133764,3219203592,585,780,2,1,2,2,621,1,3205931420,3160601602,610278221,245127213,245127213,2,1,10785597372,73389,73389,2,2,2,245127213,17,3,344987,38218830,2611426,105435,24461,3205931420,1790225,41544093,7492
