timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5020.61,262144,64,47850,3153200244,115,0,585,526069,5,9815,67,43,125015160,1172,1,66,7478,119274,2,324,585,9884219,4300886,975116613,585,1382,2,1,2,2,409,1,971284892,925081690,37927371,71318481,71334865,2,1,3138013164,73389,73389,2,2,2,71318481,5,3,306226,3354157,1389160,15904,7412,971284892,510165,8493515,5303
10025.78,262144,64,71032,4680443488,119,0,585,753566,5,16304,67,43,125546064,1172,1,66,10881,176374,2,324,585,15246918,7582668,1422797794,585,1382,2,1,2,2,409,1,1417191836,1371607232,81796983,106012367,106028751,2,1,4664544148,73389,73389,2,2,2,106012367,5,3,345179,5090099,1638051,23989,10815,1417191836,729577,13607603,5303
15031.17,262144,64,125515,8270648626,128,0,585,1181094,5,31656,67,43,127102578,1172,1,66,18887,177148,2,324,585,26248254,7628860,2476123421,585,1382,2,1,2,2,409,1,2466554268,2420996692,107878717,187616953,187633337,2,1,8255145932,73389,73389,2,2,2,187616953,5,3,380250,5936296,1877823,34539,18821,2466554268,1146555,24369598,5303
20040.82,262144,64,144695,9534796310,132,0,585,1397272,5,37161,67,43,127886868,1172,1,66,21706,231274,2,324,585,30840984,10956823,2847387091,585,1382,2,1,2,2,409,1,2836308380,2790557991,138681795,216353540,216369924,2,1,9519555760,73389,73389,2,2,2,216353540,5,3,386436,7846169,2043632,44249,21641,2836308380,1353023,28796367,5303
25051.73,262144,64,169241,11152202882,136,0,585,1643861,5,44073,67,43,128417772,1172,1,66,25310,276560,2,324,585,36727950,14350714,3321496369,585,1382,2,1,2,2,409,1,3308560796,3263317366,200494313,253105333,253121717,2,1,11136634652,73389,73389,2,2,2,253105333,5,3,397829,9566776,2227410,52559,25244,3308560796,1591302,34499482,5303
30071.77,262144,64,182256,12009666606,138,0,585,1802642,5,47730,67,43,128683224,1172,1,66,27222,351575,2,324,585,41257652,18937670,3573164030,585,1382,2,1,2,2,409,1,3559170460,3514033792,267583701,272598358,272598358,2,1,11994327752,73389,73389,2,2,2,272598358,5,3,408279,11745930,2431509,60164,27156,3559170460,1742478,38824707,5303
35081.18,262144,64,194256,12800345838,140,0,585,1947286,5,51117,67,43,128948676,1172,1,66,28986,421833,2,324,585,44866155,23283098,3805358521,585,1382,2,1,2,2,409,1,3790381468,3745115560,321034877,290569830,290586214,2,1,12785072520,73389,73389,2,2,2,290569830,5,3,417539,13900672,2603953,67411,28920,3790381468,1879875,42262549,5303
40088.16,262144,64,231980,15286163954,146,0,585,2269688,5,61703,67,43,130010484,1172,1,66,34525,430647,2,324,585,54472908,26397267,4534160376,585,1382,2,1,2,2,409,1,4516389276,4471834318,401482383,347066441,347066441,2,1,15270202508,73389,73389,2,2,2,347050057,5,3,448249,15167458,2871650,79344,34459,4516389276,2190344,51601976,5303
45104.38,262144,64,241013,15881408462,148,0,585,2387415,5,64305,67,43,130275936,1172,1,66,35853,554608,2,324,585,57747061,31558337,4709112481,585,1382,2,1,2,2,409,1,4690583964,4645823437,486934755,360581909,360598293,2,1,15865603996,73389,73389,2,2,2,360581909,5,3,455862,17689609,3022351,84629,35788,4690583964,2302786,54724541,5303
50115.73,262144,64,247137,16284874542,149,0,585,2473434,5,66032,67,43,130275936,1172,1,66,36751,730259,2,324,585,59781665,36141395,4827224816,585,1382,2,1,2,2,409,1,4808155548,4763776575,534665792,369764253,369764253,2,1,16269627132,73389,73389,2,2,2,369764253,5,3,463210,20459167,3129070,88694,36685,4808155548,2384740,56652705,5303
55141.36,262144,64,253512,16705055610,150,0,585,2564781,5,67824,67,43,130541388,1172,1,66,37690,902233,2,324,585,61640037,40666479,4950870133,585,1382,2,1,2,2,409,1,4931232156,4886570413,555241260,379304886,379321270,2,1,16689414984,73389,73389,2,2,2,379304886,5,3,468423,23036843,3222532,94711,37624,4931232156,2470070,58417006,5303
60151.86,262144,64,263280,17348396682,151,0,585,2694396,5,70542,67,43,130541388,1172,1,66,39126,1004877,2,324,585,65483963,45650410,5139904791,585,1382,2,1,2,2,409,1,5119451548,5074626966,664325207,393934466,393934466,2,1,17333116504,73389,73389,2,2,2,393934466,5,3,474185,25304084,3363239,106048,39060,5119451548,2588348,62120162,5303
65173.96,262144,64,274249,18071242846,153,0,585,2837083,5,73645,67,43,130806840,1172,1,66,40736,1107616,2,324,585,69334549,50778209,5351834649,585,1382,2,1,2,2,409,1,5330477468,5285872939,772138632,410368001,410384385,2,1,18056192044,73389,73389,2,2,2,410368001,5,3,490324,27530505,3587404,112697,40670,5330477468,2724386,65747175,5303
70184.37,262144,64,283681,18692829274,155,1,585,2969259,5,76327,67,43,131337744,1172,1,66,42125,1215826,2,324,585,73632593,56143860,5534684958,585,1382,2,1,2,2,409,1,5512536476,5467737168,839437596,424495710,424512094,2,1,18677811240,73389,73389,2,2,2,424495710,5,3,497818,29942406,3755624,130156,42059,5512536476,2839103,69878267,5303
75205.65,262144,64,297643,19612886494,157,1,585,3126047,5,80246,67,43,131603196,1172,1,66,44174,1262320,2,324,585,76799018,60243316,5804369999,585,1382,2,1,2,2,409,1,5781103004,5736650077,878381751,445409825,445409825,2,1,19598032300,73389,73389,2,2,2,445409825,5,3,507263,31886583,3918605,136497,44108,5781103004,2989550,72881390,5303
80239.04,262144,64,307172,20240679089,159,1,585,3247680,5,82953,67,43,131868648,1172,1,66,45573,1326023,2,324,585,79052346,64432998,5988537941,585,1382,2,1,2,2,409,1,5964472732,5920107349,987528697,459662573,459684990,2,1,20225153212,73389,73389,2,2,2,459662573,5,3,516262,34117225,4077349,142027,45507,5964472732,3105653,74976192,5303
85260.59,262144,64,314488,20722680358,160,1,585,3343560,5,85005,67,43,131868648,1172,1,66,46648,1458024,2,324,585,82120103,69441933,6130209527,585,1382,2,1,2,2,409,1,6105506204,6061118267,1028422552,470626455,470642839,2,1,20707564020,73389,73389,2,2,2,470626455,5,3,521843,36608162,4212017,146549,46583,6105506204,3197011,77910158,5303
90278.99,262144,64,322013,21218493278,161,1,585,3439207,5,87111,67,43,132134100,1172,1,66,47754,1591307,2,324,585,83661947,73587488,6275826261,585,1382,2,1,2,2,409,1,6250471836,6205975345,1147371376,481893441,481909825,2,1,21203311404,73389,73389,2,2,2,481893441,5,3,524845,39013808,4298143,150905,47689,6250471836,3288302,79365426,5303
