timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5010.05,262144,64,66052,4352469430,118,0,585,637763,5,14939,67,77,125546064,1172,1,66,10149,105620,2,864,585,12236983,2251069,1326472732,585,354,2,1,2,2,321,1,1321378204,1275702082,28352986,98562409,98578793,2,1,4336745996,73389,73389,2,2,2,98562409,4,3,314352,2885303,1378299,19612,10083,1321378204,618151,10857259,5210
10016.80,262144,64,113412,7473219186,126,0,585,1017493,5,28293,67,77,126837126,1172,1,66,17110,111195,2,864,585,24009846,2498592,2242206917,585,354,2,1,2,2,321,1,2233639324,2187906229,66297255,169489833,169506217,2,1,7457552652,73389,73389,2,2,2,169489833,4,3,359356,3738952,1647755,30122,17044,2233639324,987371,22359850,5210
15040.05,262144,64,131668,8676280702,129,1,585,1197484,5,33441,67,77,127368030,1172,1,66,19792,215784,2,864,585,28295191,5776843,2595279903,585,354,2,1,2,2,321,1,2585305500,2539595914,97620555,196846290,196846290,2,1,8660515864,73389,73389,2,2,2,196829906,4,3,372437,5632337,1813727,36108,19726,2585305500,1161376,26478654,5210
20063.95,262144,64,137223,9042191346,130,1,585,1274760,5,35013,67,77,127368030,1172,1,66,20606,487806,2,864,585,29959393,10031919,2702466392,585,354,2,1,2,2,321,1,2691998108,2646507225,148374185,205154249,205170633,2,1,9026786956,73389,73389,2,2,2,205154249,4,3,375974,8229019,1887217,39760,20540,2691998108,1235000,28070648,5210
25097.21,262144,64,142586,9395784530,131,1,585,1350499,5,36528,67,77,127621416,1172,1,66,21394,750865,2,864,585,31591840,14925911,2806239060,585,354,2,1,2,2,321,1,2795282844,2749893950,183301510,213197905,213197905,2,1,9380707820,73389,73389,2,2,2,213197905,4,3,381277,11094228,1985658,43406,21328,2795282844,1307093,29604203,5210
30108.70,262144,64,148220,9767137970,132,1,585,1431401,5,38121,67,77,127886868,1172,1,66,22222,950036,2,864,585,34288472,20299499,2915273444,585,354,2,1,2,2,321,1,2903810460,2858468909,249426133,221626585,221642969,2,1,9751569740,73389,73389,2,2,2,221626585,4,3,388605,13823908,2101260,47086,22157,2903810460,1384315,32184879,5210
35122.48,262144,64,154122,10155789606,133,1,585,1515100,5,39786,67,77,127886868,1172,1,66,23089,1162032,2,864,585,36254298,24817727,3029435929,585,354,2,1,2,2,321,1,3017449884,2972077861,296067383,230458832,230475216,2,1,10140188608,73389,73389,2,2,2,230458832,4,3,390144,16580101,2185169,50714,23023,3017449884,1464386,34066561,5210
40153.49,262144,64,160989,10608479838,134,1,585,1610061,5,41714,67,77,128152320,1172,1,66,24100,1229160,2,864,585,38857807,30003380,3162688369,585,354,2,1,2,2,321,1,3150094748,3104367083,351731341,240759162,240759162,2,1,10593403128,73389,73389,2,2,2,240759162,4,3,396717,19090486,2301521,54915,24035,3150094748,1555146,36553762,5210
45191.16,262144,64,166735,10986907858,135,1,585,1695812,5,43335,67,77,128152320,1172,1,66,24941,1367835,2,864,585,41066718,34973499,3273433425,585,354,2,1,2,2,321,1,3260326300,3215067170,378587079,249345649,249362033,2,1,10971208556,73389,73389,2,2,2,249345649,4,3,402573,21817862,2407260,64432,24876,3260326300,1631380,38657146,5210
50207.50,262144,64,172984,11398831390,136,1,585,1786341,5,45095,67,77,128417772,1172,1,66,25861,1537481,2,864,585,43276296,40275620,3394579282,585,354,2,1,2,2,321,1,3380912540,3335408257,416489493,258722442,258722442,2,1,11383787448,73389,73389,2,2,2,258722442,4,3,406323,24571085,2502594,72829,25796,3380912540,1713512,40771294,5210
