timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHitElapsedMicroseconds,ThreadPoolReaderPageCacheMiss,ThreadPoolReaderPageCacheMissBytes,ThreadPoolReaderPageCacheMissElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
5036.29,11,262144,64,23011,1516591624,111,0,585,378661,13,2820,67,6010,124484256,1172,1,66,3827,2433612,2,268348,585,4261765,27016832,495021920,585,1256,2,1,2,2,874,1,492741020,446617815,38397164,34124320,34124320,2,1,1501470080,73389,73389,2,2,2,34124320,17,1,3,128923,22891685,859302,14827,3761,492741020,363834,3401051,8518
10057.44,11,262144,64,27020,1780387256,112,0,585,438132,13,3969,67,6010,124484256,1172,1,66,4415,2746880,2,268348,585,5680828,32015287,572459497,585,1256,2,1,2,2,874,1,569811356,523742915,67659257,40104036,40120420,2,1,1764577584,73389,73389,2,2,2,40104036,17,1,3,137017,26438409,935220,17712,4349,569811356,420420,4743933,8518
15072.50,11,262144,64,30877,2034752320,112,0,585,491497,13,5022,67,6010,124484256,1172,1,66,4983,3202696,2,268348,585,6701948,36850960,647266331,585,1256,2,1,2,2,874,1,644260252,598047723,93108847,45891018,45907402,2,1,2019204792,73389,73389,2,2,2,45891018,17,1,3,139289,29711982,995502,20374,4917,644260252,471123,5705003,8518
20084.15,11,262144,64,35214,2320574664,113,1,585,568083,13,6258,67,6010,124749708,1172,1,66,5619,3376374,2,268348,585,8216403,42407740,731156548,585,1256,2,1,2,2,874,1,727753116,681677638,140236007,52382512,52398896,2,1,2304830528,73389,73389,2,2,2,52382512,17,1,3,156302,33237370,1135081,40086,5554,727753116,527997,7080396,8518
25112.72,11,262144,64,39519,2604034404,114,1,585,628771,13,7488,67,6010,124749708,1172,1,66,6251,3675170,2,268348,585,9727087,47318639,814385685,585,1256,2,1,2,2,874,1,810590620,764528549,166139207,58827013,58843397,2,1,2588388572,73389,73389,2,2,2,58827013,17,1,3,163002,36284227,1209802,42926,6186,810590620,585845,8516199,8518
30128.69,11,262144,64,46105,3038043568,115,1,585,716377,13,9339,67,6010,125015160,1172,1,66,7221,3731013,2,268348,585,11324437,51882173,941974400,585,1256,2,1,2,2,874,1,937599388,891364955,179877680,68695326,68711710,2,1,3022594344,73389,73389,2,2,2,68695326,17,1,3,166077,38752679,1300401,47062,7155,937599388,669315,10022903,8518
35138.71,11,262144,64,57889,3814579090,117,1,585,860545,13,12661,67,6010,125280612,1172,1,66,8952,3825933,2,268348,585,15305808,56763014,1169827235,585,1256,2,1,2,2,874,1,1164485020,1118412399,243488763,86339118,86355502,2,1,3798921192,73389,73389,2,2,2,86339118,17,1,3,175937,40816408,1475693,53633,8886,1164485020,806912,13829174,8518
40142.76,11,262144,64,102583,6759813514,124,1,585,1235323,13,25236,67,6010,126571674,1172,1,66,15518,3836781,2,268348,585,24179189,57968569,2033604888,585,1256,2,1,2,2,874,1,2024972700,1979358085,302503194,153283515,153291707,2,1,6744474660,73389,73389,2,2,2,153283515,17,1,3,212157,41905556,1702599,63084,15452,2024972700,1172239,22475922,8518
45153.84,11,262144,64,139175,9170913974,131,1,585,1555427,13,35598,67,6010,127621416,1172,1,66,20893,3871003,2,268348,585,33265692,60043017,2740952946,585,1256,2,1,2,2,874,1,2729615772,2684146152,461326330,208088700,208088700,2,1,9155181904,73389,73389,2,2,2,208072316,17,1,3,244405,43255323,1938781,73646,20827,2729615772,1481781,31326397,8518
50164.34,11,262144,64,148005,9752782278,132,1,585,1673625,13,38063,67,6010,127886868,1172,1,66,22191,3970229,2,268348,585,36010788,64532388,2911836249,585,1256,2,1,2,2,874,1,2899747228,2854304766,481189286,221309256,221309256,2,1,9737607264,73389,73389,2,2,2,221309256,17,1,3,252561,45609063,2068414,79198,22125,2899747228,1594427,33942489,8518
