event,start_value,end_value,diff,description
AggregationHashTablesInitializedAsTwoLevel,1178,1178,0,How many hash tables were inited as two-level for aggregation.
AggregationPreallocatedElementsInHashTables,233943422,233943422,0,How many elements were preallocated in hash tables for aggregation.
AnalyzePatchRangesMicroseconds,224276,224276,0,Total time spent analyzing index of patch parts
ArenaAllocBytes,91140706304,91140960256,253952,Number of bytes allocated for memory Arena (used for GROUP BY and similar operations)
ArenaAllocChunks,37410,37472,62,Number of chunks allocated for memory Arena (used for GROUP BY and similar operations)
AsyncLoaderWaitMicroseconds,160,160,0,Total time a query was waiting for async loader jobs.
AsyncLoggingConsoleTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the console log
AsyncLoggingErrorFileLogTotalMessages,4,4,0,How many messages (accepted or dropped) have been sent to the async queue for the error file log
AsyncLoggingFileLogTotalMessages,54,54,0,How many messages (accepted or dropped) have been sent to the async queue for the file log
CommonBackgroundExecutorTaskExecuteStepMicroseconds,16126,16126,0,Time spent in executeStep() for Common executor tasks.
CommonBackgroundExecutorTaskResetMicroseconds,141,141,0,Time spent resetting task for Common executor.
CompileExpressionsBytes,16384,16384,0,Number of bytes used for expressions compilation.
CompileExpressionsMicroseconds,57343,57343,0,Total time spent for compilation of expressions to LLVM code.
CompileFunction,2,2,0,Number of times a compilation of generated LLVM code (to create fused function for complex expressions) was initiated.
CompressedReadBufferBlocks,42832413,43233348,400935,"Number of compressed blocks (the blocks of data that are compressed independent of each other) read from compressed sources (files, network)."
CompressedReadBufferBytes,2830797181326,2857212647772,26415466446,"Number of uncompressed bytes (the number of bytes after decompression) read from compressed sources (files, network)."
ConcurrencyControlDownscales,3234,3234,0,Total number of CPU downscaling events
ConcurrencyControlPreemptedMicroseconds,979565535,979565535,0,Total time a query was waiting due to preemption of CPU slots.
ConcurrencyControlPreemptionResumes,19945,19945,0,Total number of CPU preemption resumed
ConcurrencyControlPreemptions,19945,19945,0,Total number of CPU preemptions
ConcurrencyControlSlotsAcquired,3234,3234,0,Total number of CPU slots acquired
ConcurrencyControlUpscales,3234,3234,0,Total number of CPU upscaling events
