timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
520993.11,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
522998.43,0,0,0,18960,1247871600,0,0,0,0,1,1,5282,117,576,128626,30,1771,11,12,118681202,1154,1,0,10,15,0,9,174,576,0,0,0,1979366,7623,411038753,0,576,460,2,1,14,14,424,1,411336900,367972278,1987414,28063572,28079956,1,2,1,1234797168,73389,73389,14,14,14,28063572,10,3,360245,130713,830169,3156,411336900,128626,1149289,1845
525008.25,1,253952,62,35874,2362464966,16,17646528,0,44,22,22,5282,120,675,249926,30,5922,31,29,140299886,1352,1,0,30,36,21,9,333,675,0,0,0,6023038,1135706,743409035,0,675,536,2,1,14,14,424,1,745405232,694473645,31213455,53327195,53343579,1,2,1,2346396580,73389,73389,14,14,14,53327195,10,3,505611,254288,1279244,5706,745405232,249926,4744034,2148
527020.85,1,253952,62,50971,3357436450,17,21671123,0,93,22,22,5282,122,675,373220,30,10154,31,29,140830790,1352,1,0,30,36,21,9,333,675,0,0,0,10058903,2339305,1033479775,0,675,536,2,1,14,14,424,1,1036254000,985305672,41547918,75949120,75949120,1,2,1,3341040384,73389,73389,14,14,14,75932736,10,3,508448,379995,1413509,7925,1036254000,373220,8645778,2148
529029.99,1,253952,62,66906,4407592554,18,24986932,0,128,24,24,5282,125,675,487513,30,14670,31,29,141361694,1352,1,0,30,38,24,9,333,675,0,0,0,14316866,3115155,1341385215,0,675,536,2,1,14,14,424,1,1342962480,1292324900,50868412,99805878,99822262,1,2,1,4391458632,73389,73389,14,14,14,99805878,10,3,526285,496742,1614895,10265,1342962480,487513,12702507,2148
531034.51,1,253952,62,80356,5293564438,22,30038279,0,178,24,24,5282,127,675,568228,30,18435,31,29,141361694,1352,1,0,30,38,24,9,333,675,0,0,0,17591553,3333284,1602068016,0,675,536,2,1,14,14,424,1,1601436464,1551275986,59981515,119954263,119970647,1,2,1,5277987572,73389,73389,14,14,14,119954263,10,3,530586,579194,1723896,12237,1601436464,568228,15868313,2148
533039.29,1,253952,62,91246,6011233258,22,31683248,0,221,24,24,5282,129,675,620250,30,21513,31,29,141627146,1352,1,0,30,38,24,9,333,675,0,0,0,19939936,3346470,1811486914,0,675,536,2,1,14,14,424,1,1811282736,1761096494,63877399,136264918,136264918,1,2,1,5994935496,73389,73389,14,14,14,136248534,10,3,533222,632481,1780930,13838,1811282736,620250,18159042,2148
535043.56,1,253952,62,103609,6825967510,22,33062261,0,255,27,27,5282,131,675,690617,30,25019,31,29,142158050,1352,1,0,30,41,24,9,333,675,0,0,0,22806559,3606106,2049365732,0,675,536,2,1,14,14,424,1,2049571632,1999327324,68766794,154774903,154774903,1,2,1,6810095732,73389,73389,14,14,14,154774903,10,3,543121,704525,1901531,15656,2049571632,690617,20905907,2148
537057.90,1,253952,62,114250,7527317866,26,37391905,0,269,29,29,5282,132,675,749842,30,27957,31,29,142423502,1352,1,0,30,43,24,9,333,675,0,0,0,25153997,3659501,2253932027,0,675,536,2,1,14,14,424,1,2254437168,2204317754,75535965,170716918,170716918,1,2,1,7511544392,73389,73389,14,14,14,170716918,10,3,550061,765095,1986584,17219,2254437168,749842,23168385,2148
539066.38,1,253952,62,128191,8445733378,26,39827843,0,310,31,31,5282,135,675,867968,30,31931,31,29,142688954,1352,1,0,30,45,24,9,333,675,0,0,0,29142075,4557957,2522104599,0,675,536,2,1,14,14,424,1,2522741552,2472739779,83301732,191584040,191584040,1,2,1,8429697760,73389,73389,14,14,14,191584040,10,3,556200,885484,2134504,19266,2522741552,867968,27008662,2148
