timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
387834.91,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
389854.53,1,253952,62,21085,1388499058,3,4947261,128,10,10,1699,187,0,558,195808,0,14,8256,17,12,99885429,1118,1,0,4,3241,26124727,8,104305056,16,24,6,6355,558,0,0,12363407,679050,471651116,0,558,629,0,3,1,14,14,3838,3,471617778,439974825,17970865,26513125,26529509,1,3,1,1378682532,73389,73389,14,14,14,26513129,10,3,101339,200207,442809,3954,471617778,195808,11921010,2050
391864.06,5,253952,62,39295,2588449390,3,7421953,252,10,10,1699,308,1,558,363417,0,14,15442,17,12,104518773,1118,1,0,4,3241,48888112,8,195487800,16,24,6,6355,558,0,0,23002110,1174442,848128949,0,558,629,0,3,1,14,14,3838,3,848628370,817684590,31591267,49601994,49601994,1,3,1,2579303720,73389,73389,14,14,14,49601998,10,3,115903,371544,694180,7091,848628370,363417,22308700,2050
393879.68,6,253952,62,56918,3748699358,4,11063264,379,10,10,1699,421,1,576,519553,0,14,22374,17,12,109341518,1154,1,0,4,3241,70851768,8,283407072,16,24,6,6355,576,0,0,33169478,1601825,1214707058,0,576,645,0,3,1,14,14,3838,3,1214202103,1182969176,45781924,71913067,71913067,1,3,1,3739479516,73389,73389,14,14,14,71913071,10,3,121727,531293,908915,10122,1214202103,519553,32261711,2113
395894.37,9,253952,62,71948,4738157792,4,13984919,508,10,10,1699,510,1,576,651282,0,14,28270,17,12,110644646,1154,1,0,4,3241,89594164,8,358376656,16,24,6,6355,576,0,0,42022972,2337232,1525408818,0,576,645,0,3,1,14,14,3838,3,1524591895,1494431010,58021974,90937433,90937433,1,3,1,4728006848,73389,73389,14,14,14,90923212,10,3,131170,666144,1097393,12689,1524591895,651282,40927039,2113
397907.43,13,253952,62,86419,5691536638,5,16899493,598,11,11,1699,606,1,576,783678,0,14,33974,17,12,113443958,1154,1,0,4,3241,107682592,8,430665596,16,25,6,6355,576,0,0,50387600,2818845,1825974943,0,576,645,0,3,1,14,14,3838,3,1824443819,1794972899,69763506,109252969,109252969,1,3,1,5681154420,73389,73389,14,14,14,109252973,10,3,136888,801641,1247950,15177,1824443819,783678,49141407,2113
399912.54,13,253952,62,98441,6484731536,8,20762136,671,11,11,1699,688,1,576,868884,0,14,38702,17,12,114988406,1154,1,0,4,3241,122685537,8,490742148,16,25,6,6355,576,0,0,56342590,2875669,2073897798,0,576,645,0,3,1,14,14,3838,3,2072169360,2044698510,79631635,124518922,124518922,1,3,1,6474983976,73389,73389,14,14,14,124518926,10,3,144048,889031,1352649,17240,2072169360,868884,54991943,2113
401924.30,14,253952,62,109526,7215578054,8,22732538,735,12,12,1699,758,1,576,947510,0,14,43097,17,12,115941620,1154,1,0,4,3241,136564055,8,546256220,16,26,6,6355,576,0,0,61924582,2939854,2303518369,0,576,645,0,3,1,14,14,3838,3,2302361405,2274383556,87237764,138562552,138595320,1,3,1,7204400768,73389,73389,14,14,14,138546172,10,3,148879,969715,1450312,19149,2302361405,947510,60476488,2113
403938.83,16,253952,62,121929,8032270116,8,24164845,819,13,13,1699,834,2,585,1057199,0,14,47959,17,12,118357797,1172,1,0,4,3241,152004746,8,607954336,16,27,6,6355,585,0,0,69217724,3323118,2561025102,0,585,653,0,3,1,14,14,3838,3,2558545839,2532162617,96320282,154257092,154257092,1,3,1,8021368816,73389,73389,14,14,14,154257096,10,3,152803,1081983,1578118,21271,2558545839,1057199,67642085,2143
405945.70,16,253952,62,134063,8832443066,8,26591398,913,13,13,1699,916,3,585,1167143,0,14,52756,17,12,118357797,1172,1,0,4,3241,167204928,8,668819712,16,27,6,6355,585,0,0,76331095,3747160,2813874031,0,585,653,0,3,1,14,14,3838,3,2812287051,2783704891,106261920,169639892,169672660,1,3,1,8821274416,73389,73389,14,14,14,169639896,10,3,159640,1194578,1702009,23382,2812287051,1167143,74631819,2143
