timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
1140416.37,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
1142419.84,1,253952,62,24661,1623628018,0,0,0,0,20,20,7016,118,675,111834,11,2750,35,65,140034434,1352,1,0,34,34,14,152,675,0,0,0,2238594,57,526262255,0,675,294,2,1,14,14,305,1,529529648,478408566,2469350,36549596,36549596,1,2,1,1608182224,73389,73389,14,14,14,36549596,5,3,468222,113833,757850,4059,529529648,111834,1480834,1727
1144423.55,1,253952,62,47015,3096848774,0,0,0,2,20,20,7016,121,675,193638,11,9011,35,65,140565338,1352,1,0,34,34,14,152,675,0,0,0,6348541,91,957104687,0,675,294,2,1,14,14,305,1,959970096,909100520,11060123,70028907,70028907,1,2,1,3081271908,73389,73389,14,14,14,70028907,5,3,476523,197897,876335,7343,959970096,193638,5472478,1727
1146427.14,1,253952,62,69100,4552174894,2,2000138,0,2,20,20,7016,125,675,275153,11,15257,35,65,141361694,1352,1,0,34,34,14,152,675,0,0,0,10427573,143,1384179956,0,675,294,2,1,14,14,305,1,1385036592,1334557190,18994082,103100777,103117161,1,2,1,4536434188,73389,73389,14,14,14,103100777,5,3,482982,281604,1007765,10586,1385036592,275153,9420255,1727
1148434.82,1,253952,62,90969,5993079786,2,2064041,0,21,20,20,7016,129,675,358669,11,21438,35,65,141627146,1352,1,0,34,34,14,152,675,0,0,0,14501368,3130,1803256967,0,675,294,2,1,14,14,305,1,1806039856,1755744835,49540740,135855318,135855318,1,2,1,5977633992,73389,73389,14,14,14,135855318,5,3,493908,367197,1127685,13798,1806039856,358669,13374306,1727
1150444.05,1,253952,62,105710,6964455002,15,18769516,0,55,20,20,7016,131,675,474698,11,25568,35,65,142158050,1352,1,0,34,34,14,152,675,0,0,0,18521396,723392,2088619367,0,675,294,2,1,14,14,305,1,2090072880,2039801916,138824965,157922346,157922346,1,2,1,6947862328,73389,73389,14,14,14,157905962,5,3,511754,485666,1324464,15965,2090072880,474698,17197679,1727
1152448.54,1,253952,62,116931,7703816238,18,23197095,0,97,20,20,7016,133,675,540502,11,28739,35,65,142423502,1352,1,0,34,34,14,152,675,0,0,0,21214559,876827,2306304853,0,675,294,2,1,14,14,305,1,2305817392,2255852132,146551520,174732713,174732713,1,2,1,7688239372,73389,73389,14,14,14,174732713,5,3,512257,553030,1398786,17611,2305817392,540502,19816623,1727
1154454.14,1,253952,62,129712,8545944538,18,24963113,0,126,22,22,7016,135,675,634910,11,32336,35,65,142688954,1352,1,0,34,36,14,152,675,0,0,0,24486746,1329551,2551659454,0,675,294,2,1,14,14,305,1,2551446320,2502013100,152303748,193873482,193873482,1,2,1,8530433208,73389,73389,14,14,14,193873482,5,3,527145,649416,1567688,19485,2551446320,634910,22920029,1727
1156463.64,1,253952,62,144080,9492609374,20,29402442,0,165,24,24,7016,137,675,747371,11,36363,35,65,142942340,1352,1,0,34,38,14,152,675,0,0,0,28476113,2270935,2826789770,0,675,294,2,1,14,14,305,1,2828139312,2778776270,162231657,215377421,215393805,1,2,1,9476606524,73389,73389,14,14,14,215377421,5,3,537453,764263,1741262,21596,2828139312,747371,26735966,1727
1158470.07,1,253952,62,158373,10434034638,21,33376419,0,211,25,25,7016,140,675,858549,11,40425,35,65,143738696,1352,1,0,34,39,14,152,675,0,0,0,32504899,3065318,3103319515,0,675,294,2,1,14,14,305,1,3102575568,3053861875,171105793,236789089,236789089,1,2,1,10418719916,73389,73389,14,14,14,236789089,5,3,546960,877779,1898585,23693,3102575568,858549,30607551,1727
1160478.35,1,253952,62,172578,11370017106,22,37097464,0,254,26,26,7016,142,675,977614,11,44410,35,65,144004148,1352,1,0,34,40,14,152,675,0,0,0,36508044,3843661,3375037000,0,675,294,2,1,14,14,305,1,3376253904,3327434986,180540186,258047268,258063652,1,2,1,11354079792,73389,73389,14,14,14,258047268,5,3,560062,1001765,2057636,25781,3376253904,977614,34451783,1727
1162484.78,1,253952,62,186378,12279192042,24,41231894,0,300,28,28,7016,144,675,1094727,11,48281,35,65,144269600,1352,1,0,34,42,14,152,675,0,0,0,40333191,4748135,3640585122,0,675,294,2,1,14,14,305,1,3641805776,3593286992,189411130,278717782,278717782,1,2,1,12263582408,73389,73389,14,14,14,278717782,5,3,576497,1121253,2238492,27807,3641805776,1094727,38096202,1727
1164489.28,1,253952,62,196566,12950589138,27,45119978,0,322,28,28,7016,146,675,1147887,11,51169,35,65,144535052,1352,1,0,34,42,14,152,675,0,0,0,42533142,4778070,3838985542,0,675,294,2,1,14,14,305,1,3837758416,3789477828,196362107,293982020,293982020,1,2,1,12935208880,73389,73389,14,14,14,293982020,5,3,576536,1175635,2298535,29302,3837758416,1147887,40236203,1727
1166495.79,1,253952,62,211757,13951721006,28,47955621,0,367,32,32,7016,148,675,1267371,11,55424,35,65,145065956,1352,1,0,34,46,14,152,675,0,0,0,46406418,5600177,4130364138,0,675,294,2,1,14,14,305,1,4130311120,4082149524,204224262,316735017,316735017,1,2,1,13935619852,73389,73389,14,14,14,316718633,5,3,596579,1297410,2488771,31534,4130311120,1267371,43919377,1727
1168508.19,1,253952,62,227659,14999714422,28,50539421,0,415,33,33,7016,151,675,1396896,11,59927,35,65,145596860,1352,1,0,34,47,14,152,675,0,0,0,50623881,6560029,4436694282,0,675,294,2,1,14,14,305,1,4436233168,4388462636,212528387,340542623,340559007,1,2,1,14983875412,73389,73389,14,14,14,340542623,5,3,604476,1429414,2659510,33868,4436233168,1396896,47966250,1727
1170517.25,1,253952,62,242923,16005099514,28,54212628,0,461,34,34,7016,153,675,1517767,11,64201,35,65,145596860,1352,1,0,34,48,14,152,675,0,0,0,54633884,7785845,4729126489,0,675,294,2,1,14,14,305,1,4730096592,4682367233,222244748,363390050,363406434,1,2,1,15989162200,73389,73389,14,14,14,363390050,5,3,618516,1552654,2855237,36110,4730096592,1517767,51780665,1727
1172522.27,1,253952,62,256822,16921027966,30,58070630,0,514,35,35,7016,156,675,1638753,11,68187,35,65,146127764,1352,1,0,34,49,14,152,675,0,0,0,58574513,8423365,4997564680,0,675,294,2,1,14,14,305,1,4997876688,4950217679,231509218,384214053,384214053,1,2,1,16905418332,73389,73389,14,14,14,384214053,5,3,630672,1675911,3034140,38153,4997876688,1638753,55542513,1727
1174530.78,1,253952,62,267860,17648396114,34,62710220,0,539,36,36,7016,157,675,1692701,11,71220,35,65,146393216,1352,1,0,34,50,14,152,675,0,0,0,60837255,8433453,5212481168,0,675,294,2,1,14,14,305,1,5210344400,5162788036,238492419,400745892,400762276,1,2,1,17632819248,73389,73389,14,14,14,400745892,5,3,633455,1731070,3099090,39774,5210344400,1692701,57740399,1727
1176537.02,1,253952,62,279571,18420135442,34,64172598,0,578,36,36,7016,159,675,1756415,11,74525,35,65,146658668,1352,1,0,34,50,14,152,675,0,0,0,63353195,8441743,5437493187,0,675,294,2,1,14,14,305,1,5435788240,5388273848,242496936,418283188,418299572,1,2,1,18404460272,73389,73389,14,14,14,418283188,5,3,641591,1796214,3185851,41494,5435788240,1756415,60169667,1727
1178544.68,1,253952,62,293637,19346316970,34,66130281,0,620,39,39,7016,162,675,1879682,11,78526,35,65,146924120,1352,1,0,34,53,14,152,675,0,0,0,67445957,9443515,5707903180,0,675,294,2,1,14,14,305,1,5705800523,5659163121,250231631,439338726,439338726,1,2,1,19330903944,73389,73389,14,14,14,439338726,5,3,653160,1921938,3361231,43558,5705800523,1879682,64087186,1727
