timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
617500.29,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
619505.05,0,253952,62,13717,902770168,1,2325071,0,62,5,5,4394,139,1,558,89992,0,8,5369,13,96712071,1118,1,0,4,626,16934755,6,67739020,12,19,37,7,341,558,0,0,6161010,10591,318433816,0,558,283,0,3,1,14,14,1122,3,319234696,286842911,8495720,17193676,17193676,1,3,1,894071184,73389,73389,14,14,14,17193680,5,3,86128,92155,262872,2696,319234696,89992,5898385,1223
621510.21,1,253952,62,28588,1882363414,1,3845419,0,110,5,5,4394,212,1,558,178872,0,8,11189,13,98883951,1118,1,0,4,626,35493993,6,141846676,12,19,37,7,341,558,0,0,12624962,10775,628669667,0,558,283,0,3,1,14,14,1122,3,629255668,595488231,16479726,36017116,36017116,1,3,1,1872890064,73389,73389,14,14,14,36017120,5,3,90582,183274,365708,5221,629255668,178872,12259758,1223
623515.30,1,253952,62,42889,2824034038,2,5491331,0,188,7,7,4394,327,1,558,274470,0,8,16847,14,99873363,1118,1,0,4,626,53345142,6,213380568,13,21,37,7,357,558,0,0,19265522,59137,927266309,0,558,283,0,3,1,14,14,1122,3,927413213,891810264,24804261,54123978,54140362,1,3,1,2814446888,73389,73389,14,14,14,54123982,5,3,99465,281216,489815,7741,927413213,274470,18776475,1223
625524.18,1,253952,62,57928,3815222533,4,8323710,0,287,10,10,4394,412,4,567,376696,0,8,22756,15,104135773,1136,1,0,4,626,72133094,6,288467848,14,24,37,7,372,567,0,0,26388929,97826,1234067243,0,567,289,0,3,1,14,14,1122,3,1233823600,1203779635,34737498,73180668,73213436,1,3,1,3805394768,73389,73389,14,14,14,73180672,5,3,109485,385870,632700,10269,1233823600,376696,25757276,1253
627529.60,1,253952,62,75266,4957464404,4,10233049,0,385,10,10,4394,531,4,567,501213,0,8,29572,15,106355917,1136,1,0,4,626,93706487,6,374761320,14,24,37,7,372,567,0,0,35126752,190966,1596531117,0,567,289,0,3,1,14,14,1122,3,1596048274,1563802903,45534295,95143359,95143359,1,3,1,4947454700,73389,73389,14,14,14,95143363,5,3,120680,513357,817445,13275,1596048274,501213,34310684,1253
629534.81,1,253952,62,89000,5862519086,7,14124165,0,472,12,12,4394,633,4,576,583141,0,8,35000,15,109328723,1154,1,0,4,626,110883995,6,443535980,14,26,37,7,372,576,0,0,40983828,198748,1881797895,0,576,296,0,3,1,14,14,1122,3,1880578676,1848733883,55287519,112549583,112565967,1,3,1,5851726380,73389,73389,14,14,14,112533203,5,3,129746,597318,933294,15658,1880578676,583141,40052135,1280
631539.80,1,253952,62,101858,6709934978,9,17055661,0,569,13,13,4394,692,4,576,655559,0,8,40051,15,111247217,1154,1,0,4,626,126956766,6,507827064,14,27,37,7,372,576,0,0,46289475,199114,2148429727,0,576,296,0,3,1,14,14,1122,3,2147758905,2115477157,63488613,128852046,128852046,1,3,1,6700306424,73389,73389,14,14,14,128852050,5,3,136410,671506,1031092,17834,2147758905,655559,45260207,1280
633548.90,1,253952,62,114744,7558811832,10,19222048,0,657,14,14,4394,787,4,576,732008,0,8,45145,15,113129513,1154,1,0,4,626,143097238,6,572388952,14,28,37,7,372,576,0,0,51752177,201356,2414700459,0,576,296,0,3,1,14,14,1122,3,2413050635,2382779406,71153149,145173052,145173052,1,3,1,7548998736,73389,73389,14,14,14,145173056,5,3,143093,749819,1137744,20060,2413050635,732008,50616463,1280
635556.87,2,253952,62,130364,8587226090,10,20914061,0,711,15,15,4394,897,4,585,855581,0,8,51269,15,116151312,1172,1,0,4,626,162490313,6,649831944,14,29,37,7,372,585,0,0,59740926,313544,2748467965,0,585,304,0,3,1,14,14,1122,3,2747052301,2707189941,80939858,164907963,164907963,1,3,1,8575214108,73389,73389,14,14,14,164907967,5,3,153363,876189,1316426,22865,2747052301,855581,58426831,1307
