timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
678107.06,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
680117.31,8,253952,62,25132,1654036966,0,746815,0,126,9,9,2439,218,3,567,223323,2,14,9839,21,1,100105729,1136,1,0,4,1052,31120816,10,124353952,20,23,0,11,2266,567,0,0,13568135,225130,551126911,0,565,562,2,3,1,14,14,1691,3,551418891,523834293,14539191,31614582,31614582,1,3,1,1643958296,73389,73389,14,14,14,31614586,8,3,91512,228260,449717,4642,551418891,223323,13117912,1921
682133.96,13,253952,62,52336,3445698556,0,3837387,0,283,9,9,2439,376,3,576,463081,2,14,20536,21,1,103453310,1154,1,0,4,1052,65088341,10,260224096,20,23,0,11,2266,576,0,0,28251386,406723,1117794101,0,574,572,2,3,1,14,14,1691,3,1117550912,1087748628,32477750,66067026,66083410,1,3,1,3435485384,73389,73389,14,14,14,66067030,8,3,97361,473573,732622,9322,1117550912,463081,27519789,1955
684144.38,19,253952,62,80494,5302910056,1,6396892,0,434,11,11,2439,572,4,585,712045,4,14,31643,23,1,109620694,1172,1,0,4,1052,100246388,10,400856540,22,25,0,11,2291,585,0,0,43855579,648489,1702878164,0,581,580,4,3,1,14,14,1691,3,1702988966,1672471739,50856311,101759448,101824984,1,3,1,5290639360,73389,73389,14,14,14,101743068,8,3,111227,728412,1064204,14225,1702988966,712045,42792930,1988
686150.59,28,253952,62,108747,7164827160,2,10024976,0,605,11,11,2439,752,10,585,971183,4,14,42767,23,1,114290236,1172,1,0,4,1052,135536256,10,542145024,22,25,0,11,2291,585,0,0,59984852,917173,2296131035,0,581,580,4,3,1,14,14,1691,3,2294909321,2259197466,70857140,137552777,137569161,1,3,1,7151892468,73389,73389,14,14,14,137536397,8,3,122842,993448,1370654,19126,2294909321,971183,58616313,1988
688157.73,34,253952,62,137606,9065300744,2,12403001,0,756,12,12,2439,933,11,594,1235129,6,14,54119,23,1,119194845,1190,1,0,4,1052,171568861,10,686081636,22,26,0,11,2291,594,0,0,75966736,1039139,2897444979,0,588,588,6,3,1,14,14,1691,3,2895267367,2857806444,89254832,174083830,174083830,1,3,1,9052359192,73389,73389,14,14,14,174083834,8,3,145120,1263208,1742347,24099,2895267367,1235129,74227080,2023
690162.27,40,253952,62,166259,10954014358,6,17425025,0,876,13,13,2439,1121,13,621,1453590,6,14,65303,24,1,124922325,1244,1,0,4,1052,207084982,10,828210628,23,27,0,11,2300,621,0,0,90160292,1112617,3504396495,0,615,603,6,3,1,14,14,1691,3,3502469377,3453574992,108441072,210316924,210349692,1,3,1,10936480080,73389,73389,14,14,14,210316928,8,3,168789,1486956,2003270,29147,3502469377,1453590,88160265,2105
692172.12,42,253952,62,194515,12815472832,8,20141564,0,992,19,19,2439,1307,13,648,1675480,10,14,76490,24,1,129675836,1298,1,0,4,1052,242451073,10,969610368,23,33,0,11,2300,648,0,0,104532417,1319846,4113349979,0,638,632,10,3,1,14,14,1691,3,4111009495,4041416388,125851678,245991691,246024459,1,3,1,12791567964,73389,73389,14,14,14,245991695,8,3,191320,1714167,2303686,34212,4111009495,1675480,102232502,2202
694182.46,47,253952,62,243620,16049137930,8,22679659,0,1223,26,26,2439,1620,14,675,2147791,12,14,95717,31,1,135309373,1352,1,0,4,1052,303455920,10,1213564892,30,40,0,11,3400,675,0,0,132718733,1928250,5177359126,0,663,657,12,3,1,14,14,1691,3,5175920429,5063317151,157171791,307917439,307982975,1,3,1,16010854892,73389,73389,14,14,14,307901059,8,3,214201,2197274,2916803,43043,5175920429,2147791,129806668,2299
696187.55,51,253952,62,295361,19458119366,9,25594430,0,1418,27,27,2439,1953,16,684,2601048,14,14,115962,32,1,136750977,1370,1,0,4,1052,367704541,10,1470624280,31,41,0,11,3512,684,0,0,160568550,2439589,6297155689,0,670,670,14,3,1,14,14,1691,3,6294086353,6140299800,188515024,373244138,373260522,1,3,1,19408695208,73389,73389,14,14,14,373244142,8,3,237949,2664145,3478308,52330,6294086353,2601048,157095962,2330
698199.68,54,253952,62,336456,22164474392,18,36633783,0,1564,35,35,2439,2210,16,738,2882710,14,14,132140,32,1,145942503,1478,1,0,4,1052,418962043,10,1675654268,31,49,0,11,3512,738,0,0,179952326,2512227,7197167754,0,724,704,14,3,1,14,14,1691,3,7194133918,6995765890,219012805,425067879,425067879,1,3,1,22103529740,73389,73389,14,14,14,425067883,8,3,284029,2952831,3903048,59788,7194133918,2882710,176055735,2496
700205.07,66,253952,62,378468,24933644934,22,42717307,0,1764,35,35,2439,2482,29,945,3301322,14,14,148546,32,1,182504035,1892,1,0,4,1052,470923359,10,1883628724,31,49,0,11,3512,945,0,0,204892111,2987696,8151733446,0,931,936,14,3,1,14,14,1691,3,8146743191,7874113435,250400375,477852429,477901581,1,3,1,24847474372,73389,73389,14,14,14,477836049,8,3,300219,3380718,4414054,67695,8146743191,3301322,200485334,3279
702210.00,67,253952,62,407659,26857372654,29,50520547,0,1873,35,35,2439,2664,29,972,3489094,14,14,159948,32,1,187544763,1946,1,0,4,1052,507163454,10,2028524468,31,49,0,11,3512,972,0,0,217280731,2995952,8799098787,0,958,956,14,3,1,14,14,1691,3,8792808231,8482986719,270661845,514675791,514675791,1,3,1,26763141164,73389,73389,14,14,14,514675795,8,3,308803,3573209,4648094,73044,8792808231,3489094,212640404,3369
704218.99,71,253952,62,449466,29610901046,29,52393149,0,2054,45,45,2439,2929,33,1449,3869754,14,14,176280,32,1,272511176,2900,1,0,4,1052,558880960,10,2235394760,31,59,0,11,3512,1449,0,0,239980198,3394891,9772701254,0,1435,1534,14,3,1,14,14,1691,3,9766386786,9358475346,295629529,567066495,567115647,1,3,1,29487457772,73389,73389,14,14,14,567066499,8,3,367139,3962645,5213652,81112,9766386786,3869754,234775131,5134
705312.07,74,253952,62,475802,31346149372,39,54352963,10,2179,67,67,2439,3127,34,1530,4113084,14,14,186584,55,10,296788352,3069,1,1228,4,1052,591599349,10,2366397396,54,88,11,50,4872,1530,1228,942,255849194,3751536,10404649492,8,1516,1637,14,3,1,14,14,1691,3,10395564850,9911536452,341731960,600037902,600037902,1,3,1,31201970936,73389,73389,14,14,14,600037906,8,3,376477,4211821,5555603,86290,10395564850,4113084,250302732,5453
