timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
558631.98,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
560636.81,0,0,18257,1201534340,0,0,0,0,1,1,5201,117,558,124010,11,1705,7,0,114873386,1118,1,0,6,15,5,2217,558,0,0,0,1982842,6973,393866888,0,558,346,2,1,14,14,441,1,396263620,354351532,1990356,27025347,27025347,1,2,1,1188394372,73389,73389,14,14,14,27008963,9,3,344673,126073,815287,3041,396263620,124010,1167645,1646
562647.84,253952,62,34302,2259176922,19,20379157,0,45,23,23,5201,119,675,241281,11,5437,29,27,140299886,1352,1,0,28,37,5,2380,675,0,0,0,5787505,802510,712591336,0,675,413,2,1,14,14,441,1,715389744,664248648,29936405,50978250,50994634,1,2,1,2243043000,73389,73389,14,14,14,50978250,9,3,484052,245680,1208007,5477,715389744,241281,4579720,1957
564652.57,253952,62,46466,3060604058,21,23567525,0,95,23,23,5201,121,675,331202,11,8909,29,27,140565338,1352,1,0,28,37,5,2380,675,0,0,0,9115538,1152316,947970831,0,675,413,2,1,14,14,441,1,949484336,898518776,37157143,69203674,69203674,1,2,1,3044240760,73389,73389,14,14,14,69187290,9,3,486232,337491,1326650,7263,949484336,331202,7789218,1957
566663.52,253952,62,57666,3798589038,21,25368670,0,112,25,25,5201,123,675,398922,11,12030,29,27,140830790,1352,1,0,28,39,5,2380,675,0,0,0,11631846,1336709,1162758909,0,675,413,2,1,14,14,441,1,1164835632,1114258338,41477183,85964889,85981273,1,2,1,3782455116,73389,73389,14,14,14,85964889,9,3,495908,406785,1426378,8906,1164835632,398922,10205899,1957
568670.40,253952,62,72442,4772258014,21,26954882,0,149,25,25,5201,125,675,508911,11,16166,29,27,141361694,1352,1,0,28,39,5,2380,675,0,0,0,15706301,2439800,1446137654,0,675,413,2,1,14,14,441,1,1449261872,1398934911,49023011,108105645,108105645,1,2,1,4756648380,73389,73389,14,14,14,108105645,9,3,507605,519114,1578656,11076,1449261872,508911,14128206,1957
570675.12,253952,62,83137,5476881862,23,30430228,0,179,25,25,5201,127,675,563325,11,19191,29,27,141361694,1352,1,0,28,39,5,2380,675,0,0,0,17952374,2442404,1655155149,0,675,413,2,1,14,14,441,1,1654913840,1604853047,54766324,124123547,124123547,1,2,1,5460715172,73389,73389,14,14,14,124107163,9,3,507693,574768,1638578,12645,1654913840,563325,16314453,1957
572682.00,253952,62,97385,6415682378,23,32403455,0,229,27,27,5201,130,675,668104,11,23253,29,27,141892598,1352,1,0,28,41,5,2380,675,0,0,0,21816189,3037164,1929092707,0,675,413,2,1,14,14,441,1,1929378608,1879331888,61436413,145439070,145455454,1,2,1,6399319080,73389,73389,14,14,14,145439070,9,3,524139,681792,1793656,14739,1929378608,668104,20023313,1957
574691.04,253952,62,112005,7379369058,23,34991384,0,277,27,27,5201,132,675,781291,11,27345,29,27,142423502,1352,1,0,28,41,5,2380,675,0,0,0,25848897,3844285,2208413135,0,675,413,2,1,14,14,441,1,2211183408,2161070016,69393829,167334066,167356483,1,2,1,7362698904,73389,73389,14,14,14,167334066,9,3,526533,797409,1910692,16889,2211183408,781291,23939125,1957
576700.45,253952,62,126596,8340407102,23,37450320,0,319,28,28,5201,134,675,898937,11,31430,29,27,142423502,1352,1,0,28,42,5,2380,675,0,0,0,29802759,4738137,2489429125,0,675,413,2,1,14,14,441,1,2491939632,2441949122,77147707,189198453,189198453,1,2,1,8324731932,73389,73389,14,14,14,189198453,9,3,533986,917375,2059183,19031,2491939632,898937,27744621,1957
