timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
189302.49,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0
191306.48,0,0,19309,1271009116,0,0,0,0,1,1,5441,117,0,585,126703,40,1803,7,0,120717836,1172,1,0,6,15,5,2199,585,0,0,0,1980533,6371,416806060,0,585,371,2,1,14,14,436,1,418808004,374820275,1987341,28577509,28593893,1,2,1,1257410396,73389,73389,14,14,14,28577509,9,3,366644,128698,827987,3213,418808004,126703,1152633,1624
193315.14,253952,62,35678,2349619910,17,19921036,0,44,22,22,5441,120,0,675,244668,40,5870,28,12,140299886,1352,1,0,27,36,5,2788,675,0,0,0,5918175,739300,739738437,0,675,409,2,1,14,14,436,1,741735216,690715982,32372224,53032283,53048667,1,2,1,2333420452,73389,73389,14,14,14,53032283,9,3,507974,248934,1233901,5678,741735216,244668,4684499,1849
195324.19,253952,62,50454,3323554338,19,23523959,0,90,24,24,5441,122,0,675,361836,40,10006,28,12,140830790,1352,1,0,27,38,5,2788,675,0,0,0,9925587,1451963,1023919654,0,675,409,2,1,14,14,436,1,1026292528,975403842,41268098,75179072,75179072,1,2,1,3307879168,73389,73389,14,14,14,75179072,9,3,518906,368474,1377665,7849,1026292528,361836,8548303,1849
197330.04,253952,62,65386,4307446930,19,27634386,0,143,25,25,5441,124,0,675,477232,40,14187,28,12,141096242,1352,1,0,27,39,5,2788,675,0,0,0,13991876,2400647,1312033487,0,675,409,2,1,14,14,436,1,1313602352,1262973545,50426912,97541012,97557396,1,2,1,4291804528,73389,73389,14,14,14,97541012,9,3,531142,486125,1567313,10041,1313602352,477232,12425097,1849
199335.19,253952,62,76249,5023080826,23,33390122,0,169,25,25,5441,126,0,675,530028,40,17272,28,12,141361694,1352,1,0,27,39,5,2788,675,0,0,0,16225556,2421875,1521185975,0,675,409,2,1,14,14,436,1,1522400048,1472269642,59308098,113804674,113804674,1,2,1,5007405656,73389,73389,14,14,14,113804674,9,3,531849,540047,1627139,11634,1522400048,530028,14599047,1849
201347.81,253952,62,90892,5987792194,23,34646097,0,212,29,29,5441,128,0,675,642953,40,21363,28,12,141627146,1352,1,0,27,43,5,2788,675,0,0,0,20167490,2996392,1803133626,0,675,409,2,1,14,14,436,1,1804466992,1754166880,65519871,135726405,135742789,1,2,1,5971961820,73389,73389,14,14,14,135726405,9,3,549063,655184,1789601,13786,1804466992,642953,18378659,1849
203359.04,253952,62,105270,6935353710,25,40119449,0,266,29,29,5441,131,0,675,755749,40,25448,28,12,142158050,1352,1,0,27,43,5,2788,675,0,0,0,24189765,3634981,2079975848,0,675,409,2,1,14,14,436,1,2081159984,2031298684,75340148,157260953,157260953,1,2,1,6919481932,73389,73389,14,14,14,157260953,9,3,554520,770260,1940872,15897,2081159984,755749,22249812,1849
205371.77,253952,62,119522,7874416370,26,43023109,0,316,31,31,5441,133,0,675,862036,40,29449,28,12,142423502,1352,1,0,27,45,5,2788,675,0,0,0,28222360,4184738,2355639472,0,675,409,2,1,14,14,436,1,2355493680,2305701539,83913600,178601052,178617436,1,2,1,7858446288,73389,73389,14,14,14,178601052,9,3,562785,878849,2103533,17990,2355493680,862036,26119896,1849
207377.94,253952,62,133823,8816690294,27,47079607,0,353,32,32,5441,135,0,675,975957,40,33456,28,12,142688954,1352,1,0,27,46,5,2788,675,0,0,0,32271670,4895854,2629724746,0,675,409,2,1,14,14,436,1,2630875952,2581174689,93269077,200014879,200031263,1,2,1,8800654676,73389,73389,14,14,14,200014879,9,3,572696,995005,2242823,20091,2630875952,975957,30030065,1849
