timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
12598.28,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
14603.99,0,0,0,14936,982827476,0,0,0,0,1,1,5995,117,450,131859,11,1395,16,0,92722662,902,1,0,15,15,0,14,157,450,0,0,0,1922860,61467,321678290,0,450,458,2,1,14,14,428,1,323290712,289765614,1985649,22102399,22118783,1,2,1,972505556,73389,73389,14,14,14,22102399,10,3,283010,133887,714493,2483,323290712,131859,1208450,1797
16614.28,1,253952,62,30109,1982791762,10,11808492,0,33,15,15,5995,119,675,255024,11,4298,30,129,140299886,1352,1,0,29,29,0,14,536,675,0,0,0,4882204,836733,630522627,0,675,663,2,1,14,14,428,1,634387248,583397002,18055293,44699748,44716132,1,2,1,1966788912,73389,73389,14,14,14,44699748,10,3,474840,259331,1319107,4859,634387248,255024,3563289,2590
18622.59,1,253952,62,44022,2899637718,12,16178056,0,64,17,17,5995,121,675,369729,11,8195,30,129,140565338,1352,1,0,29,31,0,14,536,675,0,0,0,8857640,2361905,900250841,0,675,663,2,1,14,14,428,1,902429488,851449711,28697057,65531943,65548327,1,2,1,2883405492,73389,73389,14,14,14,65531943,10,3,485006,376357,1447092,6904,902429488,369729,7410852,2590
20629.08,1,253952,62,58176,3832012398,12,19835335,0,98,18,18,5995,123,675,501563,11,12166,30,129,140830790,1352,1,0,29,32,0,14,536,675,0,0,0,12778668,4390423,1172592540,0,675,663,2,1,14,14,428,1,1174666032,1124048034,38453099,86734937,86734937,1,2,1,3816337228,73389,73389,14,14,14,86734937,10,3,505615,511488,1653335,8981,1174666032,501563,11125747,2590
22639.64,1,253952,62,72475,4774420702,13,23179389,0,138,19,19,5995,126,675,615066,11,16205,30,129,141361694,1352,1,0,29,33,0,14,536,675,0,0,0,16829789,6502126,1447035967,0,675,663,2,1,14,14,428,1,1450048304,1399548164,50236333,108154797,108154797,1,2,1,4758811068,73389,73389,14,14,14,108154797,10,3,516932,627223,1835984,11082,1450048304,615066,14994331,2590
24645.18,1,253952,62,84072,5538423474,17,30311557,0,180,19,19,5995,127,675,706572,11,19448,30,129,141361694,1352,1,0,29,33,0,14,536,675,0,0,0,20032348,7197151,1673104352,0,675,663,2,1,14,14,428,1,1673001776,1622866964,61873437,125522220,125522220,1,2,1,5522977680,73389,73389,14,14,14,125522220,10,3,521027,721397,1943656,12783,1673001776,706572,18089322,2590
26651.41,1,253952,62,93555,6163352238,17,32105323,0,190,20,20,5995,129,675,767575,11,22159,30,129,141892598,1352,1,0,29,34,0,14,536,675,0,0,0,22309134,7263716,1855646401,0,675,663,2,1,14,14,428,1,1855847216,1805550128,66026102,139723657,139723657,1,2,1,6147120012,73389,73389,14,14,14,139707273,10,3,526181,783871,2014002,14178,1855847216,767575,20295856,2590
28657.65,1,253952,62,107694,7095009330,17,34584812,0,227,23,23,5995,131,675,897027,11,26119,30,129,142158050,1352,1,0,29,37,0,14,536,675,0,0,0,26228949,8559945,2126167490,0,675,663,2,1,14,14,428,1,2127952688,2077961025,73956131,160883532,160899916,1,2,1,7078875408,73389,73389,14,14,14,160883532,10,3,535173,916528,2155104,16254,2127952688,897027,24074700,2590
30668.87,1,253952,62,122098,8044033462,19,39062889,0,263,25,25,5995,134,675,1016273,11,30213,30,129,142423502,1352,1,0,29,39,0,14,536,675,0,0,0,30226521,10779335,2403508381,0,675,663,2,1,14,14,428,1,2405301040,2355339802,84561159,182461199,182461199,1,2,1,8027571860,73389,73389,14,14,14,182444815,10,3,543728,1038127,2321948,18370,2405301040,1016273,27905546,2590
32672.89,1,253952,62,135154,8904449614,21,43373030,0,319,25,25,5995,136,675,1126692,11,33873,30,129,142942340,1352,1,0,29,39,0,14,536,675,0,0,0,33729104,11638770,2655673039,0,675,663,2,1,14,14,428,1,2656434992,2606855795,93643611,202017601,202017601,1,2,1,8888774444,73389,73389,14,14,14,202017601,10,3,552117,1150828,2450277,20286,2656434992,1126692,31279915,2590
34680.19,1,253952,62,145068,9557624394,23,47137501,0,327,26,26,5995,137,675,1189856,11,36637,30,129,142942340,1352,1,0,29,40,0,14,536,675,0,0,0,35953884,12706193,2845684199,0,675,663,2,1,14,14,428,1,2847406896,2797822851,99851112,216858014,216874398,1,2,1,9541752616,73389,73389,14,14,14,216858014,10,3,558761,1215474,2540790,21743,2847406896,1189856,33414273,2590
36685.10,1,253952,62,157638,10385600226,23,48958344,0,380,27,27,5995,139,675,1284342,11,40213,30,129,143473244,1352,1,0,29,41,0,14,536,675,0,0,0,39279214,13287826,3087333140,0,675,663,2,1,14,14,428,1,3088550864,3039743388,105155511,235685328,235685328,1,2,1,10370154432,73389,73389,14,14,14,235685328,10,3,568075,1312658,2670984,23586,3088550864,1284342,36609529,2590
38694.13,1,253952,62,167873,11060077514,25,52719689,0,389,28,28,5995,141,675,1346861,11,43070,30,129,144004148,1352,1,0,29,42,0,14,536,675,0,0,0,41644964,13391106,3286000159,0,675,663,2,1,14,14,428,1,3285552080,3236866671,112048184,251015102,251015102,1,2,1,11044664488,73389,73389,14,14,14,251015102,10,3,574177,1376610,2745097,25089,3285552080,1346861,38901262,2590
40697.89,1,253952,62,190940,12580025438,25,53006944,0,397,34,34,5995,145,675,1439224,11,49583,30,129,144535052,1352,1,0,29,48,1,14,536,675,0,0,0,45754994,13482707,3727880963,0,675,663,2,1,14,14,428,1,3729624016,3681134719,119635217,285551181,285567565,1,2,1,12564251964,73389,73389,14,14,14,285551181,10,3,588260,1471208,2898847,28477,3729624016,1439224,42857706,2590
42701.46,1,253952,62,214848,14155354590,25,53006944,0,397,34,34,5995,149,675,1529357,11,56321,30,129,145065956,1352,1,0,29,48,1,14,536,675,0,0,0,50051394,13482925,4188771636,0,675,663,2,1,14,14,428,1,4189686736,4141696545,128118387,321363053,321363053,1,2,1,14139253436,73389,73389,14,14,14,321346669,10,3,598413,1563793,3021320,31987,4189686736,1529357,47031801,2590
44714.01,1,253952,62,231183,15231990546,29,59645167,0,435,34,34,5995,151,675,1641984,11,60889,30,129,145596860,1352,1,0,29,48,1,14,536,675,0,0,0,53954852,14222692,4502697107,0,675,663,2,1,14,14,428,1,4504390608,4456369824,160398519,345832052,345848436,1,2,1,15216610288,73389,73389,14,14,14,345832052,10,3,611487,1678827,3187807,34388,4504390608,1641984,50768900,2590
46726.83,1,253952,62,246538,16243363546,30,65154526,0,474,36,36,5995,154,675,1761504,11,65241,30,129,145862312,1352,1,0,29,50,1,14,536,675,0,0,0,57960222,15698822,4797731364,0,675,663,2,1,14,14,428,1,4799957968,4752074738,171536238,368818743,368818743,1,2,1,16227303796,73389,73389,14,14,14,368802359,10,3,624005,1800589,3340988,36643,4799957968,1761504,54621218,2590
48731.21,1,253952,62,261331,17218122502,33,70294299,0,525,37,37,5995,156,675,1866945,11,69383,30,129,146127764,1352,1,0,29,51,1,14,536,675,0,0,0,61607987,16661378,5085157016,0,675,663,2,1,14,14,428,1,5084646352,5037050004,183380048,390967691,390967691,1,2,1,17202578404,73389,73389,14,14,14,390967691,10,3,630284,1911085,3474082,38815,5084646352,1866945,58136005,2590
50740.49,1,253952,62,272363,17945362886,35,73916924,0,540,38,38,5995,158,675,1930557,11,72507,30,129,146658668,1352,1,0,29,52,1,14,536,675,0,0,0,63914356,16720391,5294443375,0,675,663,2,1,14,14,428,1,5297114064,5249596957,189421438,407480987,407497371,1,2,1,17929163428,73389,73389,14,14,14,407480987,10,3,637127,1976195,3563232,40436,5297114064,1930557,60353318,2590
52748.45,1,253952,62,288580,19013308706,35,76850441,0,586,41,41,5995,161,675,2057385,11,77092,30,129,146924120,1352,1,0,29,55,1,14,536,675,0,0,0,67943769,18036536,5607852385,0,675,663,2,1,14,14,428,1,5608545099,5561734984,198604272,431774080,431774080,1,2,1,18998059520,73389,73389,14,14,14,431774080,10,3,656469,2105386,3760993,42816,5608545099,2057385,64184122,2590
54755.94,1,253952,62,305229,20110522966,37,81076748,0,621,41,41,5995,164,675,2189808,11,81797,30,129,147455024,1352,1,0,29,55,1,14,536,675,0,0,0,72029442,19223647,5929917131,0,675,663,2,1,14,14,428,1,5928753995,5882496840,208852526,456710023,456710023,1,2,1,20094520116,73389,73389,14,14,14,456693639,10,3,663175,2240254,3946540,45259,5928753995,2189808,68085402,2590
56762.52,1,253952,62,322034,21217236638,38,85169275,0,648,43,43,5995,168,675,2303660,11,86600,30,129,147985928,1352,1,0,29,57,1,14,536,675,0,0,0,76159647,20607058,6253059728,0,675,663,2,1,14,14,428,1,6251877737,6205950168,219514608,481869309,481869309,1,2,1,21202249596,73389,73389,14,14,14,481869309,10,3,676896,2356571,4139310,47731,6251877737,2303660,72022983,2590
58771.47,1,253952,62,338694,22314757876,38,87718165,0,681,44,44,5995,171,675,2416695,11,91351,30,129,148516832,1352,1,0,29,58,1,14,536,675,0,0,0,80184008,22270363,6572049637,0,675,663,2,1,14,14,428,1,6571765770,6526622031,228968825,506821636,506821636,1,2,1,22300151984,73389,73389,14,14,14,506821636,10,3,691875,2471993,4303711,50178,6571765770,2416695,75883093,2590
60777.56,1,253952,62,355013,23390079804,39,92825210,0,716,44,44,5995,174,675,2525282,11,95965,30,129,149047736,1352,1,0,29,58,1,14,536,675,0,0,0,84258306,23756489,6885315761,0,675,663,2,1,14,14,428,1,6886076426,6841079064,239680052,531251834,531251834,1,2,1,23375080696,73389,73389,14,14,14,531251834,10,3,709649,2583058,4470567,52576,6886076426,2525282,79790667,2590
62787.48,1,253952,62,371495,24475923568,41,97631503,0,758,45,45,5995,177,675,2653166,11,100632,30,129,149844092,1352,1,0,29,59,1,14,536,675,0,0,0,88317573,25225907,7203818976,0,675,663,2,1,14,14,428,1,7202741059,7158434272,251701979,555917441,555933825,1,2,1,24460367404,73389,73389,14,14,14,555917441,10,3,720646,2713303,4635578,54998,7202741059,2653166,83685055,2590
