timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
476212.40,0,0,17955,1181742468,0,0,0,0,1,1,5329,117,549,123817,48,1677,11,107,113102204,1100,1,0,10,15,9,4276,549,0,0,0,1971421,15914,387837819,0,549,347,2,1,14,14,454,1,389710020,348518287,1987931,26582979,26582979,1,2,1,1168930180,73389,73389,14,14,14,26566595,10,3,326478,125763,776690,2991,389710020,123817,1194821,1680
478217.89,253952,62,37663,2480505226,15,15002699,0,15,26,26,5329,120,675,246739,48,6406,36,134,140299886,1352,1,0,35,40,9,4386,675,0,0,0,6233503,145320,778040331,0,675,409,2,1,14,14,454,1,779877168,728994762,27705990,56015886,56015886,1,2,1,2463978088,73389,73389,14,14,14,55999502,10,3,468502,251326,1200322,5969,779877168,246739,5033436,2022
480234.88,253952,62,52298,3444933626,18,21939445,0,49,26,26,5329,122,675,365072,48,10516,36,134,140830790,1352,1,0,35,40,9,4386,675,0,0,0,9964655,1078088,1060378538,0,675,409,2,1,14,14,454,1,1061681968,1010862853,50557995,77927266,77943650,1,2,1,3428799704,73389,73389,14,14,14,77927266,10,3,491224,371866,1367220,8119,1061681968,365072,8597830,2022
482246.89,253952,62,65296,4301283238,22,28663831,0,88,27,27,5329,124,675,482632,48,14162,36,134,141096242,1352,1,0,35,41,9,4386,675,0,0,0,13922339,2734812,1309796415,0,675,409,2,1,14,14,454,1,1311767344,1261219152,69988530,97403907,97403907,1,2,1,4285051012,73389,73389,14,14,14,97387523,10,3,500112,492321,1526493,10027,1311767344,482632,12396363,2022
484251.84,253952,62,76611,5046804858,26,34661335,0,128,28,28,5329,126,675,564064,48,17357,36,134,141361694,1352,1,0,35,42,9,4386,675,0,0,0,16798990,3298197,1529181989,0,675,409,2,1,14,14,454,1,1529215792,1479183578,80075653,114345346,114345346,1,2,1,5031195224,73389,73389,14,14,14,114345346,10,3,507819,575310,1647460,11686,1529215792,564064,15152147,2022
486263.41,253952,62,89060,5867175206,26,36014753,0,156,31,31,5329,128,675,651366,48,20864,36,134,141627146,1352,1,0,35,45,9,4386,675,0,0,0,19918815,3714974,1766282595,0,675,409,2,1,14,14,454,1,1768946480,1718924739,85278149,132994595,132994595,1,2,1,5851762180,73389,73389,14,14,14,132994595,10,3,516030,664359,1765031,13515,1768946480,651366,18154529,2022
488271.24,253952,62,103311,6806172330,26,39184262,0,193,32,32,5329,131,675,771803,48,24894,36,134,141892598,1352,1,0,35,46,9,4386,675,0,0,0,23850307,5343499,2041137339,0,675,409,2,1,14,14,454,1,2043673392,1993520887,95513404,154326502,154326502,1,2,1,6790366088,73389,73389,14,14,14,154326502,10,3,525029,786961,1936919,15611,2043673392,771803,21914263,2022
490281.12,253952,62,117273,7726229550,28,43953241,0,232,32,32,5329,133,675,884574,48,28833,36,134,142423502,1352,1,0,35,46,9,4386,675,0,0,0,27736049,6455062,2311670218,0,675,409,2,1,14,14,454,1,2312370992,2262437509,105935613,175240617,175240617,1,2,1,7710587148,73389,73389,14,14,14,175240617,10,3,531226,901960,2078230,17661,2312370992,884574,25658826,2022
492294.55,253952,62,131403,8657296818,28,46854744,0,269,33,33,5329,135,675,1006542,48,32802,36,134,142688954,1352,1,0,35,47,9,4386,675,0,0,0,31654448,7470372,2582336691,0,675,409,2,1,14,14,454,1,2584345392,2534572897,113326895,196392300,196408684,1,2,1,8641261200,73389,73389,14,14,14,196392300,10,3,534192,1026208,2223205,19736,2584345392,1006542,29432389,2022
494311.93,253952,62,145208,9566799434,29,50889009,0,308,36,36,5329,137,675,1128353,48,36671,36,134,142942340,1352,1,0,35,50,9,4386,675,0,0,0,35656962,8852200,2847620792,0,675,409,2,1,14,14,454,1,2850159408,2800518384,125241016,217071006,217071006,1,2,1,9551124264,73389,73389,14,14,14,217071006,10,3,548540,1150262,2404095,21764,2850159408,1128353,33254145,2022
496325.61,253952,62,158945,10471786682,32,56945025,0,343,38,38,5329,140,675,1248075,48,40584,36,134,143738696,1352,1,0,35,52,9,4386,675,0,0,0,39712597,10024324,3111969260,0,675,409,2,1,14,14,454,1,3113454544,3064896584,137019099,237647090,237647090,1,2,1,10456471960,73389,73389,14,14,14,237647090,10,3,551878,1272302,2545244,23776,3113454544,1248075,37168770,2022
498329.94,253952,62,169457,11164417442,36,62549864,0,368,38,38,5329,141,675,1307042,48,43502,36,134,144004148,1352,1,0,35,52,9,4386,675,0,0,0,42156694,10094003,3317718541,0,675,409,2,1,14,14,454,1,3316222928,3267370216,145679661,253386464,253386464,1,2,1,11149004416,73389,73389,14,14,14,253386464,10,3,552232,1332741,2601519,25323,3316222928,1307042,39556686,2022
500334.66,253952,62,180136,11867992714,36,64065299,0,411,38,38,5329,143,675,1365837,48,46524,36,134,144004148,1352,1,0,35,52,9,4386,675,0,0,0,44546503,10110106,3522011534,0,675,409,2,1,14,14,454,1,3521350608,3472967901,149606392,269371598,269387982,1,2,1,11852350312,73389,73389,14,14,14,269371598,10,3,555411,1395899,2668443,26888,3521350608,1365837,41879647,2022
502350.90,253952,62,193349,12738698018,36,65226646,0,432,42,42,5329,145,675,1456215,48,50244,36,134,144535052,1352,1,0,35,56,9,4386,675,0,0,0,47883456,10644381,3776145132,0,675,409,2,1,14,14,454,1,3776285648,3727533200,155282280,289157376,289173760,1,2,1,12722924544,73389,73389,14,14,14,289157376,10,3,576179,1488256,2837647,28833,3776285648,1456215,45047512,2022
504364.88,253952,62,207357,13661769894,38,69115950,0,468,43,43,5329,148,675,1572657,48,54236,36,134,144800504,1352,1,0,35,57,9,4386,675,0,0,0,51856299,12059436,4045633499,0,675,409,2,1,14,14,454,1,4045638608,3997385012,165684133,310145219,310145219,1,2,1,13645668740,73389,73389,14,14,14,310128835,10,3,585269,1606889,2980634,30888,4045638608,1572657,48877509,2022
506378.03,253952,62,221418,14588315178,38,73882062,0,508,45,45,5329,150,675,1695685,48,58173,36,134,145331408,1352,1,0,35,59,9,4386,675,0,0,0,55829827,13318354,4313939220,0,675,409,2,1,14,14,454,1,4316040144,4268256911,176466442,331190406,331206790,1,2,1,14572377864,73389,73389,14,14,14,331190406,10,3,592633,1732168,3154185,32951,4316040144,1695685,52677611,2022
508387.02,253952,62,235858,15539698606,41,78509481,0,551,49,49,5329,152,675,1811290,48,62217,36,134,145596860,1352,1,0,35,63,9,4386,675,0,0,0,59950727,14490346,4592605649,0,675,409,2,1,14,14,454,1,4594043856,4546334234,188609220,352825417,352841801,1,2,1,15524318348,73389,73389,14,14,14,352825417,10,3,612021,1850895,3348513,35072,4594043856,1811290,56604305,2022
510391.65,253952,62,246412,16235081878,48,86245989,0,586,49,49,5329,154,675,1860220,48,65205,36,134,145862312,1352,1,0,35,63,9,4386,675,0,0,0,62375508,14603628,4799530475,0,675,409,2,1,14,14,454,1,4797467600,4749616741,199136341,368622135,368638519,1,2,1,16219373940,73389,73389,14,14,14,368622135,10,3,613061,1901132,3404432,36624,4797467600,1860220,58973264,2022
512400.62,253952,62,259967,17128200494,49,88246762,0,619,53,53,5329,156,675,1981048,48,69011,36,134,146127764,1352,1,0,35,67,9,4386,675,0,0,0,66078820,15568791,5059835625,0,675,409,2,1,14,14,454,1,5058300880,5010771941,206409989,388907625,388924009,1,2,1,17111935500,73389,73389,14,14,14,388907625,10,3,631494,2024182,3572413,38614,5058300880,1981048,62508728,2022
514412.80,253952,62,273775,18038430622,49,91688542,0,650,56,56,5329,158,675,2101283,48,72890,36,134,146658668,1352,1,0,35,70,9,4386,675,0,0,0,70000502,17378143,5321847642,0,675,409,2,1,14,14,454,1,5324377040,5276743411,216701278,409606589,409622973,1,2,1,18022689916,73389,73389,14,14,14,409606589,10,3,651873,2146664,3766285,40644,5324377040,2101283,66236665,2022
516422.54,253952,62,287601,18948883510,50,95690825,0,680,56,56,5329,161,675,2235628,48,76823,36,134,146924120,1352,1,0,35,70,9,4386,675,0,0,0,73931996,19030577,5589229665,0,675,409,2,1,14,14,454,1,5589408587,5542928275,227574574,430293487,430309871,1,2,1,18932913428,73389,73389,14,14,14,430293487,10,3,662432,2283251,3947685,42670,5589408587,2235628,69986884,2022
518432.02,253952,62,301382,19856813262,53,100829975,0,726,57,57,5329,163,675,2364365,48,80693,36,134,147189572,1352,1,0,35,71,9,4386,675,0,0,0,78094372,20253667,5856222486,0,675,409,2,1,14,14,454,1,5854698315,5808309794,240036322,450947617,450947617,1,2,1,19841695148,73389,73389,14,14,14,450947617,10,3,676526,2414278,4120419,44694,5854698315,2364365,73976656,2022
520439.07,253952,62,315052,20757009766,53,104046515,0,764,58,58,5329,167,675,2489617,48,84641,36,134,147720476,1352,1,0,35,72,9,4386,675,0,0,0,82039830,21356283,6118788141,0,675,409,2,1,14,14,454,1,6117266793,6071418447,248165007,471396947,471413331,1,2,1,20741465668,73389,73389,14,14,14,471396947,10,3,679727,2541718,4259910,46704,6117266793,2489617,77782753,2022
522444.30,253952,62,326620,21519377446,56,108095406,0,803,58,58,5329,168,675,2574707,48,87849,36,134,147985928,1352,1,0,35,72,9,4386,675,0,0,0,85096631,21780141,6342241736,0,675,409,2,1,14,14,454,1,6340220265,6294236107,256930787,488737635,488737635,1,2,1,21503735044,73389,73389,14,14,14,488721251,10,3,685864,2628547,4368865,48405,6340220265,2574707,80730700,2022
524450.30,253952,62,338381,22293979656,56,110119426,0,833,63,63,5329,171,675,2654949,48,91267,36,134,148516832,1352,1,0,35,77,9,4386,675,0,0,0,88246594,22098077,6566030731,0,675,409,2,1,14,14,454,1,6565736458,6520532320,263027517,506340467,506356851,1,2,1,22278980548,73389,73389,14,14,14,506340467,10,3,703610,2710569,4511881,50132,6565736458,2654949,83737752,2022
526464.12,253952,62,352289,23210497932,60,115714822,0,867,65,65,5329,173,675,2775296,48,95187,36,134,148782284,1352,1,0,35,79,9,4386,675,0,0,0,92205087,23015795,6835653856,0,675,409,2,1,14,14,454,1,6833778698,6788578044,273981339,527172662,527172662,1,2,1,23194876232,73389,73389,14,14,14,527156278,10,3,710131,2833276,4666027,52177,6833778698,2775296,87542229,2022
528473.36,253952,62,365907,24107850236,60,119087171,0,911,67,67,5329,177,675,2893010,48,99108,36,134,149844092,1352,1,0,35,81,9,4386,675,0,0,0,96231796,24295329,7095309619,0,675,409,2,1,14,14,454,1,7095130947,7050825808,283645512,547568522,547568522,1,2,1,24093014968,73389,73389,14,14,14,547568522,10,3,718601,2953336,4823787,54177,7095130947,2893010,91411384,2022
530478.41,253952,62,380311,25056608916,66,125978479,0,962,69,69,5329,179,675,3002576,48,103188,36,134,149844092,1352,1,0,35,83,9,4386,675,0,0,0,100236452,24805019,7373307772,0,675,409,2,1,14,14,454,1,7372479299,7328151723,298068385,569131964,569131964,1,2,1,25041806416,73389,73389,14,14,14,569131964,10,3,738416,3065054,5026392,56293,7372479299,3002576,95213560,2022
532483.25,253952,62,390239,25710081916,67,128628033,0,1000,69,69,5329,183,675,3057703,48,106101,36,134,150640448,1352,1,0,35,83,9,4386,675,0,0,0,102670128,24806213,7563467714,0,675,409,2,1,14,14,454,1,7561635719,7519088115,303145937,583978410,583994794,1,2,1,25695050040,73389,73389,14,14,14,583978410,10,3,740589,3121462,5087329,57750,7561635719,3057703,97586389,2022
534497.66,253952,62,400810,26404721448,67,130049020,0,1021,73,73,5329,189,675,3122077,48,109264,36,134,151171352,1352,1,0,35,87,9,4386,675,0,0,0,105367925,25209761,7761466114,0,675,409,2,1,14,14,454,1,7761121761,7722063513,308289290,599785035,599785035,1,2,1,26390541540,73389,73389,14,14,14,599785035,10,3,762634,3187254,5231473,59304,7761121761,3122077,100140135,2022
534596.98,253952,62,400982,26415782060,71,130732205,4,1022,73,73,5329,191,675,3123231,48,109422,43,134,158511825,1359,1,1038,42,94,35,4420,675,541,1038,956,105599140,25233331,7767508449,8,675,409,2,1,14,14,454,1,7763869224,7725268584,369677660,600037902,600037902,1,2,1,26401667688,73389,73389,14,14,14,600037902,10,3,763623,3188436,5239514,59330,7763869224,3123231,100363318,2022
