timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
550238.21,1,253952,62,20396,1343272358,1,4055832,144,9,9,1119,182,0,558,194582,0,22,7996,20,99813033,1118,1,0,4,3748,25283027,8,101067492,19,23,0,10,985,558,0,0,12135298,548654,455048237,0,558,654,0,3,1,14,14,4473,3,456446470,425632459,16738321,25661157,25661157,1,3,1,1333528228,73389,73389,14,14,14,25644777,10,3,98264,198830,422508,3834,456446470,194582,11713189,2008
552248.10,3,253952,62,45458,2994893684,1,5629001,299,10,10,1119,346,0,567,419650,0,22,17865,21,107007481,1136,1,0,4,3748,56552891,8,226211564,20,24,0,10,1689,567,0,0,27005922,1027889,977967808,0,567,664,0,3,1,14,14,4473,3,979004014,945923047,33595328,57391698,57408082,1,3,1,2984368328,73389,73389,14,14,14,57391702,10,3,107948,429163,712126,8169,979004014,419650,26294714,2040
554253.44,3,253952,62,67483,4443934774,5,10768071,388,10,10,1119,487,0,576,569337,2,22,26445,21,110608448,1154,1,0,4,3748,83851234,8,335275700,20,24,0,10,1689,576,0,0,37813206,1112340,1432987288,0,574,669,2,3,1,14,14,4473,3,1432560177,1401907359,49648688,85279364,85279364,1,3,1,4434526960,73389,73389,14,14,14,85279368,10,3,120137,582638,928791,11939,1432560177,569337,36885755,2063
556264.44,3,253952,62,90213,5941724670,5,12287116,479,13,13,1119,624,0,576,738634,2,22,35467,21,113130242,1154,1,0,4,3748,112404772,8,449619088,20,27,0,10,1689,576,0,0,49802270,1313915,1901657404,0,574,669,2,3,1,14,14,4473,3,1901513734,1873560859,63348195,114059070,114091838,1,3,1,5930219704,73389,73389,14,14,14,114042690,10,3,146557,756081,1163593,15814,1901513734,738634,48640472,2063
558279.40,4,253952,62,117199,7722827806,5,14090534,628,15,15,1119,802,0,576,966219,2,22,46101,22,116858636,1154,1,0,4,3748,146162035,8,584454280,21,29,0,10,1703,576,0,0,65256206,1612266,2462707289,0,574,669,2,3,1,14,14,4473,3,2462227859,2434367309,80881061,148313574,148329958,1,3,1,7711453912,73389,73389,14,14,14,148297194,10,3,158623,989094,1441090,20470,2462227859,966219,63817441,2063
560284.10,6,253952,62,149116,9823662214,9,19475117,766,17,17,1119,1007,0,585,1186132,2,22,58661,24,118671513,1172,1,0,4,3748,185991422,8,743771724,23,31,0,10,2494,585,0,0,80755779,1769770,3124467492,0,583,681,2,3,1,14,14,4473,3,3122743789,3095530705,101682668,188727635,188744019,1,3,1,9812985084,73389,73389,14,14,14,188711255,10,3,175071,1214545,1733941,25954,3122743789,1186132,79024764,2095
562296.85,12,253952,62,183966,12121057470,10,21697208,913,23,23,1119,1234,5,603,1460510,4,22,72387,25,121924738,1208,1,0,4,3748,229498411,8,917670368,24,37,1,10,2583,603,0,0,99131117,2045384,3849409229,0,599,692,4,3,1,14,14,4473,3,3847279974,3818878089,122791114,232904366,232920750,1,3,1,12110175096,73389,73389,14,14,14,232887986,10,3,202551,1495333,2123018,31974,3847279974,1460510,97027673,2152
564301.72,17,253952,62,220486,14526377530,10,24072691,1100,23,23,1119,1474,9,603,1761800,4,22,86736,25,121924738,1208,1,0,4,3748,275036293,8,1100015772,24,37,1,10,2583,603,0,0,120014857,2491202,4608221334,0,599,692,4,3,1,14,14,4473,3,4606424225,4576114077,146432190,279172660,279172660,1,3,1,14516978352,73389,73389,14,14,14,279172664,10,3,220243,1804535,2539636,38274,4606424225,1761800,117479498,2152
566308.39,17,253952,62,249344,16427943914,16,31937936,1189,26,26,1119,1653,9,603,1939792,4,22,98103,25,121924738,1208,1,0,4,3748,311102870,8,1244217756,24,40,1,10,2583,603,0,0,132837208,2550362,5209612370,0,599,692,4,3,1,14,14,4473,3,5206398235,5175047451,167251128,315719653,315719653,1,3,1,16417421988,73389,73389,14,14,14,315719657,10,3,250334,1986973,2818545,43232,5206398235,1939792,130023463,2152
568319.50,19,253952,62,275385,18144191884,18,36037534,1342,26,26,1119,1824,9,612,2169584,6,22,108344,25,123366747,1226,1,0,4,3748,343552820,8,1374082304,24,40,1,10,2583,612,0,0,147568044,2974108,5761930100,0,606,708,6,3,1,14,14,4473,3,5757401295,5716140140,186431587,348664325,348680709,1,3,1,18129692964,73389,73389,14,14,14,348647945,10,3,259782,2222047,3096053,47800,5757401295,2169584,144477312,2970
