timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
735679.66,0,0,19468,1281429340,0,0,0,0,1,1,5385,117,594,130076,16,1818,10,0,122489018,1190,1,0,9,15,8,2178,594,0,0,0,1987303,507,420868265,0,594,384,2,1,14,14,413,1,422871236,377973961,1988866,28806885,28823269,1,2,1,1267502940,73389,73389,14,14,14,28806885,11,3,347454,132145,791431,3244,422871236,130076,1195961,1748
737685.66,253952,62,35152,2315147974,13,14944147,0,43,17,17,5385,119,675,246248,16,5668,26,13,140299886,1352,1,0,25,31,8,2344,675,0,0,0,5947413,698604,730955494,0,675,434,2,1,14,14,413,1,731642672,680586012,25830268,52262235,52262235,1,2,1,2299538340,73389,73389,14,14,14,52262235,11,3,469322,250651,1192787,5601,731642672,246248,4754855,1960
739694.82,253952,62,48882,3219759522,14,18664949,0,83,19,19,5385,122,675,359206,16,9579,26,13,140830790,1352,1,0,25,33,8,2344,675,0,0,0,9936671,1457913,995206178,0,675,434,2,1,14,14,413,1,995883824,945064497,34874633,72818061,72818061,1,2,1,3203273788,73389,73389,14,14,14,72801677,11,3,482081,368900,1379235,7617,995883824,359206,8557813,1960
741699.33,253952,62,59452,3916167238,17,22597445,0,120,19,19,5385,123,675,428043,16,12510,26,13,140830790,1352,1,0,25,33,8,2344,675,0,0,0,12452723,1554310,1199125152,0,675,434,2,1,14,14,413,1,1199438640,1148645412,41506317,88647547,88647547,1,2,1,3900492068,73389,73389,14,14,14,88647547,11,3,483039,439237,1465216,9170,1199438640,428043,10987980,1960
743711.57,253952,62,72475,4774420702,17,24909463,0,150,22,22,5385,126,675,523619,16,16205,26,13,141361694,1352,1,0,25,36,8,2344,675,0,0,0,15843841,2046740,1450120836,0,675,434,2,1,14,14,413,1,1450048304,1399548164,47380785,108154797,108154797,1,2,1,4758811068,73389,73389,14,14,14,108154797,11,3,493267,536848,1607167,11082,1450048304,523619,14237269,1960
745718.00,253952,62,86619,5706405474,18,28729471,0,199,22,22,5385,128,675,633914,16,20200,26,13,141627146,1352,1,0,25,36,8,2344,675,0,0,0,19958486,2737296,1721723078,0,675,434,2,1,14,14,413,1,1721891632,1671933590,57204235,129339248,129339248,1,2,1,5690926912,73389,73389,14,14,14,129339248,11,3,497166,649561,1741284,13156,1721891632,633914,18217954,1960
747727.01,253952,62,101004,6654184422,18,32187054,0,245,23,23,5385,130,675,751932,16,24230,26,13,141892598,1352,1,0,25,37,8,2344,675,0,0,0,23944560,3458702,1997779845,0,675,434,2,1,14,14,413,1,1999108912,1949063894,64899149,150875955,150875955,1,2,1,6638542020,73389,73389,14,14,14,150875955,11,3,509647,770056,1917933,15271,1999108912,751932,22027532,1960
749735.66,253952,62,115389,7602228822,18,36262080,0,282,23,23,5385,132,675,872343,16,28265,26,13,142423502,1352,1,0,25,37,8,2344,675,0,0,0,27919851,4143622,2274616070,0,675,434,2,1,14,14,413,1,2276195120,2226198915,74880052,172410503,172426887,1,2,1,7586062132,73389,73389,14,14,14,172410503,11,3,518057,892999,2071431,17385,2276195120,872343,25849468,1960
751744.62,253952,62,129677,8543650778,19,40763426,0,319,23,23,5385,135,675,983777,16,32326,26,13,142688954,1352,1,0,25,37,8,2344,675,0,0,0,31934822,4809363,2548568728,0,675,434,2,1,14,14,413,1,2551053104,2501394264,84898433,193807946,193807946,1,2,1,8526563276,73389,73389,14,14,14,193785529,11,3,528783,1007945,2216209,19482,2551053104,983777,29718804,1960
753748.28,253952,62,148090,9757001446,19,42197877,0,339,26,26,5385,138,675,1080004,16,37514,26,13,143207792,1352,1,0,25,40,8,2344,675,0,0,0,35968918,5161433,2903540965,0,675,434,2,1,14,14,413,1,2905340720,2856008648,92976088,221385587,221401971,1,2,1,9740965828,73389,73389,14,14,14,221385587,11,3,538303,1106482,2355732,22185,2905340720,1080004,33614538,1960
