timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
898100.81,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
900104.17,253952,62,24715,1627166962,0,0,0,0,28,28,5976,118,1,675,117388,9,21,2765,43,564,140034434,1352,1,0,42,42,0,14,686,675,0,0,0,2227400,30,527439694,0,666,192,9,2,1,14,14,306,1,530185008,479414768,2417371,36631516,36631516,1,2,1,1611786704,73389,73389,14,14,14,36631516,5,3,466564,119443,774804,4064,530185008,117388,1452700,1217
902109.35,253952,62,45497,2996834222,0,0,0,15,28,28,5976,121,1,675,219053,9,21,8629,43,564,140565338,1352,1,0,42,42,0,14,686,675,0,0,0,5917256,146122,926445376,0,666,192,9,2,1,14,14,306,1,930741040,879872306,22280100,67739465,67755849,1,2,1,2980536460,73389,73389,14,14,14,67739465,5,3,497401,223343,947860,7120,930741040,219053,4969651,1217
904115.81,253952,62,64864,4272971686,15,15153812,0,36,28,28,5976,124,1,675,345721,9,21,14043,43,564,141096242,1352,1,0,42,42,0,14,686,675,0,0,0,11037024,528466,1301195009,0,666,192,9,2,1,14,14,306,1,1303640880,1252906139,75384549,96748547,96764931,1,2,1,4256936068,73389,73389,14,14,14,96748547,5,3,511848,352632,1134930,9965,1303640880,345721,9902529,1217
906127.53,253952,62,79793,5256402218,23,27764771,0,88,29,29,5976,127,1,675,467968,9,21,18285,43,564,141361694,1352,1,0,42,43,0,14,686,675,0,0,0,15423453,1640138,1585361644,0,666,192,9,2,1,14,14,306,1,1590557488,1540405499,113578365,119096262,119112646,1,2,1,5240235528,73389,73389,14,14,14,119096262,5,3,529437,477267,1339997,12154,1590557488,467968,14084031,1217
908130.99,253952,62,97924,6451271734,25,31238691,0,120,37,37,5976,130,1,675,574204,9,21,23390,43,564,141892598,1352,1,0,42,51,14,14,686,675,0,0,0,19616509,2119472,1937966138,0,666,192,9,2,1,14,14,306,1,1939864368,1889754409,122349681,146264303,146264303,1,2,1,6435629332,73389,73389,14,14,14,146264303,5,3,536181,585754,1484151,14819,1939864368,574204,18133092,1217
910134.53,253952,62,120210,7919770590,25,31238691,0,123,37,37,5976,133,1,675,649771,9,21,29633,43,564,142423502,1352,1,0,42,51,14,14,686,675,0,0,0,23736245,2119509,2368187017,0,666,192,9,2,1,14,14,306,1,2369125168,2318991905,132580587,179639277,179639277,1,2,1,7904128188,73389,73389,14,14,14,179639277,5,3,538959,663485,1591423,18094,2369125168,649771,22145740,1217
912138.56,253952,62,142212,9369391770,29,35239029,0,126,37,37,5976,137,1,675,722963,9,21,35855,43,564,142942340,1352,1,0,42,51,14,14,686,675,0,0,0,27818802,2119711,2790674758,0,666,192,9,2,1,14,14,306,1,2791963440,2742798684,147494984,212574042,212590426,1,2,1,9353257848,73389,73389,14,14,14,212574042,5,3,540779,738836,1685908,21320,2791963440,722963,26133987,1217
914141.84,253952,62,164284,10823807002,33,39239410,0,128,37,37,5976,141,1,675,803275,9,21,42092,43,564,144004148,1352,1,0,42,51,14,14,686,675,0,0,0,31951924,2119787,3217329740,0,666,192,9,2,1,14,14,306,1,3216608208,3167779987,176312648,245633402,245649786,1,2,1,10807869688,73389,73389,14,14,14,245633402,5,3,544195,821300,1802159,24563,3216608208,803275,30151030,1217
916145.82,253952,62,186852,12310521558,33,39239410,0,128,37,37,5976,144,1,675,886621,9,21,48410,43,564,144269600,1352,1,0,42,51,14,14,686,675,0,0,0,36028980,2120054,3649777433,0,666,192,9,2,1,14,14,306,1,3650849744,3602466396,182346165,279428327,279428327,1,2,1,12294125492,73389,73389,14,14,14,279411943,5,3,549410,906715,1914833,27876,3650849744,886621,34115588,1217
918152.87,253952,62,199690,13156385410,33,41438761,0,159,40,40,5976,146,1,675,1005266,9,21,52024,43,564,144535052,1352,1,0,42,54,14,14,686,675,0,0,0,39474660,3075481,3896570093,0,666,192,9,2,1,14,14,306,1,3897920464,3849638260,199203322,298659208,298659208,1,2,1,13140284256,73389,73389,14,14,14,298642824,5,3,558912,1027387,2063864,29761,3897920464,1005266,37412352,1217
920166.09,253952,62,213131,14042298374,36,47625542,0,196,41,41,5976,148,1,675,1141948,9,21,55801,43,564,145065956,1352,1,0,42,55,14,14,686,675,0,0,0,43457771,3908910,4155039479,0,666,192,9,2,1,14,14,306,1,4156787664,4108600735,210205699,318795083,318795083,1,2,1,14026983652,73389,73389,14,14,14,318795083,5,3,571490,1166430,2246552,31736,4156787664,1141948,41212900,1217
922171.47,253952,62,223753,14742138094,39,52826761,0,234,41,41,5976,150,1,675,1238801,9,21,58805,43,564,145331408,1352,1,0,42,55,14,14,686,675,0,0,0,46568838,4186718,4362369364,0,666,192,9,2,1,14,14,306,1,4361128912,4313229495,219584275,334698297,334698297,1,2,1,14726725068,73389,73389,14,14,14,334698297,5,3,575447,1265111,2353330,33295,4361128912,1238801,44217307,1217
924181.27,253952,62,233588,15390135530,40,53994740,0,251,45,45,5976,152,1,675,1305753,9,21,61600,43,564,145596860,1352,1,0,42,59,14,14,686,675,0,0,0,48969546,4358232,4549229571,0,666,192,9,2,1,14,14,306,1,4550265808,4502591764,223400561,349415830,349432214,1,2,1,15374296520,73389,73389,14,14,14,349415830,5,3,587891,1333479,2443711,34738,4550265808,1305753,46527716,1217
926188.17,253952,62,247043,16276700546,42,57926442,0,290,46,46,5976,154,1,675,1421447,9,21,65378,43,564,145862312,1352,1,0,42,60,14,14,686,675,0,0,0,52978205,4914518,4809291735,0,666,192,9,2,1,14,14,306,1,4809526224,4761804430,231584589,369578440,369578440,1,2,1,16261451360,73389,73389,14,14,14,369578440,5,3,590089,1451542,2595692,36716,4809526224,1421447,50384550,1217
928196.17,253952,62,260616,17170998810,43,61215555,0,328,46,46,5976,156,1,675,1535827,9,21,69187,43,564,146127764,1352,1,0,42,60,14,14,686,675,0,0,0,56953130,5499593,5072230564,0,666,192,9,2,1,14,14,306,1,5070752720,5023305598,240230550,389880314,389896698,1,2,1,17154733816,73389,73389,14,14,14,389880314,5,3,595368,1568337,2725430,38709,5070752720,1535827,54229883,1217
930199.84,253952,62,276981,18249335394,43,62337845,0,353,50,50,5976,159,1,675,1637730,9,21,73817,43,564,146658668,1352,1,0,42,64,14,14,686,675,0,0,0,60888853,5777992,5384599199,0,666,192,9,2,1,14,14,306,1,5385587664,5338399825,246473299,414408816,414408816,1,2,1,18233987904,73389,73389,14,14,14,414408816,5,3,603097,1672462,2849140,41111,5385587664,1637730,58042060,1217
932214.53,253952,62,295548,19472352622,43,63399676,0,380,55,55,5976,162,1,675,1731629,9,21,79046,43,564,146924120,1352,1,0,42,69,14,14,686,675,0,0,0,64909096,6037704,5743631352,0,666,192,9,2,1,14,14,306,1,5742369611,5695995442,257300928,442191257,442207641,1,2,1,19456415308,73389,73389,14,14,14,442191257,5,3,612895,1768523,2987529,43837,5742369611,1731629,61924077,1217
934222.50,253952,62,309270,20376681202,52,74081739,0,406,55,55,5976,164,1,675,1844569,9,21,82899,43,564,147455024,1352,1,0,42,69,14,14,686,675,0,0,0,68906799,6359563,6008679763,0,666,192,9,2,1,14,14,306,1,6006610763,5960242034,279075160,462753116,462769500,1,2,1,20361137104,73389,73389,14,14,14,462753116,5,3,615647,1883835,3124655,45853,6006610763,1844569,65784807,1217
936226.87,253952,62,321462,21179484594,53,77068217,0,445,56,56,5976,168,1,675,1932398,9,21,86492,43,564,147985928,1352,1,0,42,70,14,14,686,675,0,0,0,72473245,6737029,6243053983,0,666,192,9,2,1,14,14,306,1,6240867689,6194918823,286246057,481011308,481011308,1,2,1,21164497552,73389,73389,14,14,14,481011308,5,3,624187,1973607,3254028,47647,6240867689,1932398,69222002,1217
