timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
242593.04,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,2097278,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
244598.20,1,253952,62,12124,798371320,0,893150,82,4,4,4834,131,0,558,81791,0,10,4742,16,25,96712071,1118,1,0,4,751,14948612,5,59729952,15,18,11,128,558,0,0,5411196,2707,281989975,0,558,293,0,3,1,14,14,1279,3,282555536,254045728,6306105,15178444,15178444,1,3,1,789279120,73389,73389,14,14,14,15178448,8,3,83549,83764,224118,2390,282555536,81791,5187353,1320
246605.20,1,253952,62,24744,1630105182,1,3091229,159,6,6,4834,189,0,558,165766,0,10,9695,18,25,99185601,1118,1,0,4,751,30713750,5,122855000,17,20,11,266,558,0,0,11156590,81149,542908598,0,558,293,0,3,1,14,14,1279,3,543380308,515832387,14301930,31169611,31185995,1,3,1,1619967836,73389,73389,14,14,14,31153231,8,3,91038,169873,327073,4498,543380308,165766,10830025,1320
248611.16,4,253952,62,39775,2619605020,1,4839788,241,6,6,4834,310,0,567,298562,0,10,15635,18,25,102603391,1136,1,0,4,751,49478899,5,197915596,17,20,11,266,567,0,0,19228262,337775,857344047,0,567,302,0,3,1,14,14,1279,3,857518247,827544312,24323663,50202169,50202169,1,3,1,2610512820,73389,73389,14,14,14,50202173,8,3,103796,305730,496721,7156,857518247,298562,18732354,1351
250622.13,7,253952,62,56638,3730711258,1,5753996,377,6,6,4834,400,3,567,447615,0,10,22235,18,25,106669633,1136,1,0,4,751,70518822,5,281817020,17,20,11,266,567,0,0,28210852,553129,1206893974,0,567,302,0,3,1,14,14,1279,3,1206312285,1177491869,34415111,71542268,71558652,1,3,1,3720197968,73389,73389,14,14,14,71542272,8,3,111437,458120,687781,10013,1206312285,447615,27524225,1351
252629.63,9,253952,62,74314,4894748350,1,6171724,480,6,6,4834,534,3,567,603788,0,10,29229,18,25,107900365,1136,1,0,4,751,92610398,5,370376952,17,20,11,266,567,0,0,37630033,766527,1572914255,0,567,302,0,3,1,14,14,1279,3,1572270025,1543610193,44447969,93949486,93982254,1,3,1,4885373304,73389,73389,14,14,14,93949490,8,3,114300,617849,877330,13086,1572270025,603788,36754204,1351
254634.23,12,253952,62,90601,5968733284,1,7016647,572,7,7,4834,646,3,567,731557,0,10,35625,19,25,109481011,1136,1,0,4,751,112934503,5,451673376,18,21,11,281,567,0,0,45757944,913384,1910750722,0,567,302,0,3,1,14,14,1279,3,1910332141,1882079381,53541392,114597139,114597139,1,3,1,5959051260,73389,73389,14,14,14,114597143,8,3,127842,748610,1034557,15905,1910332141,731557,44725204,1351
256644.28,13,253952,62,104043,6855001368,4,11116691,654,9,9,4834,712,3,576,820723,0,10,40925,19,25,113745608,1154,1,0,4,751,129738702,5,518825472,18,23,11,281,576,0,0,51879102,972186,2197323819,0,576,308,0,3,1,14,14,1279,3,2195347881,2161328013,63833155,131624372,131624372,1,3,1,6844467376,73389,73389,14,14,14,131624376,8,3,141732,839961,1150344,18232,2195347881,820723,50730817,1374
258657.39,13,253952,62,121590,8011223814,4,13087512,767,10,10,4834,831,3,576,980085,0,10,47831,19,25,114698822,1154,1,0,4,751,151649049,5,606402508,18,24,11,281,576,0,0,61278040,1247244,2559478494,0,576,308,0,3,1,14,14,1279,3,2557953899,2525529846,75164069,153847048,153847048,1,3,1,8000046528,73389,73389,14,14,14,153847052,8,3,147224,1002836,1362251,21249,2557953899,980085,59918189,1374
260665.96,14,253952,62,139205,9171335606,4,15530793,881,10,10,4834,947,3,585,1143614,0,10,54766,19,25,118055374,1172,1,0,4,751,173614263,5,694328112,18,24,11,281,585,0,0,70747723,1465586,2928659374,0,585,319,0,3,1,14,14,1279,3,2927008448,2891043595,87559977,176125353,176141737,1,3,1,9158518388,73389,73389,14,14,14,176125357,8,3,155423,1169900,1586739,24324,2927008448,1143614,69163737,1411
